,cont1,cont2,exp1,exp2
C05755,4.02632752832912,3.71668853932881,4.48675043132912,4.75422327332881
C03351,6.49782164172521,6.18642639096697,6.30757669972521,6.94290504996697
C06801,5.92846916177928,6.12021516513462,7.71784894977928,7.22070341613462
C04429,5.25884091678695,4.85592330375032,5.76983413978695,4.93486539875032
C06352,3.36907869677943,3.49316781890765,3.56180965377943,6.47757279490765
C16166,4.91969909652915,5.11120628566155,4.79291596452915,3.61783627466155
C02628,6.5628339553605,6.50512746126934,7.0587938953605,4.98762649726934
C15587,6.35290549492526,6.13024464942566,6.41284920392526,5.72588303642566
C18605,4.03469494886411,4.91541817070115,1.74527008286411,3.44771032070115
C15777,3.66177306407298,3.7835242570482,2.89845176407298,1.9180091540482
C05768,6.02560264384451,5.78254695024276,5.59368943284451,6.12038065124276
C06526,7.09781985790699,7.09629730722136,7.16565684790699,7.16958155222136
C11010,5.24211632620587,5.11965393045777,6.18354429220587,4.36879937545777
C02083,4.37341422924094,4.40229643883866,4.17721680724094,5.75222793483866
C02485,3.2386585399771,3.00260471356375,1.6543832499771,3.95445908256375
C03049,4.16142621745562,3.57452256137805,4.00819027245562,3.58762617637805
C16436,2.0344966439564,2.17769115946389,2.2496368599564,1.61539115846389
C01593,3.60536360119976,4.21575243781813,3.82118863919976,4.68467378981813
C01124,7.26993017731639,8.28688684610703,7.02657338531639,7.74671730710703
C02801,7.2238636900739,7.70235298829932,7.8425364050739,7.42811867029932
C01023,3.25844473278931,3.24424224840579,3.10006936178931,3.50995029440579
C07309,5.42146317014569,5.74502075259708,7.04006278314569,4.81360224359708
C03986,5.13879129474892,4.79197523161191,4.23487632174892,4.93033235561191
C03579,1.67470229431615,1.68100928205426,1.78847172531615,1.20159314705426
C12989,6.62167996035446,6.75552702228148,6.96248494535446,6.90007630328148
C00735,1.17530840790584,0.774198800517225,1.93520564290584,2.29146176651722
C11542,2.50649314240992,2.34836351035054,-0.768597035590084,1.41636623235054
C06771,6.99630889011463,7.14610628651743,6.38561942311463,7.01541375051743
C03747,3.91825451097148,3.68975514063257,3.38672160797148,5.01566915363257
C04099,4.56724841843951,4.86547610716928,5.55568426643951,4.11190021316928
C05898,1.75612541431604,2.25399145954701,2.42833620631604,2.81247235854701
C05868,2.09807206920128,2.17505881849892,1.43336444820128,1.96538288849892
C09276,5.70181946137564,5.60728797455652,5.81002806337564,7.19160426555652
C02230,4.65090614253755,4.07545748338577,6.53241297453755,5.17174289838577
C06506,3.81714305956769,3.83285218623741,4.47626821356769,3.47487408323741
C04333,2.33194547820785,1.65027296136712,1.38721083520785,1.03886367536712
C06442,2.80540299761543,2.38462402385402,2.67325101361543,2.77599062785402
C01962,9.07220721872864,9.07473627214834,8.67971036472864,8.25585130114834
C07042,4.34702081325035,4.10776508326461,3.27916664825035,5.05902384426461
C09762,6.54801042404296,6.27784012862104,5.29064384404296,5.83809157962104
C00774,6.57001280135856,6.3279003117155,7.30278840935856,6.8335625697155
C05267,6.52649216069179,6.61586330892539,5.81158350169179,6.43033138592539
C02088,5.58961751913007,5.29388295399916,6.20280522213007,6.72555734799916
C04036,2.49528815165469,2.75223062415662,4.69118655565469,2.89351900415662
C01874,2.98099249446068,2.43323210133462,4.03370303146068,2.52537770333462
C02517,6.50278238909187,6.76578978756554,5.88345697109187,7.33418194556554
C03885,2.38329297483448,2.34969756143917,3.14559887283448,3.96669368643917
C11625,6.0550801941273,5.54819430794722,4.7286126291273,4.89440463794722
C14822,3.93292085284532,3.52605749201297,2.46997824284532,5.07630610201297
C03499,4.20324797181272,4.73133093189206,4.98853380281272,5.11825212789206
C09844,3.42086109901034,3.12889806747597,3.31188404101034,2.57510249547597
C12629,4.53971772745891,3.74142921075537,6.8656672434589,2.28996513375537
C04744,6.7543696833036,6.28342914739671,7.2494314513036,5.82372719939671
C03097,5.90746635508235,6.48698646589741,4.89774934608235,6.84860316889741
C00216,4.53507170455317,4.42563617035481,3.71615042855317,2.75671404535481
C08255,6.74001104938056,6.72003935340608,6.28529150038056,6.07434354440608
C06902,8.31200746829365,8.26174525795468,8.70742102629365,7.17759221695468
C16695,4.98726214217031,4.89950365139333,4.49582397817031,5.05651315039333
C04648,5.94097890621552,5.86026738972107,6.27997050121552,6.31167703372107
C11099,5.55643729812948,5.7054206640284,4.55498843812948,5.0235780710284
C14784,3.04419411796378,2.92116139700785,4.39281532896378,3.93150721500785
C01602,3.1468277157081,3.05077243196764,3.5405638017081,3.01117658096764
C00026,8.8395409252424,8.77481197849783,8.3340496572424,9.55926861449783
C00139,6.76255557555236,6.34180070289645,5.55352204455236,5.29724361189645
C08044,6.48416354385295,6.56117141941752,6.78964083585295,6.58560174441752
C12599,5.29514680809887,5.70348897208932,6.34938190909887,5.89657722908932
C14175,5.97077712998454,5.40813466643241,5.75090479098454,5.07110540943241
C02502,5.30371207909196,5.0521914205958,4.05869527109196,8.3303714845958
C01401,5.08399750817454,5.13901399395937,3.66789215117454,4.69751088595937
C01370,5.4468446238861,5.81272010347163,5.2289470558861,7.59644093847163
C02884,2.97906982799157,2.6309120088578,3.94932502199157,3.9918132218578
C01949,9.80244420394244,9.18517268959214,9.40261843694244,9.39541448559214
C07427,6.60392358054176,6.62283651046982,8.14323215554176,6.57359419546982
C03599,4.4975840820887,4.32530619145134,5.2772495250887,2.41048225145134
C03065,7.42577874165847,7.07118500408024,8.76757911365847,6.05426024408024
C14515,3.74548382799024,4.56781185226954,4.84440379599024,1.74037391026954
C06527,8.42231701495171,8.43261508679765,9.77877992795171,9.59966875279765
C04628,4.21125289395448,4.84228058147884,4.08956998295448,5.77156789647884
C00506,0.35701828709618,0.728747761118577,2.96157301309618,1.57757949311858
C02605,7.72823839079914,7.69302931084951,7.65893198479914,7.80240271384951
C06623,7.26445826545751,7.00300625470545,6.66166521345751,6.31368500970545
C01165,3.45136736128258,2.91087012014144,1.17889715528258,2.72979771014144
C06805,2.17925006801283,2.2971079058364,1.99369880001283,1.0955144128364
C02543,1.33094483860671,1.68326019551351,2.38661045060671,1.37476968651351
C01109,4.46197292413915,5.28753624133755,4.18835008613915,4.28363147433755
C02530,1.33214284544067,2.30363934212458,1.23031908544067,1.61785789812458
C11917,3.37106396245005,4.01193619802754,3.73016392945005,3.23080128402754
C09816,5.32714424475725,4.74969295088999,3.93999441275725,5.18922799288999
C00129,6.71103844410081,6.55023617455954,7.85572579210081,8.01287083755954
C06723,3.36007374624052,3.25167752329017,2.93675673124052,2.36636591229017
C06546,4.75279448004865,5.93494311580336,6.11453048604865,5.66423053180336
C10998,5.50989647208287,5.23716695329369,6.22272295608287,5.89686754329369
C01314,8.43785267647465,8.39554658096353,9.49204031347465,8.58697483096353
C09803,3.08291294494576,2.53993207287833,3.81330240994576,2.48482114687833
C05842,1.79137947647904,1.84359283648342,1.29519411847904,1.87609054148342
C11306,1.30878115657839,1.87386240015767,2.20838055657839,4.10826245315767
C03149,6.11147437057954,5.78959581660004,5.63665241457954,6.10319505360004
C11581,4.87976161729926,4.73814564939083,6.27593762929926,5.50285026139083
C14704,6.54417260878625,6.2542271125153,6.68586823878625,6.1367250475153
C14573,4.71832122568529,5.03750465591789,3.14632316868529,4.28262566391789
C06720,5.78618785102852,5.81082385948993,7.63717271402852,4.94544942548993
C12317,5.44843714831889,5.61644338256438,4.68068289931889,5.10231716456438
C00593,5.04708397033716,5.82289988294802,5.22026524333716,5.49292589394802
C15740,3.75407468047042,3.85706897342042,3.79789504947042,5.17717085742042
C01576,7.52401876125278,7.62937288933406,6.60914852025278,5.29477883033405
C04303,4.18845191444846,5.02478230761896,4.22679370944846,5.04256722861896
C01228,6.33352754288496,6.15465066991757,6.35227627788496,7.14729792991757
C11189,5.32927830906026,5.28752565659017,4.22113058606026,5.01309118959017
C05675,8.56304894957434,8.38511775514804,7.54713304057434,7.94042327414804
C00398,6.42242792864776,6.59588647856123,6.92256378664776,6.03210356656123
C05704,4.32461768827526,4.12140627359038,2.66348299327526,3.53709906059038
C06680,4.98170209546529,5.27172907495982,4.40242593646529,3.46817478295982
C00212,4.74938158317313,4.92845306719737,5.21304727217313,6.27244739419737
C05782,0.818307806055403,0.288194722445232,0.316908079055403,-0.364565846554768
C00029,8.39478778964137,8.02706157576807,10.6585666396414,12.4283414017681
C06419,7.12776230897502,6.83905617447324,8.71516170297502,5.82424468247324
C03228,3.46676672754946,3.1183907808156,4.15214787554946,4.3361839288156
C12219,5.76401511834076,5.72084673062256,5.71183224734076,4.16145831962256
C02133,5.48379180721397,6.1517050787372,7.53974491621397,7.6780724537372
C08229,2.73448117789516,2.37176712223578,2.79986297289516,1.64588736923578
C14771,7.97981482730646,7.63577892949363,5.99401067330646,7.15252118949363
C02441,4.50350579006207,5.11522982786217,3.71090505506207,4.56497771086217
C15874,5.36716741588691,5.23551561433615,8.3910825678869,7.20408769433615
C08896,5.80974201887949,5.54759628732587,5.05211235087949,5.94455955432587
C03031,3.01175106138115,2.53126861486451,5.74776566538115,2.14150901686451
C04833,2.82914134086546,2.65841451894598,4.19002842686546,3.90102075994598
C15853,4.90291489094056,4.81401004307482,3.84499368794055,4.19488383507482
C12831,6.15217120102441,6.47295900004915,5.55518688902441,7.85507714604915
C12935,5.14766106368923,5.19551588083957,6.26836301968923,4.09020266383957
C00990,6.41189114260444,5.9346933798375,6.65080731260444,5.9070484498375
C00108,5.66996020678271,6.26798503045148,4.39621158678271,5.73564155945148
C11935,6.09077561184923,5.64816600189999,6.41428982784923,3.96221359889999
C07837,2.19418818811746,2.88567404097211,1.18568407111746,0.92387455497211
C02336,6.35410778188776,5.72587878449006,7.43211444088776,5.59102577049006
C00552,3.42039910771419,3.79337312374086,2.11987995171419,4.15373144874086
C12661,4.06854222113181,4.14707016007651,2.98999332213181,7.35273169507651
C07612,4.79029586953042,5.22817556937244,6.74627813053042,2.63508778537244
C00184,1.70429782538933,1.73911617482619,1.12778814438933,1.18707724982619
C09719,4.80092609605728,5.04504360394899,3.32039784905728,4.10969338094899
C11502,4.12028472631359,3.8289175760146,1.62874609931359,2.1929930710146
C16149,3.56297709612307,3.83718799210963,2.27950056912307,4.55780784010963
C06730,3.89080480733017,4.44242472139358,4.67721741233017,3.50524932939358
C03366,7.49097835350285,7.5988974732887,6.87673723050285,6.3244233552887
C05568,2.48215729807779,2.58229407582032,2.98968379907779,3.10698635082032
C03256,4.56923103714395,4.53029886869249,4.14695263714395,5.65727106969249
C00555,0.0560765797610845,-0.0640992603849985,0.779070653761085,-0.772208710384999
C00250,3.65166135978786,2.71409397163853,0.749822796787861,3.30490950363853
C11715,3.99740562914017,4.01805985768357,4.57980342114017,2.68260519868357
C01150,8.08465157590406,7.05889113370267,8.64044122090406,6.02064125670267
C02356,3.07596386952648,2.31565826608755,2.29071503052648,3.48460625508755
C02006,3.25564092711719,3.76135153988964,3.14402493311719,3.33929644088964
C00787,2.20474076419127,2.21419683514201,1.64521661919127,2.41850075114201
C06672,5.35961033363281,6.14234399621933,5.20806235363281,6.34362638621933
C01579,7.30818397557467,7.24279054283771,8.14287682557467,7.34739301583771
C00540,2.60293277982702,2.73073518319025,4.40509863182702,3.09841951019025
C09690,4.14855119705196,3.88127233819791,3.39097593605196,5.92408884319791
C00287,7.73261721769501,8.03830186547831,7.68737356469501,8.88935481347831
C01910,3.63140521068268,3.9698401726826,2.73970663168268,5.1756487886826
C03766,6.37102441675255,6.88954080048526,5.25434348675255,7.44068772148526
C03574,5.77900708562747,5.10586660891059,8.06247961062747,4.06585946091059
C07871,2.38920815238939,2.22209303963389,2.63464616538939,1.45579277563389
C06342,7.43377602220225,6.91629891040644,6.12439309220225,6.47666183740644
C07212,6.59034803654462,6.20146155635337,8.44851929254462,5.72634198835337
C00900,4.0235949811484,4.16948888713631,4.6746644131484,4.37039885613631
C07529,3.19201309073968,2.99273196033863,3.45713495573967,5.35505715533863
C13110,4.21916316382615,4.12074329490404,5.76527589482615,5.48511390590404
C06398,6.62812683029083,6.67688824745195,6.53330535529083,6.90568482745195
C02380,3.87150143963314,4.44726133173667,3.11408544363314,3.92118500473667
C04216,1.25158936246136,1.1153666932714,2.50209829246136,1.3617306432714
C00054,4.7141905781578,4.36793047535152,6.3400227961578,3.93739819135152
C01719,6.54380801948468,6.19486034846652,7.55908225548468,5.36532762346652
C14366,2.68176413966492,2.95154136754902,4.50567740966492,1.10981518654902
C07974,4.52416894465933,4.73932314949629,5.02870559065933,4.75059175949629
C01040,2.55561334795549,3.35468332063064,2.68372933695549,5.32935761463064
C08319,5.23361242585127,4.92565768226743,7.13169797285127,4.35717320726743
C00417,4.73500074397296,4.5804703851165,5.19208475397296,4.8919322271165
C09306,4.93263044792473,5.35164053717489,3.25299156192473,5.68309569717489
C04300,3.75534716354506,3.19311825765485,4.09753215354506,4.09219602565485
C05339,3.58127307689414,3.38590753851784,4.17852300789414,3.94071950351784
C11002,6.74289082881749,6.43641144111264,6.76082544081749,7.81078095111264
C00258,5.21027603807433,5.41986131865072,3.57926818507433,6.43123297065072
C04655,4.62612946485229,4.39989517117844,5.36922639885229,3.59242926817844
C09824,-1.42637706484166,-1.5792110991628,-1.04712562484166,-1.2607127141628
C06616,2.4487625936723,2.15923954764836,2.4436196446723,1.42617620464836
C01044,6.52581263577276,6.50270074453152,8.46724705477276,6.73541560653152
C01678,4.18636971311439,3.75342757664926,4.91554859411439,3.29901719964926
C02116,2.58336443223878,3.12933461246878,2.02093439523878,2.45043121946878
C02811,4.1213546862433,4.72856515947461,4.9362163942433,4.22609634547461
C13742,4.24883850811405,4.09704649938211,2.99640512311405,3.17887061038211
C08278,3.99711520970658,4.6589591459773,5.07278403670658,5.4221759919773
C09767,5.99322515155751,6.82070782326569,4.21310064455751,6.40449957326569
C01488,8.04176187645786,8.36384823046761,10.5841599504579,7.85619962946761
C05774,6.97618365562272,6.64300907884884,7.48969608662272,3.33598094384884
C00362,7.49224506794214,7.50745641709081,7.52381576094214,9.6792261870908
C07340,4.34026534500303,4.89732860040304,2.32923721200303,5.04045887740304
C02066,6.68868942797789,6.84558144863439,6.32885478897789,7.36817810363439
C00573,3.03784848950737,2.96055901831007,2.80856042850737,2.71801358731007
C06586,4.72155718976509,4.94821620206328,4.77121851876509,6.49276949006328
C12294,9.37087581294699,9.61015178212761,9.80263930094699,10.3081067631276
C14221,4.97434398024279,4.31082718951328,3.67532146024279,4.28297690851328
C07088,4.38938214805862,4.1597334340664,5.64117283305862,4.1020012950664
C00604,3.83157307869539,4.58029081228595,5.57544911369539,4.95003092528595
C03738,6.54253700374532,6.32907822217815,5.31789274974532,5.51780692017815
C00668,9.21237872352359,9.00499633499542,10.4148103485236,7.67919407299542
C11390,5.82431407369407,5.78992540560636,5.40359208369407,5.53178191060636
C16513,4.47747024381209,4.53506910816094,4.01565836181209,5.00133748016094
C05615,9.14756729200738,9.37175002454063,10.3295189530074,10.3806243975406
C07319,3.44233955311811,2.72709403235263,3.15864588411812,3.31601613535263
C18413,7.26306502656181,6.79478004908412,9.31366875156181,6.90667716308412
C02946,4.15730974383269,4.19512438558475,4.47861995683269,2.82582562158475
C07669,2.95650525996053,2.39362190517895,3.22330471496053,2.48011856417895
C07609,7.43661075749356,7.56724352646029,6.90904339149356,8.40402459546029
C01988,1.40047865020922,1.43477831290607,1.83428812020922,1.57291639590607
C05361,4.38350012329856,4.24860282858544,3.90218326129856,4.25389420658544
C00969,5.03103048669747,5.07513017874727,5.41358506169747,5.78264043774727
C16168,4.11536456266614,3.88139008004937,4.39048506966614,4.41547412204937
C00240,1.72398453423762,1.60559299183814,1.52007900323762,0.0764280408381368
C01017,3.7171976876343,3.69447184598228,3.5420881266343,2.96344762698228
C04702,1.88592851109869,1.54172345878782,2.05641862309869,2.27666756178782
C03536,8.84632730592576,9.07093261865561,7.90061091992576,7.71664039565561
C00265,1.28634074320029,1.13589128461968,1.97193427320029,0.70197354461968
C11721,0.78776312880994,0.493098873818737,-0.53939964519006,0.920811294818737
C06266,6.39529705388869,6.41706483898535,6.30685724788869,6.47962671098534
C03691,6.81488881545666,6.56432157011261,5.92569959745666,7.73291553111261
C02845,4.60802360223195,4.68667444003822,5.81453445223195,4.53145501003822
C08216,4.5863590240888,5.26480936088709,3.6445487230888,5.32458265988709
C02846,6.4500863409502,6.17112307567328,7.2151441949502,5.09706830367328
C00655,7.79743791086361,7.61429581742362,8.49906394486361,8.28698330742362
C02101,1.81888970114554,1.68704924529786,2.53674515714554,0.599232594297859
C00247,7.60899415327945,7.97583912497698,6.75973596727945,6.86503725097698
C07295,5.3920234673953,6.24939410628103,5.2568128793953,6.05339632528103
C15520,4.3213131090286,4.874497207133,4.7559220420286,4.805292515133
C04293,7.53028828028755,7.7578546598619,8.08769327028755,10.9832489048619
C00023,6.87954737014689,6.59842210238762,7.06600434414689,6.05572356738762
C11506,7.55590497187244,8.45759102869706,6.77723041387244,9.48033854769706
C04485,4.41767971273039,4.0050010322696,4.63441050573039,1.9700176802696
C03588,6.55234489936315,6.57194263887151,7.84720692536315,5.66171667487151
C11901,5.59145126642239,4.99280893406053,6.26225039842239,3.67601113606052
C12490,3.96560089043716,3.98991572437428,3.05429677643716,3.00638399337428
C10329,8.51446604867936,8.96731419531839,8.87734795367936,9.2078541703184
C03212,5.32345363771024,5.07917671824957,3.66150051671024,2.34586852724957
C00840,4.89063124832374,5.26871916302895,4.78464285632374,5.46860193602895
C04103,6.05794320133767,6.5061164881647,5.49875268533767,4.7792103921647
C01716,5.77946904251123,4.88942703565525,5.68160943851123,4.04140621065525
C04280,3.58845717031291,3.93045185268053,6.45350800031291,4.41487063068053
C03360,4.89364304981513,5.07430039134999,5.57599118681513,5.17340766434999
C01917,10.2128889775713,9.94338797860196,9.67071592157129,11.022604469602
C00318,4.85481379043347,4.97102068489071,5.85725959343347,3.32508977089071
C00009,4.40745621713935,4.2186629011712,6.07339810713935,6.3061196031712
C00151,6.46866067212399,6.58150431302913,7.29201064312399,7.30590240602913
C11164,5.80296149287318,5.26513092661571,3.55492936487318,3.32925048161571
C11136,3.92339784792055,4.41254891680937,2.91328964792055,4.44461186680937
C00028,2.83455437816586,2.84720996434949,2.41631509416586,2.60991861434949
C01849,6.69560281500824,6.55669951993195,7.60916128500824,5.58152584193195
C02582,5.23769003001361,4.86305377650283,4.80373079401361,4.18853358450283
C12242,5.96449444555231,5.24200401376828,4.68098643055231,6.49355250976828
C01262,4.41735039055175,5.43101768522512,3.34364505955175,7.35922198322512
C12631,1.69577945704546,1.81195629373659,2.34009313204546,1.93608246573659
C05341,5.13818919655177,5.34331590108764,4.63565915955177,4.92431822408764
C08862,9.78115339992371,9.78365206862104,8.65511194392371,11.064963944621
C07275,2.07645662739793,2.13670561807637,2.25619254139793,0.97846768807637
C02991,3.03038741450454,2.49135640389747,2.40580836450454,4.31083112989747
C02656,2.32789251099409,2.31173213914329,2.62460339199409,0.29162063014329
C00628,4.26973677653389,4.61057152104059,4.59162490753389,3.09940247104059
C00086,7.76290849595935,7.59122417380578,7.67636721995935,8.87193133180578
C04037,4.69336548849165,4.63717035024358,5.34010485949165,6.87159572524358
C14365,4.48885673152019,4.30305664858354,5.40661699452019,2.83824530758354
C04608,2.42274579280585,3.37769832241874,3.37083851180585,3.99206617941874
C05455,5.13053283400138,5.40745473375405,4.23170853400138,6.60993789675405
C11251,7.07065284284179,7.11108800639295,7.96704230584179,7.20951221239295
C10390,9.52043158372045,9.89769600160191,10.4217796057205,9.03537044460191
C03996,7.62939255063073,7.66756143351987,8.85515269463074,6.59004177551987
C02261,3.25995330862587,3.2541433085623,3.21654966962587,3.1824368345623
C14512,3.99373992922981,3.47308596714034,4.83017950622981,2.89906680914034
C02077,6.21491111051174,5.51445366303284,7.98514007751174,6.91543729303284
C00195,4.97991716749085,4.81253072098962,4.88727879849085,5.87403247598962
C00837,5.55066059923753,5.55047638328693,4.02776449523753,6.20727212328693
C00898,2.3754024332573,2.07596439771961,1.3165742132573,2.59043333471961
C00936,4.1469402653129,4.13331658316508,2.0571610363129,5.14883233916508
C04563,3.1471915046402,3.67661901563718,2.3805011566402,3.59148226963718
C11171,3.14288415077752,3.63215508062311,2.30025799977752,2.41120170062311
C04861,3.56219879555579,3.58246388018887,2.08981234755579,3.65325155918887
C14328,4.17041886096377,4.1203835317968,5.85561871596377,5.3092182397968
C02221,4.98866421371894,5.38250778438277,4.85125823771894,7.18815919838277
C01001,6.26689783898971,6.24495137405772,4.04646601398971,8.17801668105772
C02106,3.98163845268808,4.13014770282428,4.32575604768808,5.37974848482428
C00481,3.28598276134254,3.14469015295081,2.46340127134254,2.09767779695081
C01761,8.23233515362572,8.04611751881306,8.83177476762572,7.26817863181306
C06686,6.98773281367666,7.613540213986,5.19279134467666,8.015504696986
C09869,6.39369171881161,6.37548183243363,4.80706005481161,5.82343604943363
C09846,8.3999413459308,8.81399188227759,8.2112008559308,8.69200732727759
C02235,3.04451610947465,1.84290426876808,2.16646605847465,0.708139171768076
C14309,9.09763516391868,8.73980356136942,9.42475648891868,9.30173037936942
C00374,7.45289864832115,7.4146451734066,7.71064697532115,6.5926058864066
C05955,5.6140460239552,5.73434453401484,7.6853429729552,5.65605938901484
C04286,6.24866596785331,5.79071223376257,7.02029846085331,6.67644235276257
C11922,5.12268288490204,5.27956492011036,5.17863083990204,5.41574566611036
C01097,4.7783484171421,4.79288445694529,5.7568761701421,4.34783641394529
C14811,1.8475328798614,2.82863791454872,2.7999682568614,3.15459936154872
C12630,6.4851796916373,6.12244409601714,5.4326382946373,6.76293672701714
C06728,9.28464679621129,9.21660178037023,9.75982231821129,9.79419544137023
C01432,9.17954591334632,9.07636671541423,9.78302036934632,9.99003408941423
C06353,5.33958865425505,5.33432138359924,5.33743801625505,5.42643490159924
C02666,4.78424442215789,4.32104500929491,3.43389162115789,5.37221249229491
C08721,5.36398898915864,5.24304489004722,4.21698551215864,3.96585970304722
C02822,7.29185635664859,7.26592527043564,6.98401222264859,7.85676982943564
C04359,7.95459764520482,7.49632954940325,8.69646887720481,8.88764264840325
C10700,5.81588830506804,5.30021082632682,7.03765560806804,5.15886541632682
C00996,7.22855747042812,7.69580927925069,8.18764617542812,11.1089337582507
C00036,4.94584831201289,5.31589576281868,3.85092679301289,4.45552459081868
C03752,5.99544440669456,5.79651828007413,5.69352726669456,5.69185660707413
C11798,7.37128002726974,7.52868902993688,8.26050705526974,8.61980280793688
C02693,12.2791472534806,11.6688827514957,13.7355691784806,10.0134336184957
C13622,4.89199480881188,4.9886079155319,4.19093471981188,5.7278483155319
C14359,3.66370536622677,3.77200900506148,3.04687539222677,3.46841662106148
C11643,5.89161591483067,5.73883593472263,7.27256665083067,4.19020614672263
C04719,4.18834950727245,4.50742189680669,5.18143048227245,5.49282213580669
C02762,6.27056628904314,6.35802351794844,6.41873631304314,7.27766849894844
C00533,5.68249679826907,6.36256444548416,4.12050901626907,5.84923424748416
C07666,7.63233432607935,7.14136585320108,6.94083196107935,6.98844870320108
C01090,3.08044703267727,3.22362901759616,2.67178609667727,2.69092433159616
C08797,2.58884957723835,3.13607092233126,3.92513885923835,4.90966255533126
C00992,8.13514611642929,8.75833655162065,8.35708717842929,6.60061821662065
C03156,5.45057159958214,4.92473347026226,4.71583615758214,5.47638835426226
C09286,3.15517868511878,2.93540130703205,4.00016361611878,2.18788583003205
C11249,2.85245517919562,2.34443575814224,3.32440113519562,3.24441340014224
C18620,3.89528342887521,3.57950669461772,4.93476521187521,3.76231333061772
C04576,6.18092280227397,6.47102320567454,5.92521566227397,8.22365903367454
C07052,3.94544917855017,3.88325566984976,2.69756770855017,4.68988415084976
C02975,7.68369232752773,7.28984067426262,7.80984930552773,8.33800910726262
C16922,5.48768925697319,6.10505050773262,5.99031122497319,7.28818436173262
C04758,5.39176157878863,5.83931237347182,4.13659902978863,7.18469920747182
C09894,4.96896054274753,4.20459860517777,5.76444142874753,3.40770548117777
C07290,4.40484534369645,4.20076693728069,3.10229437669645,3.48431406028069
C06980,4.66464170587713,5.37577413378123,2.26035967787713,6.02575849278123
C02306,7.31295715987304,6.86352512872073,6.82266552087304,5.91501071472073
C04844,2.32247198156537,2.79984243244708,2.48267424456537,2.53051740844708
C06589,7.17353755051637,6.85415783160001,7.59649515751637,7.77441113960001
C06877,4.29863160660148,4.26420021703249,5.09968371560148,5.38330801303249
C00783,6.4694464891018,6.51216296305903,4.5349234331018,7.08354340405903
C02347,4.88317103243249,5.40521416594708,4.56319705443249,4.94989076894708
C06789,2.3083741914945,1.90991039538863,1.9782601994945,1.52080944538863
C13207,5.69381053855565,6.2104710071736,6.39498925355565,5.9188756771736
C00436,3.72319070603156,3.93555860775934,1.56898224003156,3.61757174075934
C13719,7.24878470903736,7.28613881406975,6.99174379203736,7.18783127906975
C08735,3.34453393837022,3.31914162859698,3.21242069637022,3.58219320759698
C13880,1.42443972496909,1.17423320557056,0.250793754969094,1.29032030157056
C02992,3.29197999487147,3.30778646069298,4.62872677087147,4.71602301869298
C04285,3.8559545552873,4.10202088464032,5.1335866812873,5.16501727264032
C07063,3.34813864258169,2.99578434588217,2.16852936958169,3.19595403488217
C00890,4.52483181190709,4.80623425175915,5.28272375790709,4.78867759975915
C10498,3.80934700778458,3.42739110799536,3.08869628178458,2.61696798399536
C02989,4.17851561048079,4.20682873117966,3.11470129848079,6.45377613417966
C07443,5.65598287681731,5.65578304255429,4.07961599681731,6.19009467655429
C02017,2.6727067766206,3.022997453961,3.3038851686206,4.680181425961
C01368,6.52035533004482,6.99834200304824,7.49005893904482,8.24375368104824
C08877,4.99488832789922,5.03112203062334,4.42554005489922,4.32075092162334
C02132,4.92354445817,5.58234337994701,4.73609761417,5.73325150094701
C01421,0.927525160039953,0.855376524313713,0.117026501039953,0.0717240463137128
C04006,4.39754184112688,4.3674363343987,3.86051390312688,4.3785715543987
C11108,3.88870779113706,3.68604762799251,3.77165515713706,4.34546640999251
C04631,6.69459083143059,6.6303224583533,7.73904313843059,6.7436955693533
C04922,7.78164102208518,7.38580753716285,7.89446778008518,8.08383054516285
C00521,7.46249243049964,6.67873829349829,6.02970637949964,7.20533596549829
C04351,2.7733250756957,3.0787118527529,3.3493746646957,2.9796171317529
C05819,3.40789221467287,3.63905894363288,4.26190127967287,4.56647613763288
C15606,4.82096024570656,4.7709716109136,3.32893798370656,6.7590366429136
C00293,2.88068622427709,3.14679407862527,3.65833795927709,3.98438582162527
C05682,1.79137561203986,1.40890631379322,1.73368867203986,-1.42328712220678
C06536,6.58270133205046,6.78037784617304,6.34405106305046,6.07550626517304
C14610,5.13631305611796,4.55582659979013,5.15540159411796,5.20787828979013
C06407,6.22879199945618,6.34382831469593,6.14022429745618,6.54517083869593
C01911,2.59386449434562,2.26200053566044,3.12270234634562,2.74515294266044
C03441,4.31909032927874,4.47745501081268,5.17240201427874,3.53032769581268
C05348,2.65750273115378,2.32283962454542,2.53039258315378,1.68951714554542
C06026,3.34117046472971,3.65267324805442,2.27344416172971,4.34762300905442
C15566,5.45842408361009,5.60773962968183,7.62258427161009,5.74939696868183
C06978,3.37001416343452,2.88930089959345,4.19574282643452,1.34589865159345
C11170,3.01310897077311,2.93927402100449,2.46567568477311,3.55272039700449
C06878,2.38766308198165,2.29285323146493,1.08827714098165,2.57359648846493
C08573,2.13155645698425,2.04860677902607,2.12925650598425,3.18636604802607
C00804,3.27430413352666,3.82740974487652,1.89814870052666,3.13650882687652
C04643,8.40759840762831,8.43475507696576,8.18251688962831,10.2893975179658
C13728,3.68873480705205,3.49622280507088,3.74953602805205,4.81280167107088
C07307,2.7736627487481,2.86384820524433,2.8123125377481,2.93553930024433
C14277,2.18898910726328,3.01928001465528,-0.137912848736725,2.62226580565528
C01817,4.69871262642471,4.48154552306067,5.21408148342471,4.56372399106067
C05444,4.21198617514245,4.33757348489461,5.13465515914245,2.48136691489461
