GeneID	HN_1	DCIS_1	HN_2	DCIS_2	HN_3	DCIS_3
26538	6.871801409	6.812840173	6.71989129	6.736374648	6.82546672	6.69323763
26539	7.819942999	7.571225232	7.295563469	7.180881154	7.28381403	7.368521425
26548	7.000026506	6.979333263	7.072247852	7.087347546	7.117097103	7.110490569
26574	8.364231061	8.286356142	8.370646056	8.654634138	8.023954644	8.100789022
26575	7.227969718	7.131669896	7.208058327	7.026045658	7.037814918	7.087391485
26576	7.533884997	7.37739924	7.554459929	7.493935293	7.586913496	7.499375655
26577	6.839702216	6.791969276	6.750211893	6.668514238	6.837319871	6.871949849
26578	7.509340068	7.590671433	7.437923746	7.823120845	7.519171132	8.141347631
2657	7.454873953	7.141869222	6.802985264	6.769757969	6.967517041	6.928539955
26580	8.588223414	9.564569628	7.727281182	8.230216759	7.406227661	7.387428353
26585	6.63807433	6.94752483	6.569115563	7.016464325	6.582633552	6.600114706
26586	6.879657894	8.005282679	7.834671972	8.075709634	7.525770381	7.231026152
26589	8.802698031	8.726067107	8.770258253	8.768289343	8.667293082	8.412850366
2658	7.28382943	7.179548289	7.148025357	7.211469064	7.134290832	7.222164959
265	6.381908578	6.382087287	6.382661799	6.381666452	6.381192064	6.381551061
26608	8.214869155	8.523383223	7.996572541	8.665981127	8.331438815	8.994576875
2660	6.057433825	6.139896521	6.379298033	6.256387199	6.479790179	6.4345311
26610	6.608622027	7.149924345	7.838297795	7.666250268	7.904114358	7.946912415
2661	7.440253098	7.436718353	7.430746067	7.416414958	7.425027402	7.422769233
2662	6.835465765	6.693080473	6.924793955	6.833122853	6.875719739	6.843171914
2664	8.711602909	8.430561882	8.624136246	8.549375856	8.447804555	8.647096312
26658	7.907479479	7.437826433	7.242662715	7.271490627	7.65448818	7.578836225
26659	7.452924662	7.25240688	7.729333885	7.407412418	7.570547073	7.467070307
2665	8.582416224	9.200719108	10.19089585	10.21802821	9.737121358	10.27034994
266629	6.71657669	6.673671545	6.681172639	6.649005915	6.674207675	6.7351276
26664	6.997230236	7.004077086	7.008134871	6.956928835	6.983870851	6.974226129
2668	7.20836951	7.222438314	7.010423056	7.073382919	7.212429805	7.227355833
26692	6.846665065	6.763171149	6.756971821	6.756176824	6.807534057	6.890968832
266977	6.798116264	6.843749677	6.507216945	6.603520542	6.814486756	6.853566546
2669	8.010587013	8.391707721	8.216596259	8.09984683	8.139971609	7.31225915
266	6.450118326	6.450067949	6.450125577	6.450104925	6.450290283	6.450122641
26707	6.587556846	6.523151513	6.525943731	6.540842259	6.564382733	6.608525983
2670	7.24841196	6.941479221	6.920251119	6.913552452	6.892053105	6.909396284
26716	7.635171836	7.298537109	6.961880566	6.914991056	7.21203584	7.217869514
2671	7.722889465	7.527117588	7.29248884	7.404485514	7.245798022	7.374727499
2672	7.274915406	7.046819357	7.511259696	7.282003977	6.983724984	6.977442704
2673	7.310736828	8.485888457	7.864353384	8.596440097	8.198579543	8.782316823
26747	7.428707139	7.358757176	7.347818727	7.289452653	7.52094038	7.428844122
2674	6.324034361	8.74019167	6.602931389	6.187377567	6.072924738	6.172687497
26750	7.390373649	7.569624988	7.748645341	7.654607183	8.053992412	7.914919502
26751	9.497243627	9.259776916	9.934203098	9.991009252	10.03133254	9.634098746
2675	7.669345792	7.370101485	7.25971055	7.155042125	7.326257353	7.190230579
2676	7.489371156	7.45317185	7.428611228	7.433364747	7.481204781	7.520239034
2677	7.3012895	7.381415977	7.197451047	7.292516654	7.209491174	7.202294009
26784	6.674693426	6.68381351	6.646771461	6.663992425	6.699207924	6.701274729
267	8.081633519	8.457990705	7.725164941	8.457675927	7.478710922	7.450230709
2683	7.959298541	8.270035287	6.607413661	6.307196097	8.127268556	8.31630826
26872	7.908796363	9.561744654	7.890386579	7.415981379	7.579516123	6.829675297
26873	7.048868519	7.001837229	7.038811262	7.268933138	6.780570564	6.546897713
2687	7.752309313	7.925599121	7.078966356	7.756171587	7.036514906	7.219566565
2688	7.298420877	6.716613966	6.803633138	6.790301166	6.726002439	6.816341889
2689	6.772805906	6.77107336	6.831324122	6.820381299	6.829115407	6.824103231
268	7.707258933	7.5940557	6.913898028	6.939762266	7.224969208	7.15653432
2690	8.247215884	7.318499578	8.782582392	7.496470011	8.287331461	7.40741742
2691	7.148112301	7.581779576	6.863130566	6.897736224	6.966580376	6.840490909
2692	7.168609209	7.068764809	6.994541486	6.976239774	7.050836904	7.101430699
2693	6.997603871	6.857230011	6.683552622	6.627759254	6.800260713	6.740465627
2694	6.957752485	6.947388495	6.953658214	6.958642813	6.974580545	6.970641388
26952	6.842559836	6.739077856	6.939836591	6.875312715	6.922279595	7.131289541
26953	7.75432319	8.143581828	7.857298988	7.677126203	8.293552758	7.637220411
26958	7.603701044	7.597735488	7.599229047	7.597848955	7.599244901	7.602361525
26959	8.450067112	9.270645097	9.802270859	9.306673624	9.617535843	9.39913952
2695	7.125578029	7.073961193	7.005954592	7.009384458	7.013584884	6.983254832
26960	6.969604273	7.267515507	8.13246088	7.244281112	7.931664372	6.747296947
2696	7.605145354	7.421705532	7.467722918	7.379985005	7.318800696	7.268560115
26973	7.641885056	8.018842914	7.496833814	7.658685493	7.803264857	7.738105787
2697	9.045222818	12.29528263	10.08161002	10.78177498	9.189129457	7.821445996
26984	7.208244504	7.244184238	7.291305566	7.481850714	7.243534426	7.25156037
26993	7.559042291	7.497360696	6.796137833	7.018835195	6.464619177	6.441103238
26994	7.812659385	9.391749494	8.344412666	8.674826847	8.351707616	7.647159692
26998	6.584425084	6.572726717	6.570781013	6.566933866	6.565531093	6.578757904
26999	7.36814024	7.74449938	7.495540266	8.543190038	7.75630983	7.729404213
269	7.554557665	7.404238629	7.377543	7.32954545	7.327777846	7.406384986
26	6.813408072	6.680736158	6.679052705	6.664006483	6.643277318	7.953962136
27000	8.306818478	8.424413353	8.100221178	8.417799674	8.098624659	8.307585393
27004	7.138487537	6.972502827	6.978209244	6.926822677	6.851205597	6.928754871
27005	7.991885426	8.003541607	7.87440144	7.736761498	8.019937356	7.96582574
27006	7.045743988	7.034304511	7.02946148	7.043353581	7.021466907	7.025861661
2700	6.926639209	6.875134857	6.919928305	6.9330057	6.92450275	6.948763811
27010	6.95733853	7.205219254	7.165956889	6.882765994	7.368789246	7.676559379
27012	6.960844126	6.564789818	6.113123927	5.968695829	6.631352212	6.712403195
27013	8.336722862	8.077978899	7.643119219	8.096258981	7.653559315	7.880781088
27018	10.22707818	10.7746348	11.330522	10.87995706	11.09142937	10.86068711
27019	7.23707995	7.252872267	7.200702931	7.23007668	7.183053668	7.238547296
2701	7.593719792	8.532139616	6.869821418	6.488766605	6.726692578	6.725914784
27020	9.616140295	11.19639799	9.701333167	8.956304548	10.18607961	9.249056108
27022	6.459203039	6.442698485	6.461511805	6.446596828	6.423976558	6.432162385
27023	6.924616592	6.83725106	6.735170928	6.781860813	6.719705651	6.686455221
2702	7.076297638	7.075745803	7.076406653	7.07667073	7.076475514	7.076799859
27030	7.400060327	7.579163346	7.575994647	7.551434367	7.430387868	7.306183416
27032	7.374676168	7.622939588	8.144277625	8.184149728	8.176012521	8.093425832
27033	6.739316115	6.743173239	6.715369701	6.718410725	6.775199385	6.740102856
27034	6.975980195	7.417963216	7.321369179	7.270170823	7.311464488	7.369354393
27035	7.153262959	7.094093261	7.107564155	7.081107148	7.046294173	7.069811616
27036	7.484010055	7.339474487	7.182548483	7.132796284	7.190055636	7.31686574
27037	8.127593946	7.789548969	7.502485878	7.540410083	7.252229986	7.390817576
27039	6.523241533	6.523053501	6.523510462	6.523516136	6.523266259	6.52357162
2703	7.289694764	7.169158233	7.213994666	7.198980924	7.024844065	6.990701576
27040	7.988002232	7.370963051	7.765671872	7.343193742	8.293299187	8.313434911
27042	7.240652149	7.129564792	8.114293757	7.930079541	7.8978854	8.028837561
27043	7.454650965	7.303278929	7.308218323	7.512228757	7.186067184	7.104314752
27044	9.513299037	9.572377393	10.60909033	10.84962451	9.608160378	10.18232664
2705	7.514797975	7.328368341	7.232837795	7.139780999	7.295738208	7.497745389
27063	6.591529165	6.558415127	6.561520177	6.545938849	6.586020796	6.574381439
27065	8.423504147	6.929311884	7.936113002	7.055099528	7.872649406	6.861637024
27067	7.080105749	7.257629987	7.298298997	8.058711024	7.515464794	7.879517215
27068	8.270909905	8.815193995	8.803143985	9.143221978	8.437082715	8.435677343
27069	8.914811055	9.64175878	9.783093083	9.740714125	9.570329289	9.612892283
27071	7.077343275	7.263088521	6.688322811	7.036651777	6.855753612	7.718530924
27072	6.688375971	7.195560014	8.174553407	7.910355814	8.296185489	7.969555457
27074	6.962040511	7.334877681	7.215256622	7.792185879	7.122349474	7.281528307
27075	9.607132579	11.20248775	8.914199511	8.93345053	10.15809798	9.578537396
27076	8.699107354	8.605912805	9.707143232	9.610382589	9.176537003	9.203621725
27077	7.498210848	7.609928744	7.265203441	7.867895456	7.226114282	7.149121506
27079	7.473837747	7.443603795	7.570341906	7.54675377	7.502178936	7.529347717
2707	7.551376245	7.287586932	7.391040288	7.356536756	7.070923781	7.086562826
27087	7.362307521	7.308243374	7.46489659	6.868573516	7.161326876	6.912210725
27089	9.14994247	9.906270704	8.9645565	9.563629556	9.508330725	9.562244796
27090	7.010902323	6.904356472	6.831398472	6.92445877	6.753041403	6.760132507
27091	7.410302111	7.325589616	7.529975078	7.568584711	7.502495925	7.486526342
27092	8.666107007	8.253805902	8.447668928	8.188796785	7.997247866	8.23104991
27095	9.041430469	9.042849804	8.358672511	8.835296492	8.368161711	8.402562449
27097	8.228096489	8.137573097	8.239562116	8.16873002	8.252013566	8.245837976
27098	6.885023953	7.352382278	7.02943214	6.792210561	7.118063202	6.822365817
27099	7.630249686	7.508162751	7.42841394	7.637474183	7.487835148	7.609256198
2709	7.276887272	7.236911618	6.958471088	7.046796953	7.053215494	7.020698836
270	8.504347711	6.632506767	7.630162603	6.823254445	7.444760109	6.867591376
27101	7.56126237	8.116784381	8.396196226	8.237048199	8.022120585	7.921504169
27102	8.572899775	9.496353269	10.37512783	10.50877694	10.50648912	10.95224707
27107	7.384644899	7.989525431	8.170829767	7.865923651	8.989828144	8.531799504
27109	7.234448313	7.715245197	7.306055141	7.698795898	7.496433693	7.281080723
2710	7.053166494	7.727171681	7.26991703	7.23331605	7.654970716	8.066986669
27112	7.602216906	7.495308337	7.504951191	7.459311452	7.438716519	7.478451563
27113	7.958085566	7.939306649	7.815362802	7.876418245	7.829379052	7.813014199
27115	6.879477525	6.869903212	6.86580786	6.865051136	6.85939167	6.85264407
27120	7.140822839	7.225124867	7.154604396	7.006155839	6.811516853	6.890469182
27121	7.252680848	7.06957704	6.949489729	6.974134918	6.982467525	7.011131684
27122	8.995905974	8.323353012	9.766177214	8.084851625	8.91942307	7.075917719
27123	7.190878663	7.178124867	7.33201651	6.384717071	6.442767255	6.500404725
27124	8.952210496	8.088892147	7.771000729	7.410040311	7.871806824	7.364031295
27125	7.084571527	6.775005324	6.689070021	6.693393414	7.070791908	7.139088025
27128	8.037275356	7.757620596	7.257852493	7.195832302	7.408435892	7.607089121
27129	7.173122881	6.903623038	7.059257822	6.827173753	6.905723729	6.938770325
2712	7.090887844	7.057621541	7.069714894	7.036989402	7.087512692	7.078457754
27130	7.609638471	7.532061615	7.164852703	7.67587591	7.844304515	7.988424736
27131	8.894979094	9.166573095	8.891747371	8.711460804	9.16190788	8.995667217
27132	7.956683526	7.794149459	7.549543766	7.490905425	7.576968624	7.522675871
27134	7.291020477	7.734137165	6.899113474	7.341574768	6.917211236	7.081966699
27136	6.484362711	6.273244032	6.281316039	6.310918693	6.436896018	6.473491829
27141	7.854086662	7.71212654	7.775609591	7.701849858	7.719145468	7.658894092
27147	7.566579824	7.335886372	7.186337344	7.065059668	7.104499354	6.996224057
27156	7.136487403	7.015331814	7.035705345	7.042349784	7.018943301	7.034493595
27159	7.205400678	7.195999635	7.204287493	7.200102808	7.2029689	7.217207606
27163	6.69080895	6.565475073	7.60111094	7.689545171	7.199078337	7.36779798
27165	7.296097369	7.272605829	7.643435352	8.154014045	7.319221351	7.196339095
27173	8.401233181	8.651874906	8.544534619	9.019285254	7.970386558	8.202535598
27175	7.791726461	7.660644415	7.210679668	7.281487321	7.223763617	7.024719505
27178	6.597079375	6.676746561	6.584808726	6.595773588	6.376189939	6.503772204
27179	7.554341572	7.398833119	6.90048805	6.855283515	6.990377032	6.932631721
2717	8.98196012	9.063219777	8.701281047	9.790508376	8.870093505	8.854937613
27180	7.049839846	6.998488575	6.938755222	6.996932293	7.026784571	7.089801914
27181	6.969625575	6.955299187	6.865695871	6.812184547	6.729700325	6.791059884
27183	8.665912993	8.139692794	8.507992902	8.237561823	8.050413512	7.938401928
27185	7.484366465	7.318539838	7.269193203	7.13820442	7.23596994	7.335862821
27190	7.510112206	7.131651722	6.93532832	6.703161458	6.958262143	6.62591096
2719	7.451681523	7.397082243	7.570521308	7.249765312	7.216891501	6.95268584
271	8.645026056	8.034881977	8.253748067	8.559080546	8.221800955	8.117894299
27202	7.032940335	7.053208807	6.974260489	7.004278105	6.982869993	6.981061141
2720	8.223689054	9.238564244	8.305493314	8.853452167	7.724524231	7.986296548
27229	7.890457796	7.264583904	7.133532625	7.149128818	7.412289781	7.473565771
27230	9.100381193	10.09305058	8.873788088	9.132553284	9.495696737	9.587047821
27231	7.102269987	7.015719682	7.035934942	6.996297479	6.988469192	7.03368483
27232	7.078916087	7.640483182	7.202036588	7.278355724	6.97117503	6.996885056
27235	8.178275924	8.371688078	7.088113411	7.792879503	7.561550412	8.540614615
27236	6.893511078	7.813618636	7.922140455	7.83000382	8.364001997	7.969280714
27237	7.899983527	8.033787588	7.534280932	7.565165142	7.323885561	7.41875411
27238	8.226543002	8.370698002	8.224146295	8.46548649	7.841310836	7.75606434
27239	7.272987668	7.141096429	7.103983555	7.055663948	7.112198527	6.951410048
27240	7.637775357	7.540959307	8.010466897	7.654705544	7.150215431	7.239583219
27241	7.149848527	7.032058358	7.472940876	7.426975471	7.565332549	7.499270993
27242	7.301189969	7.252192567	8.322190364	7.325181246	7.970111191	7.85983472
27243	8.191809169	9.198458713	7.78636633	8.229202581	8.101274781	8.116133052
27244	9.482552415	8.400000091	8.594894256	8.250625556	9.031580424	8.282241584
27245	7.299428824	7.240072605	7.33238347	7.442061068	7.296401032	7.329940318
27246	7.83057791	7.459233843	8.478166951	8.193487381	8.924444682	8.879739529
27247	7.631664177	8.064736331	7.795201456	7.969271513	8.207461527	7.93096155
27249	9.200191324	10.01548239	9.620409277	9.897544212	9.613533414	9.719787062
27250	7.817433673	9.018588314	7.959570729	7.596170421	8.792101023	8.057426127
27252	7.433584189	7.365953983	7.164485869	6.882902798	8.059935298	7.760995857
27253	7.510764444	8.189041664	7.206792402	7.25749588	7.298019218	7.099470564
27254	7.925682721	7.683767179	7.465960967	7.416299027	7.413856107	7.392641621
27255	7.399868254	7.0561492	6.60977187	6.650608141	6.690136306	6.545969475
27257	9.060822808	9.228926918	8.678417307	9.826055439	9.170187972	9.062666782
27258	8.702962415	9.215666494	9.027153307	8.946843313	9.274068698	9.306336388
27284	6.954153672	6.937530657	6.959957737	6.960180574	6.956470967	6.949665394
27285	7.03081186	6.882348461	6.780156194	6.787297627	6.791582151	6.855051135
27286	7.508266992	7.043696446	7.016693411	6.969591271	7.080743775	6.892720875
27287	7.622948083	7.487528738	7.417889214	7.39181552	7.433601239	7.465616069
27288	6.854596046	6.523448743	6.257816532	6.213182799	6.865077594	6.902296126
27289	6.843775943	7.979474945	6.882381653	7.938301157	7.045011699	6.99664965
27290	7.079994563	7.020097173	7.016147165	7.035058803	6.95222354	7.003703962
27291	6.632458143	6.626079419	6.624568977	6.623765453	6.627639065	6.628576099
27292	8.026366878	7.634073267	8.864233943	8.515651444	9.601462065	9.323956772
27293	7.063733127	7.52475676	6.740827388	7.094562152	6.710670769	6.817908044
27295	9.821912423	8.258082955	7.750960263	7.502917757	8.97239185	8.018563278
27296	7.137628848	7.117490137	7.135047506	7.131462402	7.12343231	7.11653558
27297	8.233595023	7.89738661	7.62246014	7.587244869	7.566880686	7.434196713
27299	6.942458107	7.446261193	6.485434266	7.004884522	6.566210074	9.236413817
2729	7.302763019	8.043263693	8.447820212	8.330994655	8.850854432	7.996645726
272	7.486223194	7.596807275	7.458643117	7.194223641	7.305596042	7.975608273
27300	8.665153597	8.68981349	9.046142644	9.429651715	8.771040279	9.045687741
27301	7.397187871	7.283364627	7.576968231	7.469804303	7.473039837	7.909973537
27302	7.340439661	7.298221846	6.829508994	6.954756905	6.973858437	6.891740561
27303	7.066845913	6.960113165	6.993733375	6.875983366	6.883093088	6.902198815
27304	7.203306078	7.048396064	6.940071813	6.944552747	6.855485399	6.777430368
27306	7.110660297	7.18075415	6.993577259	7.000446667	7.052462575	7.383156917
27309	8.241529084	8.069274011	7.346045206	7.463775052	8.090796027	7.747639372
2730	7.438360054	7.737197927	7.679359662	7.505865858	7.826435103	7.553413819
27314	7.17248597	7.103514495	7.161578977	7.109287254	7.14690209	7.169241028
27315	8.318546522	8.435270823	9.03571969	9.339749978	7.993156481	7.78276004
2731	7.630649518	8.065265435	7.562693219	7.465024795	7.468876458	7.502587198
27324	7.425514169	9.424369808	7.494865948	6.695818287	8.076051846	7.418527816
27328	6.848995725	6.784451776	6.811609584	6.777106231	6.894598139	6.938156308
27329	6.663155238	6.640050239	6.63686161	6.626665406	6.654324435	6.652714474
27330	7.008453924	6.957738409	6.93989454	6.934163411	6.928368076	6.966224782
27332	9.372031577	9.476528827	8.741304108	8.540507632	9.019803163	8.841732773
27333	8.083700367	7.750124406	7.291011345	7.249408451	6.998709241	6.890746161
27334	6.475412729	6.478003724	6.411711567	6.408795044	6.38090201	6.44435065
27335	10.28612316	9.611856011	9.16138559	9.348992196	9.228464349	9.231368286
27336	7.553500977	8.135181567	7.709603701	7.648118277	8.09500963	7.596286896
27339	9.036324884	9.376018764	9.844614464	10.02345423	9.594604282	9.279428023
2733	7.051608111	6.914082553	6.772429272	6.721268983	7.089656863	7.204939981
27340	8.204211925	7.63073213	7.698453035	7.726566243	7.428210309	7.564405816
27341	8.012959949	7.745227022	7.441894002	7.82551145	7.321602226	7.495878256
27342	7.56066568	7.860453518	9.371769011	9.220972145	8.677990583	8.42944623
27343	8.113740265	7.784081497	7.36997482	7.481882511	7.590340824	7.515445475
27344	7.27885248	7.157711816	7.163043108	7.195930857	7.25425828	7.34953758
27345	7.573254662	7.64187634	7.746244384	7.591401063	8.054646045	7.701895414
27346	7.250935331	7.348311166	8.945317715	8.999099823	8.033158706	7.706664616
27347	7.767706878	8.097179709	8.060185762	9.026324593	7.857829262	8.087713557
27348	7.17676134	7.902039179	8.454020135	8.642226264	7.457140155	7.313847282
27349	8.308032359	8.021471695	7.030936518	7.621948035	7.530625894	7.187364714
2734	9.108407438	8.49726376	8.071404335	7.603805541	7.599714844	7.340200335
27350	7.471504951	7.290423043	7.258180855	7.292783542	7.171194616	7.254250516
27351	7.401070157	7.32777309	7.720320521	8.829643026	7.411143726	7.398458315
27352	9.211949157	8.636695742	7.709792285	7.766955645	7.880936561	7.70728818
2735	7.748152503	7.575720489	7.451377615	7.387681198	7.129472486	7.231017921
2736	7.032863333	6.847260065	6.795993455	6.710654187	6.75464682	6.754866024
2737	7.640376894	7.060754611	8.722005678	9.543525114	8.556617711	8.158678646
2739	9.276793393	9.70685103	9.577460259	9.657487365	10.1551362	10.17286346
273	7.64346287	7.616836834	8.543989878	8.340507977	7.480875855	7.305836878
2740	7.37179038	7.292677577	7.172665483	7.142327721	7.214143394	7.221346894
2741	6.860995036	6.847681664	6.838368471	6.833551135	6.860066364	6.852233834
27429	7.63116753	8.044904953	8.185241104	8.326833429	7.966485639	7.712952321
2742	7.72619025	7.36552691	7.520928761	7.451618416	7.000100019	7.171643101
27430	7.908871436	9.490053808	8.529162946	8.130685332	9.312516971	8.706968198
27434	7.443952159	7.341335516	7.152523344	7.132422749	7.220568335	7.277477499
27436	7.500328117	7.496842366	7.504192501	7.503696654	7.50782652	7.512883013
2743	6.528663987	8.234463895	7.616603816	7.016520443	6.953210123	6.874150377
27440	8.983880804	8.65716952	8.477776537	9.159945234	8.366716224	8.147660575
27445	6.878472952	6.666430111	7.065502454	6.945226798	7.276206916	7.015142245
2744	7.048222363	7.134984633	7.337879266	7.314854918	7.460457505	7.579551281
2745	7.285902457	8.238303791	7.25132178	7.04633645	7.64944865	7.775886176
2746	7.614293166	8.241220277	8.624102322	9.096799062	8.643201899	7.921302513
2747	7.185852667	7.187043501	7.240297752	7.273760183	7.20929959	7.230826144
274	8.640308525	8.104665043	7.76967984	6.968988499	8.013616444	7.988369346
2752	9.140020875	10.5497703	9.764213932	10.40318606	9.214664279	10.00721041
275	9.220938359	8.267105646	8.411789118	7.874494397	8.814228799	8.391287694
2760	8.125802016	8.036000085	8.243083999	7.353964734	8.042100122	9.071488837
2762	8.141377855	8.518968551	7.153148628	7.220607325	7.22653363	7.182915378
2764	7.630434544	8.285192994	8.867550955	8.944185511	8.434863219	8.324069987
2765	7.373018958	7.249571628	7.247756547	7.204947595	7.256715691	7.266373184
2766	8.62455826	8.006697938	7.200601091	7.671592966	7.097400659	7.26795071
2767	8.720164248	8.050317978	8.106160647	8.130886652	8.202343998	7.905018572
2768	7.285759007	7.902014671	7.744081196	8.399953635	8.31776675	8.333581597
2769	7.378563074	7.403344139	7.691978268	8.591704951	7.150283989	7.703761407
2770	7.313139965	7.296740383	6.738450185	6.222566119	7.228555399	6.515555157
2771	7.857444487	8.154487232	7.522246529	7.878894532	7.172052784	7.38149249
2773	7.376666137	7.485550563	7.741539526	7.595798493	8.2526049	8.378826177
2774	7.744472751	6.615779905	6.339395465	5.984063031	7.160770426	7.250252804
2775	7.07272952	7.065339488	7.060713981	7.023505979	6.942631688	6.952598995
2778	10.61897395	10.86459247	11.17360358	10.87606697	10.70834539	10.31398837
2779	7.32278982	7.129571071	7.01326968	7.034119954	6.980377412	6.915493504
2780	7.076579643	7.00444883	6.961669184	6.958410947	6.996868754	6.940988001
2781	7.453048298	7.331462421	7.504020463	7.40351038	7.774153475	7.631254693
2782	7.240711944	7.952819331	9.749758588	9.858875071	8.322763116	8.201010554
2783	8.765025857	8.821672135	7.562498968	7.955742552	7.270332925	7.227706695
2784	7.420319513	7.392061848	7.61920913	7.639454011	7.6089426	7.76998116
2785	7.365935663	7.318310736	7.642594661	7.567997366	7.587431283	7.600785973
2786	7.407166734	7.286742936	7.353491284	7.329218639	7.419820048	7.432230972
2787	7.023809406	7.124636446	7.350240534	7.552236952	7.265698405	7.247467449
2788	7.64736471	7.178488842	8.11398189	7.354412259	7.688037441	7.233082706
2791	9.067485156	9.520200245	8.18039901	6.355486952	7.72443459	6.201133641
2792	6.202608373	6.202273759	6.200634977	6.201047549	6.210401879	6.208308758
2794	8.486173065	7.874305829	6.94502705	7.119655816	7.344252244	7.260716477
2796	6.839546686	6.669488287	6.987929077	6.721381326	7.029479532	7.386934942
2797	7.441488767	7.383696023	7.425686837	7.424558648	7.384123095	7.37943553
2798	7.199226741	6.461786801	6.29261748	6.174251663	6.975319719	7.004698793
2799	7.974181702	8.878562795	8.156534116	8.659761523	8.034997819	8.585155937
27	6.720668923	6.693701343	7.062764897	6.984390273	6.93605924	7.031099571
2800	7.56632576	7.740067394	8.093457606	8.058469264	8.229636254	8.154274206
2801	8.338267713	7.819444216	7.576146701	7.699333294	6.790506427	6.832529385
2802	8.448299425	8.695112454	8.26541057	8.560969101	8.487737314	8.713807826
2803	7.683224829	9.606013285	8.249019773	8.554255978	8.586017172	8.334770782
2804	8.123723916	8.563641862	9.45619074	9.306236292	9.116791038	9.082720426
2805	7.096193167	7.387626988	7.570952079	7.78231315	7.226356236	7.213006021
2806	8.725860438	8.403375344	9.724566668	9.244418212	9.329407958	9.508721499
2810	10.68114839	9.394723472	10.45371263	10.7989658	9.824148163	10.26186962
2811	7.653597729	7.635571066	7.452947323	7.357361567	7.306516707	7.229145276
2813	7.394663473	10.04158967	6.819687665	6.724345376	7.996590781	7.083650714
2814	6.608611469	6.591409283	6.580906883	6.573279391	6.638240021	6.60255706
2815	7.667954225	7.367324449	7.16481328	7.227312647	7.496418532	7.477701332
2817	8.326995243	8.274974156	7.207941038	7.62590409	7.16660728	7.295598888
2819	7.454456766	7.312974021	7.120878682	7.052309103	7.065130726	7.123948498
2820	6.695203049	7.403262866	6.732105146	7.301039805	6.756691364	6.793420521
2821	8.126138562	8.364460743	7.823995087	8.621316634	7.678332549	7.944451531
2822	7.164626301	7.129177109	7.046526219	7.004128076	7.150965115	7.111644643
28231	7.64520949	7.197394587	7.037850281	7.035398592	6.999273819	7.091302463
28232	8.32935504	7.747390413	8.477412905	10.79570886	8.193014533	8.406649689
28234	6.812834332	6.812362109	6.81250336	6.813129841	6.812911135	6.813137999
2823	6.651963681	8.021298659	6.486012081	6.43344582	6.633171636	6.560516846
2824	8.328028565	7.002266177	9.186312422	7.343386929	8.503329244	7.880390817
2825	6.721057385	6.723683653	6.71848231	6.718173035	6.723792807	6.718100938
2826	7.301088747	7.099313552	6.950310388	6.828520805	6.800983832	6.763623484
2827	7.50802439	7.354490319	7.302959848	7.139207538	7.206981178	7.154183477
2828	7.382060383	7.530038067	6.994111051	6.857685091	6.958559827	6.908012936
282997	6.908459554	7.166892172	7.168822498	6.918937775	7.238779427	6.984295869
2829	7.237807855	7.003096591	6.960879475	6.956689307	6.96328428	6.996543088
2830	6.904134494	6.642026079	6.696899951	9.390916417	6.686013873	6.835311611
28316	6.776207524	6.768363028	6.76784509	6.766078396	6.788785464	6.791473827
283232	8.249701963	8.160789519	8.076000475	8.169630643	8.442777668	7.939762786
283298	7.397764175	7.247986047	8.262505678	6.864462355	7.985333287	6.781476659
2832	6.690675475	6.691329788	6.692230908	6.691149627	6.690842759	6.691255127
283345	7.490878193	7.317617461	7.510662891	7.504953104	7.283488325	7.375886803
2833	7.170347648	7.064558203	7.035935336	7.024758969	7.071276989	7.109677609
283450	7.970974353	8.678526611	9.301495857	9.254207887	9.278038594	8.902450874
283537	7.898536318	7.821549749	8.683739946	8.805459975	9.27996971	10.50244224
2835	7.274782799	7.218542645	7.234932725	7.227003293	7.209562489	7.218800978
283638	9.254364691	8.772032637	8.886160189	9.07637104	9.076285694	9.156993919
283871	7.481792166	7.310531988	7.125289471	7.255535707	7.269599317	7.260967483
283876	8.391738008	8.269423641	8.299610503	8.220911117	8.366306032	8.374218871
2838	7.341597551	7.257865968	7.438011296	7.407746412	7.498014977	7.523076175
28395	7.65121114	7.554320773	7.408930033	7.369662413	7.456701452	7.495480993
28396	7.297459925	7.243297613	7.305320024	7.274122031	7.305166917	7.238164001
283	7.653081678	7.925345154	7.611534265	7.442892335	7.922084899	8.310806679
284021	6.740962698	6.740743612	6.740231501	6.740580889	6.740656036	6.741012258
28409	6.302963596	6.303403335	6.304269451	6.304505886	6.303714691	6.3044084
2840	6.763008534	6.758102981	6.758949301	6.755156578	6.759959683	6.76244981
28410	6.345667112	6.345591067	6.345705818	6.345676664	6.345524499	6.345575275
284119	9.167211055	8.362881861	9.237719302	7.692058456	8.014464302	7.199184439
2841	6.726595975	6.757402728	6.844389388	6.814059659	6.868950492	7.223204562
2842	7.094523603	7.025307448	7.32949002	7.159363462	7.243931486	7.349995552
284325	7.924277311	7.811131788	8.012433796	7.962858021	8.076224756	7.760355608
284352	6.956680455	6.938130182	6.920060318	6.951768855	6.966045138	6.946298638
2843	7.196951447	7.261946927	6.870940253	6.870638149	7.012111398	6.974046555
284403	7.649910267	7.42603927	7.138811876	7.173934444	7.106069634	7.296078975
28442	7.225791594	6.92184614	6.890349997	6.817788175	7.035654379	7.09258089
2844	7.58466806	7.503931525	7.498140345	7.48582945	7.530801647	7.573770738
