cont1	cont2	bcpd	bcpd2
Phenanthrene-1,2-oxide	3.7475664444496	4.51940014113029	4.68219778889379	3.42754442097005
L-Erythrulose	3.21075847847738	3.69522568905649	4.94384368065795	4.47699625100075
11-cis-Retinyl palmitate	9.8201204298898	9.72882773532541	9.08243743105524	8.14216778714408
Spironolactone	3.1007054988557	3.43695245709701	2.50036861757665	3.68259973502647
Cephalothin	6.11830300114006	6.11105845672072	4.34774312265102	6.57458670875665
Entacapone	4.57717062064084	4.36708905852032	5.17070848173243	5.71721050912901
L-Tyrosine methyl ester 4-sulfate	2.96429039638494	3.11554739598133	5.01298986482485	2.85996065378134
Enterochelin	2.21961802154547	2.05245666814392	1.32565662559839	1.13130881040528
cis-4-Hydroxy-D-proline	2.02274138173039	1.57979907882146	0.150110278114484	1.368242200081
beta-D-Fructose 2-phosphate	2.18791073294886	2.39248800912682	1.80549055915193	4.51750452913985
L-Aspartyl-tRNA(Asn)	2.00752903557259	2.58526641020358	1.82333249615209	2.17445323570854
delta-Carotene	6.37229184820411	6.11378012986599	6.33175578077764	7.1187184466968
Dolichyl diphosphate	4.52647673863835	4.78528886179232	3.25739239263822	5.04411302197792
Aldoxime	8.99828485841592	9.36573106976077	10.7565102527411	8.14683953584781
(S)-6-O-Methylnorlaudanosoline	6.26647736579112	6.09966625200157	6.32902619742832	6.71225635128079
Fenobucarb	8.29639509381559	7.88119687543109	9.34560518213272	7.43320842842836
16alpha,17beta-Estriol 3-(beta-D-glucuronide)	6.00543728677937	6.38061784429083	6.58586639926488	5.02145857627732
cis-2,3-Dihydrodiol 1,1,1-Trichloro-2,2-bis(4'-chlorophenyl)ethane	6.69093482471239	6.8417714418356	6.77630223463886	7.53945985191191
2-Deoxy-alpha-D-glucoside	5.93449479145846	5.83372002618996	7.9459465555787	4.54247313867263
Gentisate aldehyde	4.19588987260675	4.91436634703583	3.47742546106274	3.49206303556573
Phytol	6.84705340650679	6.89403141126675	7.18857035337735	5.10029602486551
9(S)-HODE	4.98388871857644	5.36465470773767	6.28792075016484	3.93094079677203
Acetylhydrazine	7.0675684752285	6.8980794153585	7.40048688284098	6.88743593825188
1-Methoxyphenanthrene	3.4017460365466	2.33131262463724	3.63773653375216	2.09891963570294
alpha-N-Acetylneuraminyl-2,3-beta-D-galactose-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminyl-R	7.00846604190667	7.33381387415072	6.04089890653918	7.31215289439923
Cycasin	4.37605328761462	4.17992885388318	4.7389495019187	4.69367548731426
Nebularine	3.22770082927536	2.87488545127067	2.94149592058181	3.013919186157
Cyclosporin A	1.15549020745899	0.616701027228971	0.719567200076337	-0.290796118452682
all-trans-Neurosporene	8.23940148812666	8.44840305134733	8.6956286664223	6.30947887610466
Cholesteryl oleate	6.03853980932877	6.44010765729246	5.48316800272485	4.90684859707655
Carvacrol	4.88830013633196	5.19185571139476	5.84081578676028	6.29871616422047
1(2H)-Phthalazinone	6.39283522023702	6.58392270446955	6.04770109492834	6.07135214518072
Plastoquinone	5.10703135765843	4.92033927438679	6.51293318340731	5.63113564169401
1-Nitronaphthalene	2.37943300561385	2.85404267699822	1.63638162517387	3.54123752986541
1-O-Hexadecyl-sn-glycerol	0.75386788380399	0.529081195363854	0.765219804824781	-0.0791617217371222
1,4-Dichlorobenzene	4.58384282198469	4.8076100620448	3.56792811678861	3.55845916656617
Cyromazine	4.37442684095929	4.42022680868882	4.8310186707767	4.19263602670254
L-Adrenaline	2.88352858063753	3.02346728631398	4.51776484616807	2.6616406260103
Haematoxylin	5.83444719113291	5.3467836629336	4.59366066394697	3.9403881383109
8(R)-HPETE	4.3690969315683	4.50214883742141	4.42502186065375	4.39826639594236
Phthalate	6.65109826816398	6.51997755758196	6.67034860439395	7.23566644679616
Cephamycin C	7.58254407515635	7.79366003582804	5.65446773327637	5.0143318374815
TDE	3.74979004416724	4.19474199732481	2.72953135921978	3.02320798072861
cis-3-Enoyl-CoA	3.24970649090152	3.05231803957927	3.60620828790133	2.21470307318971
Apo-[acyl-carrier-protein]	5.28671388561612	5.5443616390545	3.50798203892587	5.0446539285962
(+/-)-2-(4'-Isobutylphenyl)propionitrile	7.85037926651552	7.62041976377929	6.4002462388043	6.15936261605942
Fensulfothion	1.5305011479392	1.53358552749467	-0.0423793672149084	0.76343501215578
Uracil mustard	3.32519070595514	3.37690767129586	3.80630789502278	2.86260920625204
NA	3.56849476922012	3.98581685516692	0.612145383797397	2.95698384400422
N-Acetyl-beta-D-galactosaminyl-R	5.74964191608532	6.0319581157778	5.69461919475405	5.5643852833812
NA	9.76665592393943	9.44246987359684	9.37725134080582	9.36061077863198
2-Oxooctadecanoic acid	4.07217407687636	4.09199859378479	3.10285193566617	4.91947068582921
Cefoperazone	4.14699919576276	3.57367981628041	2.96487296350797	3.06553297047076
1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol	1.59380957120359	1.44733399977049	1.53601674259932	1.89421486599981
2-Naphthoic acid	2.9170052879403	2.97316236763053	2.6207362127094	3.43956527648446
Arsenate ion	6.53746992402447	6.31930204717343	5.09375997734515	6.13796020882238
1-Oxa-2-oxo-3-hydroxycycloheptane	3.50935924512728	3.98108608707594	3.24302799646444	5.04577933273787
Diethyl (2R,3R)-2-methyl-3-hydroxysuccinate	4.0270570089844	3.87002646135093	3.7744272261124	4.63498195846378
Prostaglandin E2	4.29392111032267	3.44737286709689	2.40582552837273	1.92022069756598
Glutaconyl-1-CoA	4.87539895120231	4.76657042779928	4.34356992903154	5.82635916311094
gamma-L-Glutamylputrescine	8.23923021911917	8.43402372585303	7.73223623237269	7.11575708644738
3-Butylidene-7-hydroxyphthalide	7.49242281251279	7.12587964955688	6.35295389127955	6.7197661120165
2-Dehydro-3-deoxy-L-rhamnonate	9.01717991147853	9.04946947953025	8.51313643151084	9.34609663275962
Podorhizol beta-D-glucoside	1.29116097435185	1.65227057161893	2.88770915333759	1.93778884438349
L-Mimosine	4.07457123502105	3.64055036789858	3.05913172805513	2.47494818454525
3-(2-Hydroxyphenyl)propanoate	7.08620766665457	7.37111541131786	6.88805598629043	8.13028683862427
Fusidic acid	4.39232495725639	4.18044079094806	5.1224628268483	2.82837970405578
Bradykinin	5.63616140007598	5.29391987055071	5.22225030295156	5.71364625960339
Chlorophyll	3.70250198309837	2.97437265335917	3.86377144387248	2.867754936667
Raffinose	1.26219131294039	1.78965699568104	2.06498268080806	0.940763906402119
Estrone	2.58600684270908	2.77567175437084	2.6202769468362	4.17565005341355
Theophylline	8.79451611531309	8.65484270811291	10.3683025334084	8.05723395450282
3,4-Dehydrothiomorpholine-3-carboxylate	4.4768288810665	5.31247183304996	5.26418781218096	4.44968183708534
L-Arginyl-tRNA(Arg)	8.57596343227449	8.69574982460343	7.94333432584189	9.56842793755502
Azlocillin	6.7346010311552	7.11254962553836	6.98146985102076	7.57985250406905
UDP-D-xylose	6.4051618758084	6.90640607590944	5.58208746037641	7.95739199825316
Ferrocytochrome b-561	8.24706447909804	7.83192151001353	8.26774241597552	6.82287396381117
Dantrolene sodium anhydrous	1.81968258150451	1.94822600301012	0.891638450390508	1.8103588935912
3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA	3.78001757095487	3.7173589562636	4.25297092899227	2.57796108310494
Phosphoramide mustard	4.37343773252933	4.25119272022895	2.86817509094338	4.00675799504238
(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid	3.15574046382703	2.43477294498983	2.8736555681082	3.3046744046852
(+)-Borneol	4.48703878408732	4.60140835148859	4.4398070829928	4.67684532014788
Cordycepin	0.834290725531916	0.209682830837523	2.74187949624208	0.904929146808846
3-Formylsalicylic acid	2.16569204132561	2.38560407254545	1.08080891673929	1.86834014713529
5,6-Dihydroxyindole-2-carboxylate	6.22156201940949	5.91168772898439	6.88086216080036	5.79908447421419
2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate	5.48304159582858	4.76121192776165	2.69486748654194	5.196858274613
Nonanoyl-CoA	7.60792964505141	7.51911903245604	9.58872320093434	8.34253961908149
Zingiberene	4.33094284430084	4.11884789412781	5.33363459359781	4.83095541110849
2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	4.23092020902305	4.30675029508288	4.89049325731508	4.49492273532698
Styrene-cis-2,3-dihydrodiol	4.15766357603741	5.11940532653391	4.11609086575372	6.10287577825822
Tuberonic acid glucoside	3.08328953417104	3.85471131716281	2.20372564451286	3.99472815054708
alpha-D-Glucose 3-phosphate	5.49823261688583	4.61475112985004	6.53739314099697	3.25289647724773
Gibberellin A53 aldehyde	2.64224126001226	2.53541150651972	2.70276815463247	1.97815537974178
(-)-Borneol	5.99118656629146	5.66648649763559	5.8298831526591	6.87724373810617
(R)-3-Hydroxybutanoyl-CoA	4.64459138774753	4.83316512264534	6.03651036543538	4.54561432545869
L-Selenocystathionine	6.54946787143917	5.86128911800062	5.10166071774776	5.1515805810673
12(S)-HPETE	7.49589275298611	7.32035145913383	8.15161978513704	9.15778778166713
Harman	4.16756648500509	4.66109768426288	4.98988128610373	5.14229838847135
all-trans-Phytofluene	4.14056412865192	4.57297161151796	2.9784665901751	4.25160229394207
Azadirachtin A	4.90694955068127	4.36924909989279	4.38131950383116	3.79580213076569
1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol 4-phosphate	3.68281691881073	3.66041504587536	2.52140924204544	2.42688263410825
Pheophytin a	8.20516815353398	8.2276422912146	7.37865594631462	8.26622294084002
Bowdichione	4.87265590249052	5.02727759478427	5.64813471542616	5.36367528239845
Albendazole S-oxide	6.73765526822867	5.9017533153735	7.03750889348263	4.7466615488962
Xanthosine	5.75675096105099	6.01683569169688	5.24387848102663	6.13444988337228
D-Arabinono-1,4-lactone	7.83137633740487	7.18928559896794	8.31129242356834	7.76170859452231
NA	4.58194648684242	4.01726912247343	4.96308733016263	4.44782931582055
beta-Alanopine	-0.356089184699251	-0.104022365426553	0.74001415584081	-0.887141183804174
Perindopril	6.21836094191238	6.41518200136769	4.08462069271042	5.22640192663684
Brassinolide	2.93271964563523	2.31531156879842	3.38192551717807	1.99798399952719
Demethylmacrocin	5.99478299283489	5.47075893583211	4.88345267146212	5.32654642511422
D-myo-Inositol 1,4,5-trisphosphate	3.05221532693399	2.67251112894709	2.80260781267726	3.24837884003229
Desogestrel	4.81105618433179	4.7387437890122	3.76552542396884	4.14813085970082
2-Propylmalate	3.89204661209078	4.03990457989398	5.87409114611045	4.32523382150473
cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol	4.50848084838564	4.01674342856173	3.8805080761216	2.91071334133332
Octane	3.69042878238568	3.57077331284557	4.03304784493161	1.9214361321161
Fluoride	3.03238951457205	3.30103925512027	3.45676017928679	3.28258955460944
22(R)-Hydroxycholesterol	5.39281492134425	4.96670807778704	4.60291436707709	6.02046752396378
7-Methyl-3-oxooctanoyl-CoA	2.56694737553111	2.78038175838286	3.30566724822613	1.84922507889838
Orsellinate	4.4299142711613	4.28817823973235	4.74601136457329	3.97400935348278
D-Glucuronate 1-phosphate	4.39930787037018	4.60955667358839	4.42374113899965	3.67568186791638
Flavanone	3.7227589987648	3.16780197098311	4.12669748401224	2.86377530563547
NA	8.48569579213847	8.48346364147666	7.8375418770846	8.79161475864765
sn-Glycero-3-phosphoethanolamine	1.26119880869116	0.580009653668051	1.37671148845414	-0.652208706302426
Fluo-3	5.06236898379816	5.13469063401566	5.85419350936281	5.28941187853636
10-Deoxymethynolide	2.58177174088758	2.26866451613031	2.71066963171165	1.38425249671763
Xanthopterin-B2	2.31789810412449	2.47202430060965	4.21556622421995	2.0801270008201
2-Methoxyestrone 3-glucuronide	4.90858554713547	4.94868486535095	5.08051768663799	4.55792913121589
Sanguinarine	9.37598223139023	9.50985860867392	7.89718765400133	9.26949011125518
Glufosinate	7.84419159105128	7.95576941309677	7.91549839329949	8.09856546106272
NA	5.36649404295298	5.56810981663395	4.4583277636184	6.77205478459384
Acylcholine	3.69413432323808	4.32139547556029	3.64963769492755	3.63164703892662
Scilliroside	9.08511863220844	9.17047447362488	7.39224907263463	11.046238424936
Nitrobenzene	4.53101761031925	4.41581081005009	3.69028572468644	5.55058238663026
Gadodiamide hydrate	3.21715046682742	3.28261526941906	2.32084826294939	0.306436475265695
2,2',3-Trihydroxybiphenyl	2.28505938895617	2.12168192103307	3.85751203492224	3.09303572059595
Dichlobenil	3.83194402389098	3.63595808284591	3.04517095654863	4.31081988116271
1-Oxa-2-oxo-3-methylcycloheptane	8.33619023392647	7.04529707194848	9.33952807104227	7.34565063378813
6-Deoxocastasterone	7.17148671170075	7.31675616202505	7.5640699169899	6.43545787993319
Phthalocyanine	6.11505665723741	6.02841877710698	5.44193943967961	5.43520201953972
Vinylacetyl-CoA	1.72633436267968	1.45888218286056	0.125258520834297	0.639684213809673
Cyclohexa-1,5-diene-1-carbonyl-CoA	4.45692394073577	4.47262171014416	3.12990187644682	5.49116211962903
N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide	7.1835971078182	7.3588850287565	8.74864185820755	6.70332588212474
Deethylatrazine	4.37249347957394	4.07635726703749	4.63957896557566	3.50831211055787
NA	3.63595220559479	3.46842558284654	4.27508594838087	3.49100523281932
all-trans-zeta-Carotene	5.10416137297397	4.84124578710843	3.55685019026689	3.3643230682257
Neoglucobrassicin	3.58140706432083	3.22549017782589	4.98806942263922	2.21543861029296
Amaryllisine	4.29058337130735	3.84073347754393	4.92403706047011	5.48972703493249
D-Xylose-5-phosphate	9.79006668359222	9.61136777621535	9.46706267400914	9.02188362702138
Capsidiol	6.10201987364532	6.17057025105557	4.48593255946713	6.48299333815408
Clidinium	7.49757179032383	7.82780717826086	6.61233679478267	7.63730995753311
cis-1,2-Dihydroxy-1,2-dihydrodibenzothiophene	5.09894030489154	5.26583128345652	4.61370502231823	5.80622293045128
(+)-Comphene	4.08890236945913	3.84913819716134	1.61684252488124	4.5852868047195
alpha-Cedrene	6.31577880405477	6.8366134281934	6.8707708473997	6.09272673567722
D-Fructuronate	2.02906517522971	2.25111160425258	3.00943970842905	1.60740729719587
alpha-D-Glucosamine 1-phosphate	7.93836909790274	7.82296010952171	8.6618646052876	7.51319801457597
Indicine	4.55647766779165	4.57505350088736	3.34572101107936	4.7448704366533
Ecdysone palmitate	-1.04460642731077	-0.741333674844275	-2.67899196477953	1.12099006750923
N-Terminal amino acid	3.26180892082797	2.99993341819726	2.89593536455827	3.18415996922406
Chromotropic acid	4.17221689013049	4.3598608866443	4.1894408814679	4.50253299106369
Lindane	8.97843652991148	8.72721113617578	7.93433723115344	7.62013647277211
4-Formylsalicylic acid	4.84202046497844	4.87138491288581	2.51264258911997	5.16829034963224
5-Formyl-5,6,7,8-tetrahydromethanopterin	2.03234210634675	2.19951342494785	2.44102643095342	4.44776954507789
Scutellarein	4.4262578973721	4.44571385139511	4.37956465073262	5.35847418464296
2-Dehydro-3-deoxy-D-xylonate	3.19795246196632	3.91091037075535	3.00624768605542	3.50186630817243
NA	1.851965775208	1.60858081892742	2.76182792828043	1.25638567375412
alpha-L-Arabinose	3.66337013695286	3.42191701226193	4.27990766771483	5.16080723342564
Nemonapride	1.28767097184348	1.14734168319058	1.72778185458442	1.01624865344613
5-(3-Hydroxy-4-acetoxybut-1-ynyl)-2,2'-bithiophene	10.3678458360558	10.6927171881449	11.2156198914285	10.2763044332528
Methicillin sodium	5.55649347117448	5.39237487439632	5.54593051500287	4.51855945577371
Ethylamine	6.25013923336447	6.17205555177385	4.56058986900484	4.99373610393391
Zaleplon	2.69713499582933	2.65266895451943	2.19635216185815	2.57550648147071
Sterculic acid	7.59133461485028	7.33850319641982	7.84209803537802	6.69308219087525
ADP	6.04425694677842	6.54547391902317	6.27076021902519	6.70066373336717
Abrine	3.12274699916723	3.82447040647049	2.08067069639465	3.96634149958403
Guanosine 3'-phosphate	4.7845242754527	4.53899979280813	4.15716907350232	3.86107943810548
NA	4.20073698331722	3.79105017350805	4.10428074799972	1.95746721736499
5-Oxopentanoate	7.57340272545563	7.72436485335284	6.50734863918878	9.61745990739797
alpha,alpha'-Trehalose 6-mycolate	4.67270180065819	4.85532357769043	3.90100213668968	4.41789881492814
H2O	7.17045967381484	6.88933407066962	7.10927124707394	7.35520469436259
Styrene	6.45966389054913	6.75461854925604	5.42896019240853	4.67938768608221
2-Hydroxyglutarate	4.40164881207449	4.56519190871094	5.19583197457308	5.03805057934164
Wogonin	4.90016277225437	5.66721585932508	4.17848169414063	5.77869960696561
Desulfoglucotropeolin	3.27517938875147	4.51253741887483	4.77827780332664	3.09888811807505
Phthalylamide	4.00400380209875	3.97275788464213	3.51660180524149	3.43947388992185
Dihydrozeatin	2.20816356584724	2.25571102073699	1.29940525147581	2.0048953258346
NA	4.15124558178385	4.17042240040484	2.34079454990368	5.98793308321224
3-Butyn-1-ol	4.27022533908115	3.92498777030416	4.19318297602355	4.72003470352587
Crepenynate	4.56383860352982	4.60551155775459	4.71134703161124	4.0792121195476
Zinc cation	9.99870357579882	10.1543847724885	9.78420480876141	11.1892232126472
Phytic acid	5.29034777966909	4.85597691575509	5.44559515294284	4.97131865188811
D-Altrose	2.04439311350819	1.96617463364884	2.91194205288405	0.927260632146688
Thien-2-ylacetate	6.8584869735934	5.85219629918042	8.1825300504029	3.82798692115951
Tricalcium phosphate	4.42395868947127	4.26940362689665	4.26261691403417	4.65579161364247
3-(3,5-Diiodo-4-hydroxyphenyl)lactate	7.81874491222695	7.94145072790138	8.81110660035116	7.96897546573268
Heptadecane	5.10753600244026	5.19603464607953	4.98242279365486	3.98242103862806
(13E)-(15S)-15-Hydroxy-9-oxoprosta-10,13-dienoate	8.21353555670707	8.10342209078691	6.95376624847049	8.69439432868226
NA	4.96554575281527	5.32998928583854	5.35118048421945	5.33895354007194
dCTP	3.91472189888087	3.38132601433271	2.18533143822514	4.51822614045189
N-Acetyl-D-amino acid	8.9573853194802	9.27266493505502	9.65702921886177	9.78500200942564
L-Kynurenine	2.26777470953708	2.63238965123405	1.84280422762152	0.545573900463906
Lutein	5.84979272294065	5.98581556603586	8.04650713055721	6.5422792441655
N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-R	3.04738195704019	3.49330613196765	3.18022224524721	3.13486336023296
Strontium cation	7.38594336776537	7.29873399327017	7.38341295151299	6.94252366270559
Monobromobisphenol A	5.88191926048889	5.57341721404854	5.88195359033932	5.10742237387575
Iprodione	4.14180488102023	4.40683855590263	3.6089444861264	4.38717874089833
D-Mannuronate	4.2446714677971	4.56156161206853	3.82888814883608	3.7427412202469
Butabarbital	6.77740011552866	6.86396680769231	5.49157051230909	6.47910571233551
trans,cis-Lauro-2,6-dienoyl-CoA	2.8699877777111	3.36047138495965	1.95285317825918	2.98636995510783
Indolin-2-one	3.44545760531061	3.71772579839105	3.65258580341301	4.19549032115828
D-Hexose phosphate	5.81572526820782	5.77359775618183	4.84600759468747	6.67341033416082
Ergosta-5,7,22,24(28)-tetraen-3beta-ol	6.50054334696298	6.87228974621905	6.30483709309665	8.24655588971698
D-Arabinose 5-phosphate	1.56999365485071	1.35532561038194	2.92588176221335	2.40963171191191
Precorrin 6Y	5.38450937373582	6.05432214839223	5.5644499979682	6.33059221360986
CMP	2.67653352417803	2.48165805161628	1.67407198037262	1.63672800478403
Quinolin-2-ol	3.71634267105968	3.35729433387641	5.96852626516119	3.97397395484741
Dolichyl N-acetyl-alpha-D-glucosaminyl phosphate	7.62487837475092	7.3945087642767	8.10956246875614	6.46716008524149
NADPH	7.00308018881601	6.9955987049043	7.57910592201125	8.67449389126366
myo-Inositol	4.61294431994768	4.90737109802236	4.63974468944884	7.52349000727908
Paraldehyde	3.1336463602848	2.93477225687446	3.04304155890401	4.87519961132274
Fagaronine	5.6206588901142	5.71281431166224	4.49401123891153	5.1299563565283
Phenolic phosphate	8.16664342717311	8.50753607738393	9.32608808829976	7.90965935719092
Heparan sulfate alpha-D-glucosaminide	6.8122983497531	6.87953460674817	6.36727921246451	6.28401434365452
beta-Ketoisocaproate	5.80228566191299	5.21837908437415	5.67263197011562	6.18191341535862
Cefotaxime sodium	5.1513948830576	4.84949043977516	6.7881136447498	3.57934727637745
Dermatan sulfate	7.11897833624503	6.76537220581188	7.12268819945683	8.0069402737934
Laminaribiose	6.83387607462225	6.98479539086724	5.64551619791891	5.26394796113382
Acebutolol hydrochloride	6.6185461538877	7.00401572098431	5.24811802284245	7.73264817780267
(4S,6S)-cis-Carveol	3.57675544264505	2.96629238196814	2.91894028350768	3.55770319854332
2-Succinylbenzoyl-CoA	-0.379170358073061	0.109381123198285	1.36545646960687	0.444522102147932
Glucoberteroin	3.86590594919472	3.7380338144794	3.4825217247791	5.33376680469204
(R)-Canadine	7.59839766511642	7.82472037651383	8.9727133162335	5.73953404301094
Ribonucleoside diphosphate	4.61941691089036	4.25287525235374	4.35395497275747	3.90704463611936
Leucomycin V	3.72390333261845	3.87169197912328	5.17088181237637	3.64104239920153
3-Hydroxyhexobarbital	0.929232236748421	0.920728756322404	0.910003449696426	-0.198082241118244
(S,S)-Tartaric acid	3.79125528910583	3.88104246926205	4.06133038842559	4.26214067996983
trans-Aconitate	3.38367622184732	3.01469940826788	4.65281576846895	3.72922337307711
Trazodone	3.78644164302299	3.6814487298086	5.09339110847485	3.55339047283809
Galangin	5.17381764101076	5.62774318528223	4.6875192834029	5.29611610237883
Perillyl aldehyde	4.53140594120561	4.20109655032665	5.48181769621362	5.64654605566257
Thioredoxin disulfide	7.52505379135705	7.94221979513968	7.44987756637434	8.07691077712382
NA	1.87240381666638	1.97824284165641	-0.199587802991323	1.30485588015483
Naltrexone	2.01305695443304	2.47505564830531	1.19468513813052	1.87196094157914
Desipramine	2.80573035609634	3.4279551639831	2.83065611888081	2.83249553544986
2-Deoxy-alpha-D-ribopyranose	4.94178650423198	4.93195059821891	3.32989067177738	5.50959216586976
Indole-3-acetaldehyde	9.34736983912858	9.20892235390478	8.89838946598479	9.07661977292111
(-)-Jasmonic acid	7.73957409747159	7.80330410465983	6.90072547907652	8.18858633801659
trans-9(S),10(S)-Dihydrodiolphenanthrene	4.24323867702305	4.17218615781792	4.9684955850591	5.14004163038648
(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate	3.44251024734659	3.65345928950001	4.38444939262616	3.77271496617075
7-Ethoxycoumarin	7.52817065835262	7.47023731664142	6.40192612117388	5.73758322592677
Streptomycin 6-phosphate	5.61602623408352	5.60598023860842	6.02592938015681	4.61699905022864
UDP-2-deoxyglucose	4.16299662095321	4.51135832210497	3.43834958258434	3.40471719538567
20-HETE	4.92471414084735	4.76365288707556	4.98322782326007	5.42434756650928
Precorrin 1	7.37459713275021	7.76455694481569	8.99192770336322	7.10437531818299
8'-apo-beta-Carotenol	4.78868461231019	4.54570709410187	3.43659017670241	3.4504559987495
delta-Tocopherol	5.40488330459839	5.13808001252573	5.737575087485	5.42477936372947
N-Acetyl-L-histidine	6.56081694855495	6.89452233623736	6.86274230111909	6.79078567480597
Biapenem	3.91571524093454	4.44123470860096	3.96835856379636	5.76521760725895
NA	0.946935707010025	1.52638389150991	1.71986477583062	1.15111301434505
(2S)-2-{[1-(R)-Carboxyethyl]amino}pentanoate	4.95665601263843	5.3881791501802	4.01707445270829	5.51779168828177
4-Vinylguaiacol	7.44456521188061	7.55789463044599	6.60696115206454	8.33525853427192
Cellodextrin	4.65263673623083	4.59447198427515	4.22876918153204	5.5221810423957
Esculetin	6.32802638345451	6.52192780291888	7.75708968153663	7.76739479555071
Dolichyl beta-D-glucosyl phosphate	3.90432360417441	2.90933026080695	1.41230631676187	3.40137902428747
Arabinoxylan	3.16511598911611	3.49857585625912	2.56474149968767	2.86841982238208
1,3-Diacylglycerol	5.87421150606611	5.34952058187235	7.31054119575638	4.2177714842193
Thiamylal	4.23006287689685	3.70814451501443	5.52819957802636	3.31123071480478
19-Hydroxyandrost-4-ene-3,17-dione	6.68475060755632	6.45804350462716	6.80747496016035	6.03547055581103
3-(4-Deoxy-beta-D-gluc-4-enuronosyl)-N-acetyl-D-glucosamine	6.90603261011276	7.00751731396806	4.57029047616822	8.56241694294332
Phenylmethanesulfonyl fluoride	4.17873636849322	4.18936337185471	5.58087035587637	4.73428161030254
alpha-Ionone	5.20161655352641	4.79403730580126	4.96639579954812	5.75722701982515
Mexiletine	6.84151138636807	6.67139584309196	6.75330064050916	6.3591940459294
N-Phosphohypotaurocyamine	7.91919042978344	7.53625636580228	8.59965843559043	8.75517419158536
(-)-Abietadiene	4.20631493166757	4.18445898552623	4.71303619788522	6.06213206009406
NA	4.03383234244519	3.75484198092143	3.67310266441434	4.11026106457789
Pentalenene	4.36756173536791	4.37836531921095	2.86669160906995	3.8344404808849
2'-Hydroxydihydrodaidzein	7.42000789565088	7.29530945268623	5.72182813063387	7.49917810780922
Acrylic acid	3.49403870407664	3.49309523962684	3.1732684409518	5.42993548922729
2-Oxo-2,3-dihydrofuran-5-acetate	3.70146551274591	3.88697039383027	3.70206977068687	2.32283533108359
alpha-Hydroxy fatty acid	4.4915110934407	4.35586405441191	4.03242962994688	5.05892725943452
5-Methylbarbiturate	2.40726088444125	3.26190973479747	2.23620304007051	3.64488027510826
Methanethiol	4.1506858185691	4.05517419833209	3.46965481869085	4.16246935809944
THF-polyglutamate	4.20168854276054	4.22880281305062	4.68767389258717	4.37598187785081
Belladine	5.11974981804899	5.66998276484991	5.58448071763675	5.71388172424043
Imipenem	6.36135572871961	5.82956564234679	5.96755577940934	6.6937008857474
Phenyl salicylate	8.13884352171537	8.0944393658639	7.25384007123511	8.47344376833034
Pectate	6.62261804377397	6.20024876559164	5.86685966485637	5.30163713545168
Benzoate	2.45746414917705	2.22665288588446	1.20483391928748	4.43481951982322
Phenylethyl alcohol	8.0093517687519	7.86935151152222	7.98774910328682	7.85316584176714
L-Threonine	6.61397420207612	6.72522689558278	7.2968022091944	7.15475783644702
4-Hydroxy-3-methoxyphenyl-beta-hydroxypropanoyl-CoA	5.12915396160518	5.14531951586056	3.73868267575273	5.09763461341593
N-Succinyl-L-glutamate	7.68810742106677	6.95346577806612	8.38759009932986	7.25418344557387
Barbiturate	6.08379554376888	6.52195035597844	5.00079571068816	6.46084291054576
1,4-Dioxane	4.69186991826726	3.94403915926506	3.97083595564163	2.90694369276807
L-Phenylalanine	3.83533669650403	3.46187731749676	4.17084259255596	4.08764245331734
1-Acyl-sn-glycero-3-phosphocholine	6.77317726635607	6.35975908265523	7.04624176850485	8.06126701347761
N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	0.577686064121912	0.0381292982937605	-1.47478129463513	0.0170618622227646
N6-(L-1,3-Dicarboxypropyl)-L-lysine	4.69022343781232	4.77852939548469	3.37071265688585	3.81986063445846
4-Oxocyclohexanecarboxylate	2.74577310107214	3.04465942426879	4.22194669157855	2.76985491287446
(3S)-3-Hydroxyacyl-CoA	0.959765928006406	1.11642673005299	1.84086189261834	0.611704747344689
Actinorhodin	5.44525400680288	5.96172208803895	7.16312694729654	5.11968798076925
Alantolactone	4.74419375576285	5.14640915956759	4.44613313820827	2.39335039193033
3-Oxohexanoyl-CoA	0.9519097224529	1.30956802218952	-1.27790659353282	2.09366821215063
2-(Hydroxymethyl)-3-(acetamidomethylene)succinate	4.44064224163353	3.95593980084767	4.99753654527949	3.2987622621478
Lycorine	5.84126131996125	5.93365499022591	7.47264266516864	5.98016965720336
Thapsigargin	6.28576987375573	6.37316482909303	7.40152759892191	7.21117616443187
