Compound ID,cont1,cont2,exp1,exp2
C11060,2.786211056,2.70125656,3.059186324,2.617474962
C14823,5.695307298,5.779721812,3.628959088,3.787928698
C00252,3.25347093,3.43190117,2.151429393,3.184396124
C06670,5.154606245,5.362846117,5.528861295,6.909988184
C05127,4.406262716,4.557287483,2.690075844,3.937829498
C16569,2.633515519,2.384051996,1.480280348,3.827269402
C11592,5.022585377,4.793541167,4.134227874,5.099905451
C06905,6.983202072,7.108202533,6.747098058,6.454281684
C00282,8.187934908,7.904963775,8.261590557,5.91952019
C05620,2.254577458,2.463058852,0.9777697,2.668213834
C11396,4.500778134,4.680053326,4.145582414,4.752935879
C02452,7.318849054,7.116720011,7.781356987,7.034844423
C06198,2.771555304,2.688910443,3.552290825,2.833244377
C05950,-0.057001378,-0.04515577,1.202730945,1.217000509
C05231,3.128194883,3.949132544,4.983558463,5.160053598
C03365,3.065521084,2.758098044,4.16870349,2.790875522
C00524,5.094977185,4.868873673,6.216323812,1.982408186
C13890,4.192526413,4.859191776,3.995047775,5.729822655
C11382,5.462992256,4.846831854,6.413959435,5.285146962
C03078,4.155255184,4.613273635,4.070128283,5.352290145
C08374,5.748236789,5.123456964,4.77021025,3.975216099
C04635,4.26798845,4.456477085,5.087685256,4.761384997
C14820,7.380202893,7.394507308,7.839739099,5.486889549
C04502,3.525344949,3.384604857,4.401295749,2.062489581
C16156,5.581333291,5.203831291,5.618593393,3.220524785
C00083,3.230300863,3.37725151,3.760373303,4.284604667
C05680,5.416012958,4.669824273,4.256163921,5.445154245
C05266,4.904539655,4.94876123,4.056416773,2.95224483
C03354,1.630958708,1.436306731,1.495488625,1.640743376
C03309,4.711546887,5.190559737,4.626419985,4.271687488
C12978,7.360427331,7.965560302,6.988180289,8.119607767
C06793,6.362799846,6.072093152,7.019746336,5.240183317
C04798,5.286495262,5.187350715,4.033963922,4.532285371
C02294,2.615367113,2.669138788,4.352262266,2.598248558
C08615,7.338457306,7.772584452,7.357623058,10.72143737
C02569,5.158403418,5.676861785,6.439016232,7.412118015
C04889,4.096452494,4.611504477,5.137773239,4.38432066
C05294,8.284056426,8.14857499,10.00146597,8.593781416
C07777,3.460815357,3.702533974,3.194801422,2.839429251
C00185,5.606721922,5.975028884,5.95426112,4.727130391
C03002,7.563474842,8.22138034,7.540630458,8.799085964
C18535,6.20444559,5.849944944,4.403014893,5.110604065
C02763,4.385955471,5.254955523,4.133792301,4.87958251
C01102,4.163163793,4.449105514,3.441502776,3.972328632
C00006,5.71027106,6.125236089,5.581087579,6.934960309
C06416,6.026962229,5.596733577,6.842240107,5.582199397
C07521,5.037214801,4.847512693,3.029442625,4.057477158
C07147,7.636897945,7.608972912,6.719996542,7.87817249
C06729,4.868336,4.563326723,4.746564411,2.384650118
C04409,3.599407843,3.370363962,3.886715002,3.390779732
C06031,6.074652263,5.623575468,5.570768509,6.678279648
C00369,0.596435355,0.645525972,1.265702529,0.132931479
C08362,5.783947488,6.275463301,5.599512483,5.722149257
C02810,5.993921905,5.758892697,6.067577554,8.121103587
C00962,4.550250569,3.814583324,4.012991412,4.249939858
C02139,2.765713669,2.964844125,4.119724125,-0.115198472
C13440,4.210010793,4.412603453,6.313484973,3.920574646
C01420,8.099660684,8.309102447,9.122325745,8.79904884
C08251,3.51297104,3.762951004,3.200427742,4.178648844
C00295,0.336575765,-0.855766147,0.004382101,-0.974700097
C03072,6.624490884,7.379261572,7.241163898,8.022594902
C14285,3.997378686,4.18133079,4.096572935,3.434077777
C01806,3.978226868,4.134797924,5.666600604,4.664870364
C16301,2.569271918,2.094370512,4.110714624,0.511096092
C05176,4.954882743,5.132612167,5.33235635,4.363587736
C02051,6.402478601,6.100901002,4.551128333,3.649418841
C05434,3.825035949,3.909440518,6.384960669,4.350595588
C03542,3.786544117,3.731843285,3.459395007,3.808959489
C16243,7.19328043,7.198578028,6.242087305,5.46903887
C11521,4.504980646,4.777022881,5.240083804,6.895237653
C08604,4.680196573,4.657906427,4.459407504,3.950979494
C06315,3.748443499,3.548804291,3.518801841,3.859598085
C12639,6.800869271,6.470098406,8.05339719,6.688963462
C02280,3.011612741,2.895679947,0.694485722,5.138421134
C03375,6.698500772,6.50148505,6.96770035,5.963694723
C00561,6.611404578,7.001448637,6.961892008,5.1659862
C00876,4.064798128,4.103981896,3.156335313,2.82032665
C06951,6.696840627,6.497976457,7.120722671,8.644834472
C02272,6.973539727,7.142837822,5.446931906,8.083939816
C00727,6.151240577,5.943547319,5.792486111,6.894464898
C01717,9.049684091,9.817328663,10.91376576,10.65614162
C04667,1.075293618,0.577398278,0.544701024,1.358693603
C02038,2.670158139,2.60598214,2.373447021,3.016855598
C01451,2.246961573,2.655593923,1.203437743,3.845686222
C07707,5.335359869,5.082227523,6.716261791,4.130157476
C04526,8.169258158,8.08788422,5.852131139,7.364987174
C08390,8.355777906,8.520289187,7.602072437,7.674958939
C10023,5.976593397,5.570761228,8.399114511,6.58310175
C05147,6.757346525,7.156661593,6.318204933,6.003426423
C16737,4.710250252,4.05733429,5.703028111,2.033538931
C14508,5.93794352,5.844279035,8.600129956,6.061908208
C00229,5.752470954,5.090427154,6.22171606,4.63244678
C16303,3.47791945,3.144531135,3.621481065,3.376203031
C03660,4.413410132,5.336963473,3.479886482,7.448849221
C14795,4.730317471,4.62489522,3.976612002,4.418517272
C08126,7.787691632,8.586535033,6.9390991,7.799643856
C07570,2.926022621,2.828885832,2.689399353,2.315972135
C12397,0.771329704,0.549433886,0.831086491,1.053647466
C09248,6.536556436,6.324765806,6.207388805,5.617975579
C04540,3.367678758,3.649573018,2.944222887,4.465473821
C13741,4.127786154,3.752231837,3.198963447,5.446030402
C03741,6.809410063,7.159516516,6.902965591,6.769553123
C02391,3.473827471,3.176080653,3.257448079,4.034062039
C10072,4.317866041,5.009495166,3.743741754,3.630646904
C06521,8.004849068,7.678852157,8.003288825,8.35783971
C11045,6.056615425,5.380522231,7.189245632,5.389912841
C06389,6.084382711,6.680760496,7.651256048,8.052728824
C03220,4.726653289,5.008106519,4.445980863,3.882109631
C03737,2.726532293,2.341454861,3.864803018,2.715709911
C03754,2.006745691,1.527730894,3.565115382,-0.048853438
C10453,4.553228713,4.552877744,4.218379727,5.039456491
C03154,9.003438456,9.283841737,7.767256416,10.89330268
C01403,5.443407632,5.344471143,3.446891232,5.633917788
C00099,5.328745818,5.326235134,7.194208272,4.971837005
C05995,5.665247218,5.723112702,5.413049752,4.912910832
C00794,4.229584002,4.442562449,4.393850036,4.995503047
C01456,2.202491947,1.732077606,2.846802381,1.62364402
C03137,10.35148159,11.34494322,10.86637136,11.06427079
C02960,4.152627823,3.619960198,4.388358981,4.674664378
C05479,4.402796976,3.858489644,4.480109929,4.999946401
C08111,1.415316546,1.321279564,1.184837169,2.933113492
C05230,4.50398355,4.468161557,3.797041477,4.944179633
C06474,4.505392163,4.585723658,3.958848938,3.990388793
C00474,4.488979243,4.382833106,3.7913625,3.629127637
C07192,1.4261238,1.382118287,0.17359246,1.082807969
C01553,8.569325632,8.483812503,8.59621313,8.171269205
C02160,8.527172695,8.829551998,7.924600581,8.422137022
C06425,6.379200444,6.317109895,6.477690208,5.989960785
C05273,2.798518711,2.697316032,3.311283747,0.302532547
C02838,6.429018714,5.768497296,7.522843407,4.197959261
C00688,4.507059366,3.803248694,4.536791417,2.727227149
C01563,4.360427668,4.203313269,4.23455765,4.542007238
C08843,7.725288586,7.350682691,8.932556185,7.702507914
C00154,2.54423482,1.838138663,2.627238374,1.871957547
C07272,3.977561534,3.273836955,3.756268566,2.946687845
C05799,3.537610002,3.82660288,3.876791728,2.30851723
C08539,5.039504014,5.081865208,4.627052025,3.35232605
C04106,1.854272171,2.010326972,0.852297801,2.386729572
C03217,3.59333346,2.935748085,3.258484475,0.715812842
C02784,6.431864178,6.169938329,8.491382098,5.91777516
C04467,5.930429813,5.894772714,5.774169036,7.265383291
C07115,3.052195387,2.7764308,4.152561674,3.423792998
C00192,6.118435461,6.175394815,4.191870126,6.856070217
C05338,0.134720509,-0.079955139,-0.880539512,-0.085078855
C01337,4.319030147,4.886865746,4.262739003,4.867957659
C02324,6.42606639,6.636361417,7.616158689,6.599914673
C11400,3.681925227,3.537924248,3.955974509,2.465595142
C01526,4.927194755,5.097416701,4.153434554,3.508225836
C03207,1.813427397,1.648911465,1.144890936,3.708429385
C00859,6.695585594,7.123955509,6.200160684,8.400567605
C01598,1.299222303,1.717951172,1.902581784,2.851001328
C07308,4.352698737,4.20846901,4.732512739,3.520719379
C06367,4.489503775,4.391055553,4.811545581,5.718459778
C14812,5.121842455,6.174980052,4.493640579,5.333269917
C00878,3.353016742,3.386166028,4.124917744,2.587333461
C00291,8.65946097,8.261962337,7.931868082,9.934590876
C10395,2.140167568,2.277611245,3.025836351,0.593242481
C03317,5.508274286,5.528243321,3.858246117,5.963599855
C17209,-0.879547391,-1.882473638,-1.865293496,-1.843391951
C01953,5.004831618,5.136214808,4.773202038,2.954032687
C06030,6.019331143,6.465897591,6.504283539,7.146448266
C05925,2.830559998,2.671883215,2.959475364,3.189554261
C00329,6.409665954,6.912452633,6.542253644,5.784636103
C01059,5.6619527,5.712560805,6.129404856,5.675963731
C06005,6.952654946,7.384679653,6.533509062,6.216718605
C05227,3.313320239,3.300034993,3.091195438,4.662168333
C04885,3.05884019,3.097040668,2.691697353,2.797014362
C05679,1.456937303,1.252818394,-0.031563872,0.091262713
C00333,4.355059317,4.71850475,3.648269089,7.250495754
C10102,2.322398515,2.167392065,1.038743269,3.897234114
C00372,6.376312056,7.200733817,6.87309705,6.352610935
C09099,5.142561305,4.969503444,4.343460595,5.972774538
C05433,9.379504719,9.12764362,7.948291985,8.028345948
C00491,2.684584801,2.372225819,3.042074931,1.600730534
C11380,7.363376128,7.408297799,7.321228687,7.755836998
C00294,3.945263277,4.293503115,5.486705983,3.775835562
C00125,2.086743977,2.654665082,2.36920731,1.419342608
C03935,6.145934741,6.423030189,4.937393646,5.212342363
C01108,2.133244591,1.22859928,0.941986459,1.783480621
C10377,2.889629963,3.174981662,2.542480348,3.013657417
C00909,3.533776245,4.14820819,3.573669467,6.256740787
C04722,5.421814529,5.549242817,4.628794503,4.839253893
C02519,3.002158546,1.718935795,3.479939105,2.8101895
C13122,7.155700646,7.330373333,6.401068304,6.617196449
C07870,2.602051235,2.356750804,0.374589678,1.55607331
C04030,5.43327407,5.41928993,3.359785158,5.799103933
C12624,5.28617406,4.923718811,6.380152609,5.399482039
C04925,2.868499818,2.662891277,2.673002508,1.952925897
C04890,4.142753179,4.201565626,4.536451658,3.150968604
C03715,3.687641046,3.150090605,2.947130871,3.227206809
C08149,6.918788654,6.984173281,8.249628254,7.279936806
C03981,8.112105272,7.894941583,10.85870686,6.735816633
C08243,2.918407132,3.087613874,3.383537967,3.875384926
C08157,6.861144817,6.368499772,6.398773911,7.516887433
C13455,4.849108138,5.291778325,4.366500244,4.504887148
C04236,1.065609302,1.086848997,1.747537773,0.540452851
C07773,3.488192715,2.207348692,3.760830995,1.499395478
C10098,5.922298321,5.540736573,5.412358847,6.22278306
C00226,5.290213262,5.208151259,7.348421134,4.023395359
C06114,0.115377358,0.256361119,0.145903693,-0.397939093
C05584,6.160637371,6.396472682,4.856687819,5.352948852
C11752,6.310103997,6.939706838,6.806535051,6.340751905
C00385,4.390982325,4.139884192,4.789835156,3.268764877
C06973,3.584863535,3.932129526,3.530133456,5.869565642
C00583,8.943144029,8.349395988,7.863875011,7.116979599
C14712,4.820002639,4.659642924,3.730241185,2.593294715
C05439,4.971965496,4.716226423,4.364512798,6.747003368
C00144,2.753086126,2.839642545,3.414328654,2.178243179
C03860,2.311739753,1.807284701,1.558034284,2.855261112
C11003,1.953688458,2.748875933,3.494330944,3.194628734
C19560,4.156063579,4.548985486,4.904824462,4.793790654
C00286,7.721848928,7.599120813,6.70245376,7.658877599
C02243,8.507589691,7.982324282,8.781638973,6.443413637
C14434,8.136729469,7.773845003,9.057070134,8.401717519
C03178,7.59351114,7.55643636,8.947521596,7.280665685
C02757,4.524807497,3.523476398,4.300204009,3.905596711
C09806,2.551699729,2.318582724,3.439348551,1.659198875
C03870,4.34437464,4.792705434,4.191401804,5.911423542
C03323,0.175099447,0.641146335,0.938438634,0.116924228
C09955,4.372414253,4.283380333,3.063547025,4.953943503
C09126,8.319757409,8.428481204,8.420024323,8.89979958
C04223,5.261906201,4.897801402,6.190784638,7.044659417
C00977,7.191777365,6.895328941,7.219071348,7.059594976
C10787,5.978681914,5.807967344,6.467889075,6.001057939
C04942,3.442179409,3.742452424,3.948084715,4.22740482
C14808,8.487118706,8.746850169,8.806623417,8.45946316
C07886,4.843225429,4.663907204,4.826906038,4.528437122
C06124,3.048892415,3.472658568,3.197822668,3.820069199
C05107,5.141319649,4.063197785,4.23186818,3.955005951
C03442,1.962800942,1.831937266,2.856200156,2.283011575
C13192,6.727558066,7.255425673,6.763733206,6.912832933
C11766,6.003136771,6.626541325,5.790103575,7.173410251
C03515,4.290437341,4.634692318,3.170718116,5.623576978
C01808,4.023142225,4.07999697,4.916288582,3.350648745
C05335,6.872587895,6.953533204,6.362648421,7.540197267
C12368,2.875183227,2.675082421,3.549117232,3.651814979
C02444,3.032358257,2.572081515,3.365130722,2.10830672
C16795,5.848495754,5.605075078,6.025613757,6.844352765
C09731,4.097373039,4.038543082,4.266554677,3.886086169
C11507,6.850169593,6.275838157,7.33369481,7.861296132
C00399,4.60275838,4.505489435,3.308489947,5.11318792
C06756,7.389702034,8.200380043,8.332421114,9.937275196
C13194,5.99108941,5.583890431,5.883106116,4.480844034
C04621,0.509694852,-0.014247624,-0.722721537,-0.390465935
C15676,2.329257279,2.082676932,3.222656492,1.236565672
C01623,7.565550412,7.97531789,6.75935931,8.028336017
C06469,6.381591808,6.048492075,7.392759399,5.368618104
C05379,3.065874664,3.642705554,3.797487137,4.24556188
C07335,2.30841263,1.800725015,3.411595036,0.657461153
C05700,7.067330779,6.941607183,5.919089914,6.380114628
C06856,3.376447081,3.130767968,4.478695442,2.253257736
C00643,8.603450957,8.377700347,9.005113539,8.261578421
C01438,8.543083921,8.317125096,7.626652539,10.37362923
C10809,2.09061726,0.862120046,3.226743998,1.718564667
C00864,3.308691375,2.782904938,3.36987104,3.019082408
C10382,2.499040681,2.769863136,0.607856549,1.684168171
C00921,6.334576136,6.974222974,5.649808359,6.527567458
C02579,2.418460625,2.02686545,2.952749288,1.831153046
C02909,0.929992923,0.757730046,2.615574459,-0.371995692
C01087,9.042693989,8.393854446,8.370009972,8.905295557
C05343,7.011946975,6.753068723,7.848712542,7.528398696
C03868,6.634247202,6.778649471,6.632850114,5.863334279
C04630,3.672023433,3.357083454,2.830018681,4.627183495
C00320,4.977437537,5.083203314,3.955977773,6.877257755
C00390,6.239354512,6.19360321,6.043857202,7.233001328
C06922,2.437522516,1.785201098,0.86428373,1.628610134
C03565,4.751477347,4.356541234,4.041335985,3.734642042
C01413,5.351483309,4.638765066,5.523860604,5.408675734
C00741,8.385547589,7.939527587,10.35656777,7.107981895
C03109,6.284265434,6.918861627,6.50125468,6.159337777
C00427,7.564466065,7.2540796,8.053535572,5.885207596
C00149,5.281093947,5.018656976,5.320987169,5.745572061
C01490,2.774994634,2.388975039,4.177862247,1.236375563
C14769,4.320646056,4.619391384,5.948561976,2.931904576
C06749,1.670470721,1.941632936,0.550751497,2.598135295
C13540,6.857703523,7.376318027,5.709462659,6.3926835
C01329,7.833653669,8.233399346,7.495136588,7.97688401
C13932,4.874558445,4.687170085,5.385161069,5.190645948
C05021,3.038195328,3.266789579,4.378158485,3.834473844
C10165,7.174300502,7.343648141,4.75943769,7.301393843
C05618,5.278654053,5.907431332,4.369330652,7.057050278
C01573,4.227455805,4.323558454,2.242903141,4.086935187
C00425,7.247170846,7.373739938,7.071667028,7.212415693
C03761,3.480308685,3.262640525,2.058456597,3.072963373
C06676,7.297918206,7.346978865,7.192399322,6.238136427
C14772,3.315047482,3.696917738,2.153491801,4.904583304
C05301,5.782826681,6.379743309,5.410579639,5.998687273
C14693,6.782754485,7.09578928,6.6772356,6.874345374
C03402,2.329482575,2.542096529,1.622555642,0.315293552
C14821,5.796246956,6.023140055,3.95448854,4.844908695
C00846,4.776826394,4.839539247,4.67130751,4.195837618
C06054,6.351487833,6.190391743,6.518286642,5.692735254
C09723,3.422804129,3.452998451,2.122366103,2.152234498
C04891,4.826027332,4.344975214,2.530980976,3.881200418
C00450,7.764568016,7.615614174,6.187983683,6.664421049
C05577,5.336980328,5.59793679,4.659601805,4.967763735
C03071,6.646381897,6.893185959,6.038565714,6.294723452
C01216,4.558210805,4.379355004,4.493755726,3.146432684
C00011,2.941216691,3.004609091,1.828602407,3.311807676
C02351,4.978148618,4.772549043,3.970475483,4.64785496
C06231,2.550017689,2.100912343,1.277446343,0.820353085
C03665,-0.192222777,-0.371078386,0.212380082,2.319089606
C03410,7.338245184,6.493503705,7.722369338,7.401535124
C06860,2.826182366,2.534942913,2.572701365,2.935596768
C06520,1.347833975,1.249153832,2.152403197,1.141170538
C00032,6.990563615,6.745117343,5.791306433,4.903358928
C14114,4.976276437,5.017855577,2.681230081,6.673308956
C06611,3.80074321,3.48051179,3.808043998,3.186898976
C15884,4.644104027,5.173585588,5.300606386,3.477737372
C05156,4.148037316,4.160502948,4.174924814,3.096715325
C00891,6.993317553,6.663872084,6.775009639,5.087287752
C05578,6.455321417,6.108620724,7.166500135,7.050347344
C19795,1.546738808,1.045706177,2.362016686,0.501406502
C11730,5.706796991,5.286717805,5.258429097,3.942974127
C00091,6.453627332,6.784237252,6.904030784,6.908174959
C11630,6.336521952,5.99905385,6.911853203,5.988419852
C12371,0.151365381,-0.715306996,2.872730493,-1.324845014
C13817,4.52928515,4.838891147,3.757692862,5.158616523
C02657,8.959266642,9.198739173,6.973823057,7.131472509
C11612,6.593589077,7.072478948,6.907563239,7.838032615
C02226,1.581447639,1.434178091,0.780553429,0.824640073
C07294,1.672662576,1.953590496,1.004862953,0.364399631
C04641,5.982219105,6.012357928,6.369489199,6.954084547
C14695,4.651889029,3.746828796,4.33934573,4.174067814
C06136,6.922581128,7.344463223,4.94888535,6.734614362
C01822,5.587653323,5.228723199,6.210753939,6.161715653
C07642,5.161998727,6.121540676,5.351730918,6.79547468
C02897,5.367323686,5.872603553,6.997705925,5.101011265
C03153,5.332510071,5.848744077,5.682865605,5.821405206
C00852,2.460801868,3.256196099,3.232263093,1.62883441
C12643,9.698986641,9.782669404,8.610048415,9.926231019
C08068,2.175989185,1.998110559,3.499235829,1.135005835
C00565,4.966077014,4.302686009,6.059901708,4.253860682
C04443,3.911361295,4.144293374,3.687903122,4.56112271
C03864,8.600224667,8.315741637,8.761638923,9.431707008
C13980,7.022880352,7.570479862,7.842577158,6.545739379
C12623,3.872566888,3.897047264,4.194479888,4.553993754
C12853,5.410841591,5.309707648,4.877829241,5.785725724
C00380,7.3309239,7.734381242,6.458451744,9.138715775
C15666,9.472645679,9.210554145,10.50154123,9.501722628
C02046,5.604530152,6.658182699,7.466296402,5.653931375
C04908,2.914986796,2.792853635,1.064197233,0.941503367
C07635,3.032915373,3.072312654,3.505660774,4.369427581
C02421,9.011437161,8.735753643,8.524550165,9.936435155
C00437,0.858857032,0.984569296,0.64247764,-0.050027792
C00930,11.11148474,11.47955455,11.79083038,9.64721175
C03915,4.477298812,3.87244003,4.947836427,2.729075654
C14356,4.091213482,4.085332542,3.552325169,4.030358265
C13422,5.315121111,5.557381774,5.663880171,6.703539695
C04209,6.866777456,6.460025118,7.223205737,5.452351982
C07467,5.605656552,6.051912374,6.403070349,7.73749391
C07469,1.087699555,0.983634052,1.315704691,1.01641153
C11509,5.707073419,6.121663777,6.140122386,4.838440958
C01157,5.900849027,6.097280729,5.883166076,6.376188327
C15673,6.319101741,5.788752921,7.175942613,6.730342307
C19132,2.937158545,3.380981476,4.590603393,5.262182111
C00922,0.257954237,0.114310579,1.757760299,0.658550914
C06391,4.350847384,5.040205988,3.863961636,4.751872524
C03028,3.111402498,2.789695562,3.60060966,2.293189703
C01850,3.468220003,4.03914221,4.87488925,4.954308505
C01272,3.092441467,2.657725756,3.700644956,4.519492006
C07732,4.2039911,4.432839561,2.89035701,5.045135131
C00103,4.377565874,4.947483228,5.29914159,4.193777758
C01946,6.592185426,6.429756886,5.285822171,7.280391165
C08578,6.972856688,6.992515563,7.122223292,7.536243251
C02033,3.410936675,2.998430608,5.213624536,3.900306501
C05359,4.382364057,4.794596146,4.983452035,2.228061937
C08153,5.722889532,6.041510239,4.615684605,6.86092349
C12645,7.79758221,7.530696075,5.953949787,7.060654852
C11419,4.887859161,4.981258221,4.678648797,4.745886631
C15221,1.602253017,2.347131035,2.078016245,2.610596254
C07016,5.46370509,5.441243846,5.699882561,4.571050982
C09875,4.761818658,4.37092586,4.502845727,3.773800989
C06438,8.544985707,8.92477964,10.51530272,8.16623316
C08322,5.686844331,5.764131227,6.544825717,5.620944146
C14909,3.753900435,3.34698018,4.410402794,4.433970092
C07035,4.120955412,4.126667014,4.884294599,4.398554718
C04207,3.989406421,3.381363763,4.560200409,3.291130759
C05942,5.372070274,5.102730555,5.403098089,3.627029216
C01864,5.352835595,5.053089995,8.327919026,5.998773131
C00222,6.831696414,6.817984315,6.836105508,6.110010847
C11397,5.640353452,4.451434742,6.494702388,3.467800216
C01638,4.266625406,4.544477537,1.527703236,5.118923654
C16171,3.11877741,3.410862085,5.17829533,4.907986518
C01344,6.269405863,5.815819147,4.96830758,5.130841681
C03510,4.875023035,4.852430197,4.207127636,5.436396058
C07531,5.365675735,5.262333455,5.878440772,5.837499378
C04145,7.207282037,6.707776506,7.494589196,7.829123133
C02119,8.504071237,8.462827005,8.902924067,7.243979409
C03975,3.09236708,3.760045433,4.464335408,2.875888011
C14514,8.288160914,7.776959309,6.717622878,8.891772301
C07241,3.266532941,3.564852679,3.468131326,4.066315689
C00150,5.532704384,5.728739254,5.416009371,6.784109747
C05435,5.44474099,4.646058035,4.139994471,3.661381933
C03300,4.44618298,3.882648853,4.433699773,4.187009187
C09345,7.788506082,8.155644136,7.31768917,8.637597493
C06229,3.682176,3.382383698,5.042790052,4.327331883
C00858,6.321062561,5.825686814,7.425677276,6.270552601
C00235,4.9734886,5.619267961,3.665864613,5.380670468
C06955,3.137039403,2.981289681,3.120720011,4.446182176
C04805,7.429378287,7.534746186,6.332625701,6.768762077
C07086,0.823319269,0.74231061,1.961796109,0.568964434
C04062,3.947695061,4.370770626,5.003128482,5.489488734
C05648,1.917194866,2.0219538,1.293821488,1.130470141
C15769,5.38864214,5.431721765,5.703033761,4.734105022
C13734,5.528845099,5.861213739,6.10417635,6.781554405
C06655,2.762529663,3.107039452,2.207115122,2.870416185
C01250,6.301905912,6.434029613,5.393443098,7.044517685
C01449,2.934199523,3.370184497,2.541323144,3.184394762
C06189,6.318402999,6.55791841,6.304655366,5.472223445
C01501,5.475658799,5.674475846,4.142129821,6.768300539
C06051,6.430551894,6.247323974,7.480846483,6.371059397
C06953,3.123033922,3.490020039,3.938265032,4.007691084
C08427,5.190708019,5.026572695,7.392449829,4.570549178
C05836,4.07436116,3.743920024,4.695031999,3.066541502
C10454,2.062235688,2.080569063,3.003337682,1.536269388
C06311,5.305373011,5.315357923,4.216434785,4.453168407
C04335,8.547525223,8.189509734,9.023288451,6.800074861
C10319,3.703858133,3.444261437,2.372753152,4.584676703
C01214,4.600365049,4.378479753,4.005021813,5.447877571
C00081,6.378487466,5.957868726,6.698212842,5.711996863
C00063,5.07229102,5.030958854,5.871132558,3.835540796
C06678,8.887072625,8.313295544,8.547386371,6.852148344
C07208,6.474427468,5.92218006,8.369254713,5.824629418
C02954,9.642667866,9.042910854,10.60493241,9.258967048
C00197,5.697818693,5.706626237,3.80059121,4.967285358
C05958,2.732166677,2.772152166,1.874864629,3.487292025
C01893,5.842670536,5.796622284,5.147246998,6.328326363
C11284,3.150887486,2.990271963,3.498426685,3.425059617
C04193,2.985875268,3.923724631,2.726902337,3.462169176
C14527,4.62105134,4.230164603,5.231539412,3.759641129
C00709,6.8678334,7.226726109,7.577471516,5.638634675
C00163,5.687819999,5.651123082,3.628459328,7.659628845
C03336,6.628040553,6.501436004,7.800366165,7.53568011
C02864,6.830682005,6.269524109,5.496677751,5.399331245
C03912,4.656295739,4.59445817,7.346463731,5.527450624
C00408,0.195537773,0.452254289,2.198819347,0.491810818
C07455,6.591813703,6.029366123,7.709029995,5.080710126
C01652,9.338231739,8.982726335,11.12345779,8.052343708
C03589,5.116766999,5.164625973,4.864823475,5.333807611
C07148,2.290171101,2.660345552,0.447036323,2.892027919
C06429,4.264898469,3.9927677,4.919405386,4.568184713
C00746,3.130964842,3.079198798,2.403371954,4.03633111
C01530,4.91672156,4.966887648,3.025537428,4.688323005
C11951,6.352224011,6.267807503,8.10467815,8.630018393
C00812,6.732872294,7.081423004,7.845073775,7.506033274
C01784,5.47035005,6.093822234,6.363749263,6.029724334
C08628,3.132059733,3.219335036,1.196714107,1.672981494
C11169,6.626504335,6.788966231,5.753201713,8.243948424
C03231,7.69663711,7.593354169,7.953902462,8.544796831
C06687,9.503765552,9.857879191,9.467318808,9.08411899
C13014,4.012695131,4.236106583,5.373309183,3.177108304
C04660,5.948185198,6.020898967,5.412169896,6.447692082
C08298,7.387383332,7.966637794,4.874293312,6.846696077
C05924,4.767209057,4.916490221,4.841939758,5.971860714
C00626,6.049717112,5.891696756,6.354625023,5.162348532
C07346,5.428842963,5.237831203,4.126401312,1.779598523
C07695,4.731100931,4.665903323,5.931015919,4.011990781
C04706,5.337018206,5.261414036,6.268795864,6.146968599
C00842,6.929465539,7.002010618,7.812291614,7.886192806
C13392,5.817557828,6.148025329,6.886955646,6.288832519
C08381,4.06712357,4.224889845,2.836315185,3.451129644
C11596,0.520434048,0.815868025,-0.306900011,1.156861338
C05422,3.40987363,3.301421541,3.785071473,3.165869504
C01562,4.960089765,4.935453336,6.011407164,4.875142293
C03521,-0.028850244,0.310923903,-2.052645603,0.608605847
C03793,9.421904063,8.938612398,9.404769735,7.655978198
C03782,2.02247554,2.445556357,4.2491758,0.011784769
C09741,2.678496249,3.628233858,2.174181414,3.034064579
C01371,7.91547645,7.75537748,6.930800348,9.226747775
C05552,0.620248103,1.016894451,0.905137568,-0.203995646
C03684,6.478125362,6.863516483,5.960457809,6.350802936
C07965,4.311982463,4.351859637,4.834892261,4.199402723
C06553,5.911753483,5.650592613,5.48250314,4.946446608
C06485,6.756220525,6.211418674,7.414306584,6.372130676
C02837,3.083072154,3.264280255,4.582878215,5.272786018
C01735,3.588310309,3.592633389,4.675020497,3.881984178
C11326,-0.993898606,-1.403297296,-0.762409114,-0.570274717
C11894,3.077895352,2.431527364,5.186427949,1.748279951
C10982,5.760376508,5.41580166,6.249583669,6.021883418
C11916,6.010135179,6.356453965,7.097784864,6.30484068
C11111,9.054112008,8.65044912,9.966668441,9.146880174
C04199,5.129254057,5.074954827,5.525455611,6.33449369
C05650,5.927317297,6.157052101,7.245871544,5.207132199
C03794,5.149556665,4.190425038,5.830232068,3.443172025
C05755,4.026327528,4.13904265,3.581063312,4.265365098
C03351,6.497821642,6.514348295,7.354662513,6.101896307
C06801,5.928469162,5.188219878,5.267069796,6.550353218
C04429,5.258840917,4.941050047,6.802914954,4.527101302
C06352,3.369078697,3.170964193,1.480057718,2.788572903
C16166,4.919699097,4.645346748,7.894782527,3.97460702
C02628,6.562833955,6.341731572,5.401278275,6.613832194
C15587,6.352905495,6.311887891,7.389725359,5.484553832
C18605,4.034694949,4.364646347,4.35168382,3.988428036
C15777,3.661773064,3.610588078,4.556232513,4.695187097
C05768,6.025602644,5.790294442,6.539398823,6.91164107
C06526,7.097819858,7.365095253,6.297142364,5.298747044
C11010,5.242116326,5.644175655,4.639544212,6.140606709
