Entrez.GeneID	8hTrt_8hCult1	8hTrt_8hCult2
205860	-0.083699074	-0.031454271
2058	-0.056645464	-0.157757771
2059	0.314083327	0.082397805
2060	0.364402423	0.096582517
206338	-0.264953934	0.107686152
206358	-0.157787801	-0.096178185
2063	0.131461374	-0.112404419
206412	0.01297082	0.102495367
2064	-0.268678487	0.044655494
2065	-0.018536503	0.137398897
2066	0.075930118	0.04446645
2067	-0.2244719	-0.099876708
2068	0.251788023	0.01891767
206938	-0.077806034	-0.105599264
2069	-0.930546961	-1.181167968
2070	0.081408911	0.526869906
2071	-0.106287071	-0.11526553
2072	-0.296077386	-0.046720041
2073	-0.012360536	-0.026674945
2074	-0.277457247	-0.190046247
2077	0.675087502	0.611547955
2078	0.020668846	-0.16522695
2079	0.145692082	0.034472254
207	-0.000909323	0.154644977
2081	0.190782595	0.105338475
208	-0.037742438	-0.323927953
2091	-0.000155996	-0.00033709
2098	-0.05691852	-0.01096771
2099	0.066973547	-0.012083052
20	-0.046172944	-0.263518158
2100	-0.003220364	0.227258712
2101	-0.005241892	0.005936165
2103	0.460760187	0.07786627
2104	0.028186261	0.033402164
2107	0.143935193	-0.082525799
2108	0.126162125	0.020372808
2109	0.057636327	-0.0185047
210	-0.021786565	-0.137590018
2110	-0.267141196	-0.299293264
2113	-0.526827857	-0.591657304
2114	-0.534594551	-0.343453926
2115	-0.048606468	-0.101672338
2116	0.196934578	-0.002749459
2117	0.332539168	0.114454326
2118	0.06092572	0.135837815
2119	-0.317929433	-0.114584334
211	-0.095527393	0.111570842
2120	-0.478849451	0.069202183
2121	0.033705584	0.085250231
2122	0.100656053	0.308774855
2123	-2.367490564	-1.099288947
2124	-0.90776595	-0.187103928
2125	0.03138342	0.1118461
2128	0.278619485	0.081891507
212	-0.106309871	0.144169926
2130	0.115982323	-0.0066923
2131	-0.164121384	-0.133028846
2132	-0.095770675	-0.043980064
2134	0.242105405	-0.116963353
2135	-0.123020825	0.073914319
2137	0.025901267	-0.058617631
2138	-0.010926011	0.094608947
2139	1.117326393	1.036523127
213	-0.106992033	0.105770728
2140	-0.273490973	0.065281513
2145	-0.044201782	-0.020128991
2146	-0.790814097	-0.299755317
2147	0.561909954	-0.207964042
2149	0.923021367	1.041383505
214	-0.077164192	-0.020198318
2150	-0.552261474	-1.078341966
2151	0.199011874	0.344817498
2152	0.340376581	0.545835949
2153	-0.001021253	0.01391875
2155	0.375982829	-0.079355593
2157	-0.010185539	0.03715519
2158	-0.008142698	-0.009512074
2159	0.213430443	0.102954377
215	-0.350280289	0.227882116
2160	-0.06583367	0.124973013
2161	-0.207147216	0.127329264
2162	-0.074924799	0.048564374
2165	0.127985566	0.098844141
2166	0.022970042	-0.080822143
2167	0.029510601	-0.020052394
2168	0.058484539	0.218776132
2169	0.058177736	-0.014434407
216	-0.095144173	-0.01788847
2170	0.10413996	-0.27160296
2172	-0.134736572	0.084643722
2173	-0.183754596	-0.041503008
2175	0.08173554	0.026988986
2176	-0.044048171	0.305854424
2177	-0.181125093	0.075649763
2178	-0.568767404	-0.168134632
217	-0.084942395	-0.011707565
2180	-0.040921835	-0.051704253
2181	0.048322611	-0.149681448
2182	0.066998646	0.028945291
2184	-0.280198142	-0.3089185
2185	-0.175117195	0.039325343
2186	-0.05005966	0.064981132
2187	-0.13078772	-0.034846581
2188	-0.125734404	-0.08637856
2189	-0.129103202	0.316759966
218	-0.257004685	0.041205326
2191	-0.013591515	-0.176642817
219285	0.000529187	-0.169509148
219287	-0.001566397	-0.091527005
2192	-0.120386074	0.031480866
219333	0.13505843	0.197316069
219348	0.045129227	-0.065968211
2193	0.077379141	-0.213547881
219402	-0.282634711	-0.077613235
219404	-0.092962469	-0.041275954
219409	-0.165251108	0.168414002
2194	0.196633834	-0.211714724
219537	-0.676608758	-0.010052615
219539	-0.441772811	0.203912232
219541	0.066574194	0.017914182
219557	-0.1377797	-0.063174463
219578	0.116169286	-0.012074612
219595	0.285034373	0.169901188
2195	0.218756524	0.084921616
219654	-0.664786557	-0.42079433
219670	-0.004136338	0.1123585
219681	-0.026770332	0.153944907
219699	0.260456715	0.237454772
2196	0.061223834	-0.119131062
219736	0.112437343	0.133148676
219738	0.011712128	-0.051454496
219743	-0.232602022	0.162973996
219749	0.466989169	0.151665012
219770	-0.170389348	0.225024141
219771	-0.019209515	-0.024008445
219790	0.057950518	-0.279218397
219793	-0.040591184	0.174583337
2197	-0.04658234	-0.028008198
219833	-0.481159127	-0.32187419
219844	-0.838120953	-0.568047468
219848	-0.10943819	-0.002706577
219854	-0.125094834	-0.117498721
219855	0.110136278	0.238478119
219902	-0.193906891	-0.110872029
219927	-0.079092886	0.005412415
219928	-0.46148201	-0.479442781
219931	0.221267363	0.006432009
219938	-0.060562618	0.024816906
219970	-0.023855726	0.120497443
219972	-0.084160919	0.0515922
219988	0.269825523	-0.242864035
219990	-0.086510335	-0.043316755
219995	-0.153246534	-0.030447872
2199	0.636646659	0.92274201
219	-0.264272288	-0.525625468
21	-0.099745627	-0.005281065
220001	-0.361084473	-0.172561784
220002	-0.508170859	-0.418465319
220004	0.085887728	-0.03733307
220042	0.039071775	-0.032780233
220047	0.054854846	0.110864193
220064	0.04261415	-0.160070073
220070	0.080456594	0.051450874
220074	0.074772808	-0.079432672
220082	0.223844505	-0.080192395
2200	0.025363739	0.020708158
220108	0.428921832	0.114911997
220134	-0.260954079	0.106461466
220136	0.113283537	0.00025066
220164	0.228548377	0.320995813
2201	0.300780795	0.128183841
220202	0.008673973	-0.012010237
220213	-0.193650933	0.170581491
220296	-0.279107232	0.160395968
2202	-0.166753253	0.021933154
220323	-0.150631235	0.108888009
220359	0.392453264	0.103483892
220382	0.257329592	-0.043397551
220388	0.275671146	0.192117869
2203	-0.269249716	0.10532394
220416	0.031416401	0.048366683
220441	0.031666836	-0.051289293
2204	0.028806127	-0.03465841
2205	0.065632016	-0.027137138
2206	-0.003500514	0.010111649
2207	0.039744444	-0.027873575
2208	0.133533995	-0.031304717
220929	-0.599477575	-0.13330828
220963	0.294785744	0.317458142
220965	-0.335861797	-0.00484502
220972	-0.143126101	-0.004941657
220979	0.068843963	-0.164411969
220992	0.016267344	-0.07743631
220	-0.925613508	-0.166866407
221002	-0.059255131	0.03460237
221016	0.045219702	0.098829829
221035	-0.053482746	-0.03373127
221037	-0.035571894	-0.352150745
221044	0.163946376	-0.034998729
221061	0.163467072	0.194003403
221074	0.045487778	-0.007357291
221078	-0.275549088	-0.001446929
221079	0.050544086	0.168437386
221091	-1.115909989	-0.84122962
221092	-0.040425253	0.025078924
221120	0.0558408	0.018784351
221143	0.075489564	0.035418805
221150	-0.486015641	0.008379286
221154	0.287832412	0.111500312
221184	-0.036891556	-0.24352697
221188	0.404991132	0.025561724
221191	-0.467038561	0.146758669
221223	-0.053975471	0.331513019
221241	0.004034775	-0.011769124
221264	-0.211574713	-0.582360793
221294	-0.832873624	-0.531707494
221301	-0.112486346	0.209647186
221302	0.312477889	0.088410695
221303	0.019674012	0.0027565
221336	0.070214345	-0.162577266
221391	0.141812288	0.112409842
221393	-0.20442259	-0.267005625
221395	0.08319178	0.204122046
2213	0.146445123	-0.037557238
221400	-0.197893119	-0.129485288
221409	0.141919721	0.133814215
221421	0.031729197	-0.043636233
221424	-0.382190867	0.002794688
221442	0.062615768	0.000352957
221443	-0.090844148	-0.039367171
221458	0.070408019	0.171976597
221468	-0.861132651	-0.218698511
221472	-0.170932928	0.118602822
221476	-0.05595212	0.088465604
221477	0.360932514	0.141991117
221481	-0.202259406	0.189185768
221491	-0.446845847	-0.489798214
221496	-0.148673771	0.063703922
221504	0.005483677	0.010238443
2215	0.168819267	0.147386952
221656	0.0001589	-0.077280576
221662	0.797840179	0.750177252
221687	0.202427399	0.578616903
221692	-0.164741222	0.015297019
221710	0.301950173	0.278268515
221711	-0.025394243	0.112097713
221718	0.11956791	0.084038558
221749	0.361122379	0.135442449
221756	0.001365583	0.193606283
221785	0.199600159	0.032921367
221786	0.088892418	-0.036567128
2217	-0.128035364	-0.014495677
221806	-0.083056608	0.05191343
221823	0.331031008	-0.009990486
221830	0.023434758	-0.221781864
221833	-0.099255181	0.094472978
221895	0.295268554	0.107466097
2218	0.129168403	-0.037350001
221908	-0.067994098	-0.142915018
221914	0.248823515	0.149743852
221927	-0.000801719	-0.027966909
221938	-0.033375077	0.080087659
221955	-0.257531807	-0.070344185
221981	-0.113159623	0.043949666
2219	0.58671159	-0.188634948
221	0.039074349	-0.205667657
222008	-0.145628487	0.002479095
222068	-0.138735975	-0.193565488
2220	-0.50226103	0.094838183
222161	0.247060186	0.021414856
222166	0.199505316	0.196709651
222171	-0.190278854	-0.483973388
222183	0.313276873	0.207784388
222194	0.013716557	0.040711231
222223	-0.000622697	-0.27807889
222229	0.376902619	0.302791229
222234	0.080712205	-0.019922076
222235	-0.167793229	0.045120983
222236	-0.007215439	-0.076585885
222255	0.260857641	0.018989218
222256	0.153037753	0.336552853
2222	0.057238429	0.010331814
222389	0.369253244	0.14308041
222484	0.567038809	0.049898947
222487	0.097830098	0.027760082
2224	0.076079355	-0.207415982
222521	-0.157171889	-0.074806659
222537	-0.026698445	0.042462054
222545	-0.542570518	0.20951808
222546	-0.160993006	0.07086327
222553	-0.056947865	0.236713576
222584	-0.0877187	0.059445617
222611	-0.115446943	0.039671767
222642	0.364263884	-0.128632139
222643	-0.240206078	0.172693622
222658	-0.122166303	-0.208050135
222659	-0.007692618	0.11595772
222662	0.000686006	0.255690306
222663	1.225099475	1.188914306
222698	0.171815738	0.000935766
222826	-0.031892859	0.118215922
222865	-0.264102085	0.082057455
222894	-0.045345529	0.007600737
222950	0.095339987	-0.030024266
222962	-0.1110527	0.014721816
222	-0.110229944	0.03628672
223075	-0.355661386	-0.027836657
223082	0.12475957	-0.08050403
2230	0.279746792	0.08919864
223117	0.073546168	-0.025912391
2232	-0.444550553	-0.027693863
2235	-0.180581851	-0.081299232
2237	-0.064160174	0.233171046
2239	-0.206735992	-0.16763317
223	-0.235341409	-0.252199104
2241	0.017460029	0.077469123
2242	-0.077422942	0.185146536
2243	-0.018241366	0.02835964
2244	0.043343055	0.050954393
2245	-0.170479264	0.197394897
2246	-0.545082553	-0.453827224
2247	0.416993868	0.119943622
2248	0.095708641	0.040189806
2249	-0.119869331	0.043711427
224	-0.61307558	-0.186456316
2250	-0.576030101	-0.651164297
2251	0.102533681	0.060168234
2252	0.16628787	0.29470796
2253	0.059700793	-0.13676789
2254	-0.049334803	-0.130975445
2255	-0.18838888	0.029604985
225689	0.097285837	0.122456181
2256	0.172099728	0.090432789
2257	-0.125704152	-0.058983189
2258	0.108241351	-0.090223391
2259	0.156656219	0.209896321
225	0.02609099	-0.020719303
2260	-0.396749488	-0.273736459
2261	1.484007893	0.876638415
2262	-0.234971568	0.048719524
2263	0.402184867	0.663041161
2264	-0.074191221	0.001607884
2266	-0.330393204	0.114331057
2267	-0.109081617	-0.072304809
2268	0.024469512	0.113291077
226	-0.059318877	-0.033976296
2271	0.186533677	0.056308163
2272	-0.055179735	-0.058095499
2273	-0.234029264	-0.075656454
2274	-0.241351703	-0.029856582
2275	-0.10501178	-0.225387914
2277	0.134587492	0.005932239
22794	0.144509404	0.058006438
22795	-0.095765219	-0.115391722
22796	-0.411760984	-0.068943798
22797	0.009006989	0.038085631
22798	-0.026633099	-0.036736672
22800	0.008909959	-0.072762669
22801	-0.028238086	-0.011020819
22802	-0.027349657	0.038618805
22803	-0.121973411	0.039325113
22806	-0.021348949	0.119781388
22807	-0.154403542	0.036600688
22808	1.449406916	1.089678945
22809	0.006901039	-0.052049892
2280	0.091086087	0.008690082
22818	-0.017860178	0.056646329
2281	-0.030033432	-0.026506152
22820	0.008247195	-0.080688493
22821	-0.239001153	-0.200418171
22822	-1.044251902	-0.733895804
22823	-0.238099158	-0.024927947
22824	-1.214365565	-0.609201286
22826	-0.017816636	-0.094634179
22827	0.072337384	-0.129773049
22828	-0.228063804	-0.124324988
22829	-0.620766758	-0.265744553
22830	0.159974028	0.19460149
22832	-0.114176529	0.104975968
22834	-0.787351087	0.008402991
22835	0.157667987	0.106524283
22836	-0.371540335	-0.143198125
22837	0.438878883	0.226633549
22838	-0.201214132	0.03838759
22839	0.129373448	0.045171675
22841	0.182120136	0.309514773
22843	-0.072026068	-0.043814318
22844	0.065778602	0.173701608
22845	0.068673515	0.043263962
22846	-0.286656526	-0.249121068
22847	-0.052691684	-0.041475692
22848	0.240871006	0.229346197
22849	-0.115010274	-0.008467812
22850	0.055576815	0.072328789
22852	-0.114496793	-0.048614978
22853	-0.154635525	-0.20111406
22854	0.352438307	0.049452002
22856	0.187873656	-0.14582974
22858	0.038184447	-0.297632344
22859	0.108001173	0.26376241
22861	0.120768762	0.105040509
22862	-0.024834901	-0.076670144
22863	-0.172511827	0.094848512
22864	0.174835808	0.159975365
22865	0.148807985	0.062577792
22866	-0.367852024	-0.57341798
22868	-0.121910696	-0.238971051
22869	-0.123632731	0.004961568
2286	0.015147306	-0.094021526
22870	-0.076061987	0.101063821
22871	0.009070125	-0.078449789
22872	-0.021070178	0.122348186
22873	0.064709517	0.027374343
22874	-0.145297654	-0.02741593
22875	-0.663980275	-0.348547573
22876	-0.143621193	-0.007266231
22877	0.048344893	-0.054178375
22878	-0.038529756	-0.109494778
22879	-0.178231706	-0.01162183
2287	0.146460826	0.003897123
22880	0.039133804	-0.154131809
22881	0.072126953	-0.035505388
22882	-0.348793952	-0.246815055
22883	-0.080772823	0.009853443
22884	-0.118961859	0.111013899
22885	0.144063216	0.311749082
22887	0.013324373	-0.162949794
22888	0.150096057	-0.004190452
22889	-0.042515931	-0.091814978
2288	0.043903887	-0.189753827
22890	1.768427112	1.950608249
22891	-0.113408686	-0.764880011
22893	-0.087951945	0.097938549
22894	-0.074534384	-0.12602259
22897	0.228797144	0.213877832
22898	-0.327439685	-0.071828051
22899	-0.099313267	0.09947593
2289	-0.167021759	-0.142002087
22900	-0.086421979	-0.146866896
22901	-0.124077067	-0.048028897
22902	0.272663163	0.412171464
22903	-0.132192674	-0.28875474
22904	-0.096332357	-0.013607325
22905	-0.362506246	-0.10011711
22906	-0.260075498	-0.212351911
22907	-0.047443469	0.00146055
22908	-0.130848429	-0.235284793
22909	0.206804618	-0.113827669
2290	-0.029888505	0.018286814
22911	-0.051554951	0.13683422
22913	0.379810678	0.143644716
22914	-0.078706963	0.218164847
22915	-0.065659719	-0.068724011
22916	0.043742745	0.00138972
22917	-0.386617558	-0.041564666
22918	-0.052376824	-0.192560283
22919	0.102404929	-0.028811763
22920	0.270148827	0.14952332
22921	0.095572174	0.012908838
22924	0.232756961	-0.208333067
22925	-0.302920068	-0.144736589
22926	-0.132690426	0.001415949
22927	0.357145854	0.304181198
22928	0.0225431	0.008251736
22929	-0.132478596	-0.008407058
22930	-0.019730661	-0.017763265
22931	0.16694889	0.143665434
22933	-0.019139057	0.066741632
22934	-0.105458834	-0.217767975
22936	0.898525221	0.763668056
22937	-0.027654447	-0.077364763
22938	-0.029101972	-0.024339622
22941	-0.020963103	0.003984731
22943	1.182742303	0.51083827
22944	-0.107982674	0.082815489
22948	0.015224755	-0.292669777
22949	-0.214390188	-0.159079474
2294	0.217980755	-0.064992804
22950	-0.028465282	0.023421108
22953	0.042583864	-0.004947068
22954	-0.033095871	-0.004357571
22955	0.023885523	0.168012516
2295	0.834040058	0.784629649
2296	0.591246387	0.685621426
22974	-0.256201997	0.300928667
22976	0.377052796	-0.101327708
22977	-0.230985878	0.043517875
22978	-0.135594433	-0.285404301
2297	-0.249025148	0.249245544
22980	0.041485084	0.018660843
22981	-0.202883221	0.045643006
22982	0.008162138	0.117491476
22983	0.036042154	-0.074768129
22984	6.39E-05	-0.087673302
22985	-0.072313935	-0.278320903
22986	-0.013476409	0.194086136
22989	-0.164200445	0.235235635
22990	0.302141978	0.110311021
22992	0.020146272	0.080077455
22994	0.0476835	0.198695572
22995	0.073278711	0.1417501
22996	-0.239092993	-0.025828253
22997	-0.170554697	-0.027959856
22998	2.805798264	1.873863804
22999	-0.54635755	-0.487100457
2299	0.14751244	-0.093388366
229	0.045961917	0.140534221
22	-0.27073259	-0.060710214
23001	0.111969696	-0.165008969
23002	-0.560774913	-0.36590459
23004	-0.051778183	0.107565834
23005	0.06059029	0.08577082
23007	-0.04507006	0.005798194
23008	-0.075577999	0.118474508
2300	0.056661388	0.22321002
23011	0.129335485	-0.017648362
23012	0.774298893	0.265721108
23013	-0.114467108	-0.067504085
23014	-0.25364407	-0.004642476
23015	0.207139822	0.23635025
23016	-0.020735891	-0.224616998
23017	0.03354865	-0.046398948
23019	-0.202614588	-0.240554472
2301	-0.10662911	-0.024123672
23020	-0.063933804	0.001334883
23022	0.490279566	0.242119382
23023	0.068936214	0.19704652
23024	0.838838775	0.264301424
23025	-0.071363509	0.001163252
23026	0.008014617	-0.008562637
23028	0.033684076	-0.108705873
23029	0.06838532	0.039888311
2302	0.436230257	-0.089196801
23030	0.003337642	-0.009001004
23031	-0.122125271	-0.052727424
23032	0.190866335	0.027153653
23033	0.201517831	-0.056365953
23034	-0.142961578	-0.241913782
23035	0.276829686	0.333317034
23036	-0.078211754	0.067879152
23037	0.033332646	-0.034725336
23038	-0.052499053	-0.055505357
23039	-0.157559509	-0.143836416
2303	0.287123595	0.892844471
23040	-0.034549669	0.095268474
23041	0.165952154	-0.03784449
23042	-0.112455011	-0.112638172
23043	-0.241709392	0.017121253
23045	0.003455581	0.082811994
23046	0.100109233	0.259190034
23047	-0.095751525	-0.040869923
23048	-0.28756733	-0.33305802
23049	0.046026551	-0.097943257
2304	-0.017547949	-0.178149345
23051	-0.278335242	-0.06584924
23052	-0.238792342	-0.137839569
23053	-0.238220365	-0.13924995
23054	0.000521462	0.049216229
23057	-0.011991691	0.25374094
23059	0.033578631	-0.096537943
2305	-0.207415963	0.119417936
23060	0.071851303	-0.044591177
23061	0.078632813	0.036808787
23062	0.095352175	-0.107919089
23063	0.043051222	-0.146304788
23064	-0.128326183	-0.161493143
23065	-0.010860294	-0.024256718
23066	-1.195001881	-0.773523547
23067	0.011373036	-0.131904564
2306	-0.074417703	-0.021674523
23070	-0.386419381	-0.163931293
23071	0.144061351	0.131565727
23072	-0.022614388	0.117396121
23074	0.156656052	0.160047712
23075	0.051565852	-0.061440611
23076	-0.199158519	-0.197141546
23077	0.061405275	-0.024335376
23078	-0.321782776	-0.257189073
2307	-0.067030839	-0.39884205
23080	-0.119840151	-0.176139291
23081	-0.318662651	-0.133755444
23082	-0.437967767	-0.116887102
23085	-0.118702166	0.001162458
23086	-0.063324603	0.01666207
23087	0.125112675	-0.093742328
23089	-0.100271577	-0.074198971
2308	-0.042038136	0.176667488
23090	1.052239694	0.950508819
23091	-0.211832129	0.218770658
23092	-0.035099578	-0.137085392
23093	0.110652769	-0.25994208
23094	0.058959306	-0.120631176
23095	0.048300886	-0.062741838
23096	-0.09590182	-0.104387961
23097	0.192611234	0.22295907
23098	-0.038778366	0.066197882
23099	-0.051240692	-0.262949939
2309	-0.276281907	-0.215576019
230	-0.217456848	-0.011971908
23101	0.081550694	-0.047497186
23102	-0.017093029	-0.280323709
23105	-0.011882071	0.058150521
23107	-0.099613816	-0.135783777
23108	0.176435374	-0.292375159
23109	-0.031835713	0.230035968
23111	-0.191080983	-0.182252612
23112	-0.067594907	0.012806462
23113	-0.050729671	-0.021603274
23114	0.119234733	-0.239535043
23116	-0.09018539	-0.184981498
23118	0.242242825	0.10161647
23119	0.082366325	0.033455737
23120	0.23205193	0.199129676
23122	0.146610158	0.145655122
23125	0.171043469	0.075676561
23126	0.130796526	0.15016645
23127	-0.12807287	0.019365098
23129	0.306405073	0.448741317
2312	-0.308485283	-0.026196933
23130	0.032774886	0.062482906
23131	0.038127296	0.102530702
23132	-0.009735205	0.108916304
23133	0.201997376	0.024938412
23135	-0.015246405	-0.044023873
23136	-0.099846856	-0.007443898
23137	0.493524201	0.223662852
23138	0.009403921	-0.039488668
23139	-0.139282525	-0.069825651
2313	-0.36769472	-0.379657792
23140	0.114019598	0.165207683
23141	0.005694044	-0.02803771
23142	-0.125509095	-0.121842887
23143	0.207935329	-0.083781282
23144	0.381447236	-0.050925292
23145	-0.216074966	0.025602412
23148	-0.058176237	-0.068607356
23149	0.227125462	0.138740634
2314	-0.149783927	-0.162710599
23150	-0.134998538	-0.274410451
23151	-0.231365429	0.060822015
23152	-0.037908859	0.225583412
23154	0.111859803	-0.009033176
23155	0.057412683	-0.065440411
23157	-0.151485404	-0.259048831
23158	0.352069872	0.137187261
2315	-0.111638692	0.032822802
23160	-0.393122023	-0.253482336
23161	-0.007016556	-0.034064856
23162	0.080766072	-0.02338128
23163	-0.026797683	-0.081796446
23164	0.136218171	-0.019835695
23165	-0.159880858	-0.024228442
23166	-0.013932853	0.039373679
23167	0.132731386	-0.120751884
23168	-0.08395549	0.031595026
23169	-0.160752931	0.069936328
2316	-0.050673017	-0.117573442
23170	0.044089392	0.001065068
23171	0.227516012	0.044952194
23172	0.072907773	-0.06214365
23173	0.577837382	0.49528762
23174	0.407881372	0.25387049
23175	-0.225635818	-0.168763797
23176	-0.100357515	-0.046709625
23177	-0.56590125	0.131770681
23178	-0.161428101	0.0855915
23179	-0.166283321	0.140129847
2317	0.266177466	0.06271436
23180	-0.019134825	0.147399989
23181	0.080913399	-0.07509604
23184	-0.166291846	-0.128290323
23185	-0.014007392	0.006639392
23187	0.437391587	0.31244967
23189	1.112288671	0.767679583
2318	0.439658637	-0.096697817
23190	0.014487132	-0.056067123
23191	-0.20703427	-0.216590927
23193	-0.185029875	-0.010365829
23194	-0.430940483	-0.239408121
23195	-0.124960529	0.037668184
23196	-0.044684567	-0.019745614
23197	-0.04678319	-0.148223317
23198	0.03898788	0.019007557
23199	1.027582605	1.142521459
2319	-0.378742999	-0.116530503
231	-0.176152462	0.053892226
23200	-0.137156011	-0.011638348
23203	0.000547264	-0.1177766
23204	0.162961686	-0.075901773
23205	0.033389558	0.175110751
23207	0.126717103	0.053305412
23208	-0.042044477	-0.390501618
23209	0.353817496	0.235558063
23210	-0.153134367	-0.069862925
23211	0.106344017	0.013717681
23212	-0.124336199	-0.282287861
23213	0.360513613	0.289687978
23214	-0.032395539	-0.03497024
23215	0.010026001	-0.163705605
23216	0.219705194	0.247169556
23217	0.055649545	0.04679494
23218	-0.302875245	0.167105142
23219	0.177794359	-0.136811928
23220	-0.139428893	0.207255549
23221	-0.044521215	0.06866294
23223	-0.300863638	-0.36532412
23224	-0.018847946	0.124840412
23225	-0.166910286	0.127160945
23228	-0.041364772	0.252223833
23229	-0.164398373	0.178765132
2322	-0.32147654	0.072283398
23230	-0.057296753	0.206953349
23231	0.019544804	0.073867482
23232	-0.526617923	-0.272177937
23233	0.178914748	-0.133108427
23235	0.014627852	-0.075297373
23236	-0.308354343	-0.146385483
23237	0.143286018	0.139583466
23239	-0.184816225	-0.244431481
2323	-0.335575142	-0.38139014
23240	-0.478772939	-0.25378903
23242	-0.031619975	-0.054641438
23243	-0.543917742	-0.419360914
23244	-0.049117638	-0.124963697
23245	-0.102197524	0.182885146
23247	-0.261922489	0.048073155
23248	-0.077102153	0.145229154
2324	-0.055850991	-0.016213705
23250	0.179909036	0.036678461
23251	0.115745958	-0.107410153
23252	0.07763085	0.143676204
23253	0.040899034	0.111479325
23254	0.225936249	0.697892947
23256	0.202448875	0.123096427
23258	0.430810895	0.291249126
23261	0.112799323	-0.018856024
23262	0.231181725	0.094112918
23263	-0.120060739	0.058952389
23264	0.028251004	-0.086856004
23265	-0.104295819	-0.064151421
23266	0.614915039	0.418209425
23269	-0.209148805	-0.28992007
2326	0.186895706	0.098017809
23270	-0.095684702	0.029105994
23271	0.218634253	0.114243304
23272	-0.093678434	-0.160715777
23273	0.136953237	-0.167152196
23274	-0.068558612	-0.104797542
23275	-0.016649168	0.091213364
23276	-0.107507458	-0.171570095
23277	-0.08513543	-0.243181943
23279	0.067275946	-0.070890809
2327	-0.087202037	0.096729379
23281	-0.049880714	-0.049706744
23283	0.179571244	-0.12661799
23284	-0.083712237	0.076315682
23285	0.199374217	0.221190197
23286	-0.061839385	-0.062637129
23287	-0.318573665	-0.385766388
23288	0.023849975	0.053988135
2328	-0.099103044	-0.058775216
23291	0.252267396	-0.141259595
23293	-0.14319634	-0.056620975
23294	-0.293257418	-0.101991005
23295	-0.061091172	-0.035553083
23299	0.160433347	0.16621892
2329	-0.253553797	0.112598576
23300	-0.199586923	-0.161459137
23301	0.183650294	0.149949946
23302	0.021845984	0.0303286
23303	-0.319087438	-0.336358509
23304	-0.119007392	-0.205103677
23305	-0.129611237	0.073171536
23306	-0.354063626	0.091873797
23307	-0.042854086	0.103320906
23308	0.104575431	0.027093936
23309	0.165030103	0.083683305
2330	-0.104585306	0.078222772
23310	0.048200454	0.298218686
23313	0.157720113	0.103729057
23314	0.394282748	0.182578534
23315	-0.234022334	-0.321307164
23316	0.031063936	0.111089972
23317	-0.161412151	-0.068172358
23318	0.146110702	-0.072831257
2331	0.059720518	0.2773708
23321	-0.110128706	-0.326747164
23322	1.199640227	0.54864084
23324	-0.004661699	0.069395513
23325	0.107299579	-0.140639493
23326	-0.054665548	0.053163693
23327	-0.683315167	-0.529852439
23328	0.657135401	0.899931071
23329	-0.208699795	-0.117066558
2332	0.178313306	0.060777759
23331	0.03438704	0.038848502
23332	0.161141875	0.208298956
23333	0.538347833	0.29932442
23334	0.246437538	-0.067675764
23335	-0.001973079	-0.035230598
23336	0.702808529	0.159862709
23338	-0.22950886	-0.011303792
23339	0.120318223	0.049367153
23344	-0.110498707	-0.098666262
23345	0.119342617	0.153613593
23347	-2.73E-05	-0.15905428
23348	-0.233404841	0.032319622
23349	-0.095680582	0.030215162
2334	0.334415556	0.584887477
23350	-0.123604915	0.081530803
23351	-0.071699927	-0.148154098
23352	0.089640757	0.074538483
23353	-0.202150091	-0.150034607
23354	0.403068545	-0.007843093
23355	-0.206321992	-0.123290228
23357	-0.104189268	-0.087131732
23358	-0.122850147	-0.188793277
2335	-0.016248348	0.068040395
23360	-0.105508126	0.050964915
23361	-0.1265494	0.111324768
23362	0.151858422	-0.325594548
23363	-0.124493147	-0.072404353
23365	0.053079888	0.048458249
23366	-0.388520167	-0.307697848
23367	0.126100902	-0.055495252
23368	-0.029197448	-0.059010688
23369	-0.066645601	-0.145636834
23370	-0.130015674	-0.135652119
23371	-0.513931789	-0.579073908
23373	-0.237796459	0.011623425
23376	0.271134733	0.010088017
23378	0.020050947	0.019555217
23379	-0.053809976	-0.367785754
23380	-0.152319147	-0.480841771
23381	0.224766494	-0.010794523
23382	0.073224509	-0.018588563
23383	-0.068523495	0.034921373
23384	-0.196548928	-0.193786281
23385	-0.027453114	0.024270229
23386	-0.041598176	-0.038374858
23389	0.253849571	-0.001339207
23390	-0.106218599	-0.127267574
23394	0.17061432	-0.027606583
23395	0.077214644	-0.415225954
23396	0.102282936	0.139883803
23397	-0.101838613	0.298036945
23398	0.341737975	-0.161443878
23399	0.065869711	0.073042155
2339	-0.126176291	0.0451031
23400	-0.109182686	-0.57392868
23401	-0.120987305	0.17064905
23403	-0.455782556	0.390108841
23404	0.155324177	-0.1788487
23405	0.037625782	-0.180616073
23406	-0.201482523	0.258120938
23408	-0.175754037	-0.116526795
23409	-0.02550219	0.135749009
23410	-0.364103991	-0.039728813
23411	0.209028081	0.442394777
23412	0.021062682	-0.064766802
23413	0.767690607	0.630457888
23414	0.612478912	0.470545071
23415	0.060881614	0.128193854
23416	-0.217730148	0.095667118
23417	-0.23090782	-0.195267108
23418	-0.055154208	-0.007377685
23421	0.034304179	0.010953508
23423	-0.118596555	-0.000761316
23424	-0.490656281	-0.44854379
23426	0.372563607	-0.207776584
23428	0.169653851	0.287200648
