"p.geomean"	"stat.mean"	"p.val"	"q.val"	"set.size"	"exp1"	"exp2"	"exp3"	"exp4"	"exp5"	"exp6"
"aga00561 Glycerolipid metabolism"	0.364806940147353	-0.124187495713748	0.383114038630532	0.940769023350316	30	0.726552172916995	0.333193979085251	0.407465537295031	0.0607907927045999	0.474800649227992	0.827893754841121
"aga00030 Pentose phosphate pathway"	0.415276434964778	-0.119682524274486	0.386147118495865	0.940769023350316	19	0.45742380857901	0.538462696826488	0.75153686177579	0.197558736774441	0.252584560251485	0.555259516496585
"aga00981 Insect hormone biosynthesis"	0.353687580086052	-0.125637752972435	0.388809425771636	0.940769023350316	13	0.386881267421276	0.390240709379567	0.669709477873407	0.655483985212414	0.037218180541484	0.793605948437658
"aga04350 TGF-beta signaling pathway"	0.393986185562007	-0.116796059030611	0.389993890484778	0.940769023350316	28	0.0742843925526179	0.639891731191935	0.705673337072288	0.501790591393003	0.461401454110804	0.481589167866127
"aga04142 Lysosome"	0.384366553476299	-0.111195564047538	0.392448005429714	0.940769023350316	69	0.518876316223507	0.917194628466671	0.325826067850867	0.41783843273051	0.363443682577414	0.136935751980153
"aga00620 Pyruvate metabolism"	0.414471957884477	-0.104369776381908	0.400182265712411	0.940769023350316	28	0.277705025748598	0.450331838785808	0.733841246161538	0.503847364200958	0.670380459705802	0.163543040409295
"aga03050 Proteasome"	0.399031408760643	-0.0900034233788294	0.413606407934603	0.940769023350316	39	0.834505571061004	0.490237350833396	0.269489020561068	0.617567864401114	0.511332474071027	0.115951857802191
"aga00630 Glyoxylate and dicarboxylate metabolism"	0.434548547514262	-0.0858308823368628	0.41749292217566	0.940769023350316	23	0.452026514030597	0.557071662817335	0.747039375557672	0.449528546671292	0.184911940546048	0.430614959336149
"aga04013 MAPK signaling pathway - fly"	0.447375364860797	-0.0721312604472884	0.431406105950401	0.940769023350316	17	0.179126068040209	0.576927504661939	0.457662032015585	0.523113179310277	0.581390902140334	0.557369986222862
"aga00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	0.449185445096664	-0.0515129363985593	0.450437523034482	0.940769023350316	12	0.555638066495668	0.508485809088501	0.786128875950131	0.401759141238781	0.369277171303429	0.249270708231511
"aga04140 Regulation of autophagy"	0.409514872298647	-0.0526183325742773	0.450555687670329	0.940769023350316	18	0.840849581336225	0.565832563098997	0.103449252698488	0.610802998510108	0.497006550642232	0.315661191349922
"aga03015 mRNA surveillance pathway"	0.403504923745121	-0.0328559789744077	0.467765629615017	0.940769023350316	59	0.446040603468312	0.915607180886774	0.530587900987906	0.346974922812877	0.10317297120392	0.556401226235005
"aga00520 Amino sugar and nucleotide sugar metabolism"	0.4612749351871	-0.0212033682165413	0.479409416989215	0.940769023350316	43	0.571717952838253	0.762840073676694	0.438503295974973	0.551342661610795	0.400707134719547	0.227993399330279
"aga00980 Metabolism of xenobiotics by cytochrome P450"	0.475617533482671	-0.0156608624003714	0.485033293528092	0.940769023350316	19	0.44321343147834	0.652172331475839	0.471593642107013	0.258797233933687	0.530686546534176	0.618309907737095
"aga04080 Neuroactive ligand-receptor interaction"	0.465004826435266	0.0140230973393732	0.51321934765431	0.940769023350316	40	0.317123236478262	0.3843848880082	0.303161514004426	0.557882610414631	0.846094836632217	0.579581423105825
"aga00260 Glycine, serine and threonine metabolism"	0.365331031869482	0.0163788758577148	0.518269212963639	0.940769023350316	32	0.114528153988801	0.737109784545677	0.836807416460145	0.684874506913685	0.770906602082671	0.0637436103961761
"aga00350 Tyrosine metabolism"	0.401732541001078	0.0219257274099022	0.520070021558354	0.940769023350316	13	0.0906078555989167	0.523284314296104	0.356861671474166	0.348244282345511	0.919197252578385	0.776114654632387
"aga00380 Tryptophan metabolism"	0.447482292288158	0.0227297748429661	0.521254490743684	0.940769023350316	19	0.54305737833671	0.797732377833825	0.818165207176895	0.258726253425662	0.289037711910691	0.302911784669848
"aga00565 Ether lipid metabolism"	0.437062665877114	0.0284466195837536	0.523096525634466	0.940769023350316	16	0.43725281328191	0.287193861654897	0.933574912125853	0.270629344983877	0.651552370548336	0.337194986447689
"aga00982 Drug metabolism - cytochrome P450"	0.486583585711046	0.0268247763572386	0.526151402077963	0.940769023350316	19	0.312308425427778	0.612461277643784	0.516347653612348	0.309891593823458	0.677841494996355	0.639738128168883
"aga00770 Pantothenate and CoA biosynthesis"	0.463225912069782	0.0336793767819715	0.532367972454862	0.940769023350316	10	0.237255578012354	0.720236059545566	0.43699515029001	0.648796815214495	0.768535610799214	0.265348389079903
"aga04144 Endocytosis"	0.453637623164287	0.0470150903121814	0.545609907101381	0.940769023350316	109	0.378793192261595	0.875940239203051	0.491024106915714	0.727130426927029	0.407582165926317	0.180487633051884
"aga04340 Hedgehog signaling pathway"	0.413197441321206	0.0529070885898203	0.554295161934392	0.940769023350316	23	0.730124981216172	0.680775007867596	0.051635884618771	0.406660795421791	0.81777078963359	0.583081695669514
"aga04130 SNARE interactions in vesicular transport"	0.510021987784512	0.0886252566735299	0.584908112893671	0.940769023350316	19	0.500721501618712	0.536682698920342	0.699500183236373	0.742721960587498	0.350438696541449	0.359743874029004
"aga04391 Hippo signaling pathway - fly"	0.443243274300694	0.11886659888762	0.612941809045575	0.940769023350316	52	0.39716243791086	0.144262889314612	0.944557349907077	0.417833120091003	0.800274823011233	0.419044152616112
"aga04320 Dorso-ventral axis formation"	0.520712690098417	0.119448049198713	0.613908244967116	0.940769023350316	25	0.480417499394955	0.448632955206518	0.354759779410913	0.490884457733416	0.812775677292195	0.653423310554925
"aga00760 Nicotinate and nicotinamide metabolism"	0.500143359694413	0.126939206623635	0.619793787584928	0.940769023350316	15	0.31279299226932	0.713507440252653	0.346646326025399	0.351349341701815	0.820851736964071	0.701489305886986
"aga00190 Oxidative phosphorylation"	0.449921741724041	0.132046309330171	0.625944825211776	0.940769023350316	98	0.5943152739603	0.486579961042536	0.415364790059438	0.119923939182878	0.95656945624538	0.602003056301145
"aga00514 Other types of O-glycan biosynthesis"	0.500809495849174	0.163009752300461	0.648530789577766	0.940769023350316	11	0.253780670919351	0.434494495329594	0.404424902087006	0.520397316053668	0.761554802394745	0.892726468862209
"aga00130 Ubiquinone and other terpenoid-quinone biosynthesis"	0.525821813760551	0.173626188284861	0.662502388109485	0.940769023350316	10	0.690724981581948	0.194477514093632	0.659581366351675	0.514545563821824	0.663350979359877	0.698910305716088
"aga00280 Valine, leucine and isoleucine degradation"	0.513994784078899	0.180074599629771	0.66891117522084	0.940769023350316	31	0.63765520991432	0.649927340046331	0.883635008986581	0.559106538974535	0.225885000157673	0.398700402586131
"aga00250 Alanine, aspartate and glutamate metabolism"	0.49792376810516	0.192969682473418	0.680949642496761	0.940769023350316	29	0.749545688510567	0.836066398874739	0.424861858257582	0.134705223629961	0.609085795444992	0.697633958478476
"aga00860 Porphyrin and chlorophyll metabolism"	0.552162246211749	0.198278466941534	0.684573130683311	0.940769023350316	19	0.77792575042762	0.460340999031504	0.689523486010076	0.67444017234872	0.452089927117571	0.376413441870393
"aga00360 Phenylalanine metabolism"	0.539378346083812	0.202961661190587	0.686895405158898	0.940769023350316	10	0.65746643552401	0.701406329300304	0.541547489469396	0.240471523402129	0.792922579035027	0.51711458870402
"aga00564 Glycerophospholipid metabolism"	0.492380800345346	0.204612244870498	0.690361974616572	0.940769023350316	48	0.83824709108742	0.330688525850323	0.511146903975201	0.199602276687109	0.911543166478852	0.552747788336634
"aga00970 Aminoacyl-tRNA biosynthesis"	0.51739439873833	0.208683473212523	0.694166102264931	0.940769023350316	43	0.27895068919161	0.675802682221706	0.848567054843011	0.475992040897415	0.308379536113998	0.816980288949907
"aga04150 mTOR signaling pathway"	0.581281876241061	0.224902218257808	0.708122459858614	0.940769023350316	31	0.756164185401673	0.540931057662799	0.559176694769253	0.542999052048344	0.560392100878239	0.55427148155435
"aga04330 Notch signaling pathway"	0.472469796373807	0.241503012468715	0.719659465901748	0.940769023350316	21	0.881473584862769	0.488838816026878	0.407909735145375	0.65562454326218	0.105863305230601	0.911810512186032
"aga00410 beta-Alanine metabolism"	0.546166381339009	0.252913008815983	0.729228573052897	0.940769023350316	18	0.706636302593718	0.619318578781169	0.856027765458615	0.37638669202428	0.270713690171976	0.695356312129124
"aga03410 Base excision repair"	0.560732628320869	0.258523410892879	0.73379458141465	0.940769023350316	17	0.339342287441553	0.65533603668029	0.542877469490965	0.40725998340833	0.757564480623687	0.834525809620957
"aga04141 Protein processing in endoplasmic reticulum"	0.566068314617206	0.256976922272056	0.735039713906243	0.940769023350316	110	0.527840557408444	0.860689446312459	0.666717439776357	0.317810595310009	0.596594718810878	0.572893969320426
"aga01040 Biosynthesis of unsaturated fatty acids"	0.566131674511046	0.263338662152879	0.736847820075524	0.940769023350316	14	0.369495381135435	0.796004046728537	0.724855994964816	0.490241723611	0.416073262212055	0.75709193593743
"aga00562 Inositol phosphate metabolism"	0.551619874091246	0.29283095813998	0.7603572734249	0.940769023350316	30	0.378961986008769	0.93250998379245	0.395355606392246	0.426705452918556	0.640438542993899	0.737898683551076
"aga03430 Mismatch repair"	0.510663678325323	0.305352866738602	0.765902166503911	0.940769023350316	18	0.173160233634331	0.780316753086646	0.448856385809802	0.474768605499988	0.962367715528592	0.639970969642555
"aga00650 Butanoate metabolism"	0.551027880519919	0.307831550736311	0.769439781882967	0.940769023350316	14	0.664801253266513	0.532150290600938	0.916154288765897	0.61276719885803	0.210735281024683	0.668827202957517
"aga00480 Glutathione metabolism"	0.604829876831208	0.313896727478861	0.778143008502598	0.940769023350316	43	0.666624506554479	0.685053983226771	0.595614623200974	0.701207134414505	0.363226303213746	0.706650020294154
"aga00590 Arachidonic acid metabolism"	0.595433008918779	0.326278789378164	0.783967834360373	0.940769023350316	13	0.430755922271778	0.406038093114602	0.776418902289435	0.579957845295078	0.785305727386931	0.720556619507468
"aga04310 Wnt signaling pathway"	0.594908397436158	0.338451390040059	0.795619601538505	0.940769023350316	56	0.75362093131251	0.776122370597256	0.321228120574602	0.462031518593695	0.736410315574801	0.693445634753754
"aga04070 Phosphatidylinositol signaling system"	0.560216783412279	0.347339132949056	0.80009925733322	0.940769023350316	35	0.429103356518949	0.84684372378533	0.366422236980219	0.360516366223454	0.70217984498321	0.917099259061632
"aga04745 Phototransduction - fly"	0.519318956842117	0.35926406586779	0.803820716518963	0.940769023350316	25	0.342814246476525	0.7278184650725	0.696420156144156	0.2248822763562	0.982483540460682	0.510941619948968
"aga04146 Peroxisome"	0.504171764193541	0.353585580162786	0.805432586963965	0.940769023350316	64	0.231854950653139	0.841855851718339	0.16460779285552	0.692462795482918	0.790525337633605	0.933801094423818
"aga03030 DNA replication"	0.547459256681917	0.360500133861111	0.807834270050815	0.940769023350316	34	0.372473373459033	0.662952432429513	0.298369451701406	0.469526305203009	0.961177611034335	0.809683499249595
"aga00983 Drug metabolism - other enzymes"	0.542927704869782	0.417507737913835	0.841507072657322	0.965194229914484	18	0.185344646630337	0.338017183285786	0.917971402343277	0.620024551787768	0.873352922827	0.822442188580262
"aga03060 Protein export"	0.619825455157338	0.44794769798259	0.859874067720367	0.965194229914484	21	0.785893470542643	0.93504396158964	0.500794102011143	0.587890098260292	0.420145133301873	0.623829702783835
"aga03440 Homologous recombination"	0.652012315146373	0.445506976976641	0.860281813619431	0.965194229914484	22	0.443904625876355	0.732751561775895	0.637147173235008	0.825983935870733	0.661967496917103	0.678016622486517
"aga03040 Spliceosome"	0.589408886380175	0.488350774440728	0.883603704896312	0.971974107777406	108	0.87678854056424	0.718326055485762	0.760514585151303	0.175387435087801	0.555719510140053	0.898094264206298
"aga00910 Nitrogen metabolism"	0.646216220878958	0.506227060450266	0.887454620144588	0.971974107777406	13	0.725169796989215	0.871036900772217	0.659658624986437	0.467901175168462	0.858736604192162	0.434968205675124
"aga03460 Fanconi anemia pathway"	0.608107079330475	0.534536028444984	0.902340572594455	0.976650972690469	27	0.191377944830581	0.91477221300316	0.659530859183761	0.690540808971222	0.718953074690444	0.882166354576412
"aga00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis"	0.616218620106242	0.58798116740998	0.920556225000086	0.979537709694322	24	0.434389421464953	0.793695301494322	0.314604526286609	0.672655706726336	0.982760401526052	0.763607888375847
"aga04145 Phagosome"	0.647369974063394	0.616120132570822	0.932935448166174	0.979537709694322	53	0.917805545609651	0.514638902685254	0.556038921916435	0.369462270242592	0.94239851475034	0.804918935246608
"aga00900 Terpenoid backbone biosynthesis"	0.718514758471963	0.701134469792687	0.955019968692199	0.979537709694322	22	0.865826043407252	0.859114766724831	0.848876453303577	0.638650420189422	0.447056127485788	0.76324257588588
"aga03020 RNA polymerase"	0.675321053805782	0.729581326588614	0.960963948964185	0.979537709694322	26	0.891030107585258	0.828126769400195	0.839637661010695	0.938443047027169	0.290882952587363	0.56085995596422
"aga00240 Pyrimidine metabolism"	0.762828374376509	0.749413442661267	0.966396719006161	0.979537709694322	75	0.769320668640114	0.850675117538923	0.655547849392346	0.708625936222256	0.854626617225323	0.758389038512911
"aga00230 Purine metabolism"	0.755956237696729	0.762921603427138	0.968890560675906	0.979537709694322	116	0.67129463570745	0.746873495630823	0.609059464642644	0.82733456861705	0.807739109606832	0.914550573213847
"aga00510 N-Glycan biosynthesis"	0.788983114627568	0.870215256524174	0.982803505603497	0.982803505603497	35	0.772760877171875	0.850474162199407	0.633629365079427	0.902178630327083	0.739546809453882	0.868173453467672
"aga03450 Non-homologous end-joining"	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA
"aga04122 Sulfur relay system"	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA
"aga04711 Circadian rhythm - fly"	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA
"aga00053 Ascorbate and aldarate metabolism"	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA
"aga00061 Fatty acid biosynthesis"	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA
"aga00072 Synthesis and degradation of ketone bodies"	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA
"aga00100 Steroid biosynthesis"	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA
"aga00232 Caffeine metabolism"	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA
"aga00290 Valine, leucine and isoleucine biosynthesis"	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
"aga00300 Lysine biosynthesis"	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
"aga00340 Histidine metabolism"	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA
"aga00400 Phenylalanine, tyrosine and tryptophan biosynthesis"	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA
"aga00430 Taurine and hypotaurine metabolism"	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA
"aga00450 Selenocompound metabolism"	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA
"aga00460 Cyanoamino acid metabolism"	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA
"aga00472 D-Arginine and D-ornithine metabolism"	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
"aga00512 Mucin type O-Glycan biosynthesis"	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA
"aga00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA
"aga00533 Glycosaminoglycan biosynthesis - keratan sulfate"	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
"aga00592 alpha-Linolenic acid metabolism"	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA
"aga00601 Glycosphingolipid biosynthesis - lacto and neolacto series"	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
"aga00603 Glycosphingolipid biosynthesis - globo series"	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA
"aga00604 Glycosphingolipid biosynthesis - ganglio series"	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA
"aga00730 Thiamine metabolism"	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA
"aga00750 Vitamin B6 metabolism"	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA
"aga00780 Biotin metabolism"	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA
"aga00785 Lipoic acid metabolism"	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA
"aga00830 Retinol metabolism"	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA
"aga00920 Sulfur metabolism"	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA
