Gene.Symbol	p7Ct1B	p7KO1B	p7Ct2	p7KO2	p7Ct1	p7KO1
AI317395	7.917279796	7.844006817	7.837035049	7.95121086	7.835986347	7.938582404
AI413582	9.154217252	9.121372213	9.164677917	8.964373684	9.095596081	9.0422914
AI427809	8.284544763	8.466574324	8.45616498	8.61292627	8.166843411	8.381122089
AI464131	9.231213645	9.211137426	9.188360645	9.472630533	9.087318832	9.176244625
AI467606	8.533901051	8.598537838	8.743314552	8.904661045	8.519943288	8.563743488
AI480653	8.295791435	8.380551456	8.213783748	8.277299258	8.345435024	8.327404597
AI481877	7.825219782	7.842323824	7.802932678	7.855064127	7.831143733	7.84118414
AI504432	8.086267695	8.048589038	8.01376473	7.892215323	8.065434789	8.021570788
AI593442	7.908215942	7.911788026	7.897060337	7.981586156	7.845093074	7.82199113
AI597468	9.660309851	9.556421116	9.387278175	9.438508748	9.74437948	9.467146233
AI597479	9.539759548	9.605797659	9.44814502	9.28778647	9.528033116	9.523873533
AI606181	7.829602448	7.779813497	7.885085136	7.808096938	7.909716218	7.866110329
AI607873	8.992832013	9.070361413	8.802378517	9.20354193	8.971238774	8.953486401
AI661453	7.939656861	7.932450195	8.088896314	8.138797699	7.861038888	8.025799567
AI747448	7.724835021	7.672188271	7.741018616	7.663060011	7.662447818	7.750031959
AI836003	7.689171484	7.736201156	7.689171484	7.674202646	7.735374762	7.637209775
AI837181	8.799313153	8.818438526	9.070468447	9.281892282	8.827606021	8.826560675
AI846148	8.636434803	8.704309013	8.727695571	8.647401864	8.641847561	8.709279556
AI849053	7.798716391	7.738557176	7.832515863	7.740120323	7.714477578	7.768506964
AI854517	7.765787972	7.817474975	7.842684314	7.773803527	7.819789878	7.787386255
AI854703	7.856259484	7.851761968	7.88669872	7.879338166	7.940534036	7.840726947
AI987944	8.067240999	8.083646438	7.958622903	8.104305097	8.125243135	8.041503109
AK129341	8.302068906	8.236871956	8.099733429	7.882586884	8.253006551	8.224766584
AK157302	8.529054669	8.283660468	8.644045356	8.733329044	8.526928972	8.345371376
AU015228	7.742352185	7.74638303	7.793366548	7.836630132	7.716329117	7.804194915
AU015836	7.75953394	7.771135267	7.788985721	7.840181096	7.758287833	7.764302921
AU018091	7.683329935	7.726206333	7.761749995	7.704474001	7.636304956	7.699263267
AU018829	7.813364846	7.765787972	7.740170825	7.785956052	7.70522844	7.80140839
AU019823	9.303244993	9.292161261	9.019479023	9.118898911	9.302327695	9.196071254
AU020206	8.296259145	8.47023845	8.46182445	8.452976536	8.421909551	8.571872119
AU021092	7.957678907	8.046743682	8.042000026	8.046091995	7.921806782	8.005152175
AU022252	8.506677708	8.663816119	8.717905932	8.62531315	8.448378497	8.737468396
AU022751	7.8376323	7.727489901	7.773763722	7.86395044	7.752883623	7.795108829
AU023871	8.17297958	7.975259303	8.168977998	8.049349966	8.224105261	7.930608749
AU040320	9.619360714	9.784761744	9.871663003	9.827159748	9.642551213	9.769013302
AV320801	7.825219782	7.943065524	7.88669872	7.908215942	7.899293622	7.860597277
AW011738	7.909353993	7.84118414	7.931662794	8.005152175	7.890244993	7.911266861
AW209491	7.72616151	7.696141819	7.73193929	7.694987995	7.676189638	7.711446208
AW549877	12.09653158	12.14618125	11.75898915	11.43033095	12.04892398	12.13821853
AW551984	8.773026727	8.888922021	8.600051642	10.18283088	8.696206538	8.88101656
AW554918	7.84123139	7.853523912	7.760557272	7.789070085	7.789227734	7.891367367
AW822252	7.798716391	7.736201156	7.78095291	7.725571297	7.742216315	7.835623445
AY036118	7.687029312	7.650392467	7.714725133	7.677892058	7.646744389	7.635949724
AY074887	7.775477015	7.743761382	7.742586846	7.714725133	7.797213535	7.809641405
AY358078	7.856259484	7.860911779	7.79495574	7.823883921	7.908533324	7.776962856
AY761184	7.862828142	7.874278492	7.790624324	7.896007316	7.826037886	7.888208802
AY761185	7.734049677	7.771801802	7.676497528	7.743623677	7.73434267	7.70522844
Aaas	9.008232865	9.103458302	9.108656334	9.126550019	9.111942965	9.160868117
Aacs	11.67670296	11.36074349	11.46032139	9.456742229	11.63271934	11.27262459
Aadac	7.721022473	7.809965406	7.787317381	7.805564602	7.748920258	7.736891047
Aadacl3	7.717062581	7.764401623	7.742586846	7.770562712	7.819789878	7.832247572
Aadat	7.769040314	7.654482872	7.710752726	7.690800846	7.788809518	7.748288959
Aak1	8.053326671	8.075285535	8.054260872	8.143312934	8.048020865	8.011051911
Aamp	10.97178769	11.12582219	11.3888231	11.20595535	10.96122268	11.06507096
Aanat	7.762664334	7.701522707	7.71637418	7.768605396	7.752259178	7.703667014
Aard	8.110259607	8.205854952	8.282397102	8.56791046	8.07987968	8.224136431
Aars	10.4945163	10.3971157	10.54203806	10.63339282	10.4847472	10.53229822
Aars2	7.870716138	7.980467944	7.89810327	7.914651156	7.936398042	7.897883201
Aarsd1	8.81215228	8.809775748	8.826185136	8.843136496	8.764220099	8.789320326
Aasdh	8.985455933	8.963586522	8.949202386	8.923988082	9.011940383	9.026493228
Aasdhppt	7.676189638	7.73012983	7.74638303	7.679612742	7.68286582	7.681183413
Aass	7.804284021	7.73012983	7.869556153	7.779418749	7.804284021	7.790826635
Aatf	8.897616781	8.705794926	8.564873881	8.507214746	8.782017863	8.634699007
Aatk	13.84903555	13.77656712	13.72814389	11.30159367	13.67050317	13.73687812
Abat	9.802443911	9.581687285	9.805924611	9.32184577	9.753812281	9.74595548
Abca1	7.816178234	7.80138447	7.861497423	7.831506254	7.709405055	7.828850205
Abca12	7.930697468	7.804917667	7.866110329	7.811679504	7.898719295	7.84355095
Abca13	7.682614322	7.672858745	7.649347468	7.755282484	7.721596143	7.692415343
Abca14	7.998249774	7.934376903	7.952268357	7.937849238	7.936909854	7.986548214
Abca15	7.770995796	7.81688961	7.951339946	7.924655354	7.835032935	7.795108829
Abca16	7.789685881	7.804284021	7.792418556	7.76402713	7.800019756	7.818669863
Abca17	7.982043848	7.919687868	7.878809726	7.91247856	7.981046792	7.946559468
Abca2	8.340090857	8.288862535	8.353696772	8.099166735	8.332034735	8.439465744
Abca3	10.45998922	10.48336951	10.60365839	10.46913062	10.34551777	10.36484388
Abca4	7.728659465	7.798853324	7.785686853	7.775516782	7.727732982	7.75283885
Abca5	7.72616151	7.828227405	7.772524973	7.858022615	7.794705822	7.774374832
Abca6	7.858069301	7.914651156	7.864632571	7.862528181	7.849991911	7.866110329
Abca7	9.114325335	9.10898393	9.16948828	9.004547374	9.07492007	8.957415255
Abca8a	11.63023058	11.33801829	11.42858706	10.60776859	11.72689416	11.46537688
Abca8b	8.786734207	8.57005077	8.656348758	8.186455774	8.818103226	8.569334928
Abca9	9.227549815	9.163615094	8.776473192	8.418358873	9.121661121	9.188798379
Abcb10	8.049127599	7.85053614	7.943105433	7.889179966	8.087762272	7.936471025
Abcb11	7.813364846	7.750708636	7.837035049	7.817560714	7.771952957	7.72793074
Abcb1a	7.747536515	7.751288915	7.773763722	7.801172119	7.740120323	7.757906871
Abcb1b	8.076040317	8.121757793	8.089798545	8.617485429	8.070316051	8.159667425
Abcb4	8.290623957	7.97799023	8.25400873	8.277650977	8.217102754	7.90269482
Abcb5	7.763291194	7.911099459	7.713314866	7.847005297	7.833114175	7.8517155
Abcb6	8.794711127	8.727634204	8.716783623	8.683835459	8.802195875	8.665408384
Abcb7	8.991558047	8.956383573	8.892365437	9.20073934	9.02415974	9.006662596
Abcb8	8.49368367	8.413953521	8.589018585	8.534271334	8.428945979	8.453901884
Abcb9	8.430520908	8.359440216	8.467227382	8.089967817	8.354868634	8.301776898
Abcc1	7.664389511	7.668753066	7.677561083	7.703016038	7.682254501	7.708608891
Abcc10	8.194497418	8.143295138	8.216187722	8.010238282	8.11035247	8.092858526
Abcc12	7.790261648	7.721127662	7.73012983	7.743170324	7.732977743	7.693090924
Abcc2	7.802982302	7.773045923	7.799219925	7.809680615	7.780565947	7.770233716
Abcc3	8.220463092	8.22203552	8.080845806	8.236578294	8.16111818	8.129881915
Abcc4	8.502286414	8.500641416	8.315351857	8.180613739	8.48672136	8.457438902
Abcc5	10.38714795	10.47669507	10.35357391	9.956245673	10.39989033	10.44251179
Abcc6	7.974984962	7.951174863	7.985696906	7.928285824	7.960690547	7.947400299
Abcc8	7.767691501	7.706662624	7.785686853	7.713487096	7.787237733	7.781299771
Abcc9	8.579128785	8.639138106	8.804490824	9.353215378	8.593623333	8.612245913
Abcd1	8.228122892	8.310263345	8.416740471	8.463117248	8.339144642	8.362975211
Abcd2	7.952539588	8.022540948	7.887991952	8.348601597	7.917474551	7.961955118
Abcd3	9.8898287	9.765138138	9.452350869	9.283044069	9.815148415	9.764288333
Abcd4	8.601826344	8.671069366	8.597155068	8.599161997	8.676271934	8.727634204
Abce1	8.002587229	8.07406876	8.143866837	8.080106682	8.106343778	8.174863854
Abcf1	10.25346863	10.38274243	10.45240327	10.51785287	10.23210367	10.33655757
Abcf2	9.324596621	9.224746459	9.568357225	9.508114329	9.364723613	9.326044898
Abcf3	9.686960365	9.782361542	9.732429106	9.814678328	9.581771717	9.70161282
Abcg1	7.935619455	7.960769941	7.841041477	7.935490458	7.897536134	7.989719933
Abcg2	7.608678564	7.599154346	7.808006457	7.690800846	7.714973875	7.619104507
Abcg3	7.867039149	7.815661922	7.725571297	7.814511404	7.830219504	7.802421935
Abcg4	8.391708116	8.371827579	8.357128238	8.209442981	8.336545707	8.266258725
Abcg5	7.887362597	7.90944041	7.920475591	7.872371532	7.871139081	7.895258007
Abcg8	7.748185082	7.798203048	7.75674367	7.782985588	7.739586172	7.748920258
Abhd1	8.054786357	8.137932637	8.160486528	8.108441711	8.116848746	8.141434043
Abhd10	8.15811367	8.081602313	8.043667059	8.025799567	8.095237157	8.077087793
Abhd11	9.796887675	9.842454627	10.01573353	10.23479129	9.728959623	9.847081691
Abhd12	9.294094854	9.176041344	9.34896524	8.736720053	9.395460879	9.109533667
Abhd13	7.781085759	7.739682578	7.707313012	7.716415353	7.667380437	7.693584886
Abhd14a	8.446249467	8.40354388	8.479640489	8.292203435	8.375421286	8.383042597
Abhd14b	10.12502256	10.16177909	10.45957386	10.7572332	10.00734828	10.14937835
Abhd2	7.832835535	7.856000905	7.809680615	7.797213535	7.827101854	7.774996843
Abhd3	8.908677038	8.720698609	8.774188148	8.013313016	9.020801201	8.762268624
Abhd4	10.13279805	10.08023184	10.30265501	9.530397653	10.31924106	10.05140951
Abhd5	10.46452545	10.19579956	10.28902381	9.995599717	10.40844497	10.21108038
Abhd6	7.869808701	7.875342658	7.843182108	7.821075223	7.754194506	7.791439931
Abhd8	8.615664843	8.719051572	8.923010574	8.875047207	8.67016033	8.702973906
Abi1	10.30428968	10.29804584	10.4639459	10.44213841	10.47377281	10.45189254
Abi2	11.55721697	11.40477492	11.20595535	10.58289337	11.63115191	11.47688544
Abi3	8.403636753	8.45290083	8.45616498	8.836408291	8.348508481	8.258740785
Abi3bp	9.049108277	9.333720224	9.046957633	9.272683916	9.020453533	9.284664505
Abl1	7.776087427	7.82004994	7.848640709	7.983590303	7.84118414	7.827101854
Abl2	7.760110775	7.7916138	7.80138447	7.818536209	7.810835706	7.798109787
Ablim1	7.910904552	7.92532349	7.922593714	7.855064127	7.926555952	7.928312207
Ablim2	7.78501068	7.826511935	7.837674877	7.838726537	7.79031021	7.790826635
Ablim3	7.848854252	7.90944041	7.785686853	7.852888823	7.797872957	7.768506964
Abo	7.775477015	7.752061322	7.726751488	7.810748288	7.895304049	7.867183744
Abp1	7.964136792	7.969993279	7.907809004	7.920794521	7.924913999	7.952370884
Abr	8.818230022	8.959771657	8.905462318	8.747220092	8.862781043	8.902033952
Abra	7.730085103	8.253557947	7.810787474	10.02633482	7.728269487	8.247830225
Abt1	7.748185082	7.698254517	7.726751488	7.639268057	7.722152766	7.670959063
Abtb1	8.800786466	8.579792128	8.904773681	8.690844139	8.731061566	8.637963042
Abtb2	7.726751488	7.716608256	7.717848789	7.711831995	7.750758021	7.748288959
Acaa1a	11.42275583	11.4806349	11.72846493	11.62080426	11.39968349	11.55337385
Acaa1b	7.965576638	7.885347247	8.098166773	8.456362327	7.901731412	8.005152175
Acaa2	10.4845864	10.52311657	10.32402863	11.14170595	10.44213841	10.49020377
Acacb	7.973441821	8.230028107	8.220516845	8.907724617	8.039254082	8.210733593
Acad10	7.889841128	7.961432097	7.962331461	8.093325981	8.001322229	7.9163728
Acad8	8.288782976	8.396593065	8.283430198	8.343314985	8.287864386	8.30672129
Acad9	9.001893395	8.861687863	8.942821099	8.913364859	8.940595179	8.939911358
Acadl	8.341617192	8.359891717	8.430769796	8.714605437	8.272238801	8.242214819
Acadm	12.40927467	12.62649293	12.41787518	13.07017526	12.47014248	12.42244436
Acads	8.97493581	9.092049478	9.202257088	9.41510727	8.865058342	8.94943316
Acadsb	8.87541318	8.92774561	9.199209322	9.438119677	9.15179432	9.163895072
Acadvl	9.248799182	9.426194241	9.669004303	10.18346063	9.393150651	9.515287836
Acan	7.618984807	7.687505125	7.668336903	7.687256999	7.607907928	7.640333468
Acap2	7.823423106	7.751288915	7.82291866	7.775516782	7.770995796	7.750658625
Acap3	8.930781409	9.257616746	9.147746635	9.226992226	8.77639115	9.397708656
Acat1	7.905435348	7.880654596	7.922593714	8.090821506	7.960690547	7.864427274
Acat2	11.03735923	10.51172843	10.87805281	9.227990627	10.99792246	10.6523533
Acat3	7.712744648	7.783637062	7.793887175	7.82581892	7.752883623	7.716509741
Acbd3	10.53820879	10.5130191	10.46946818	10.24738501	10.38313751	10.49135708
Acbd4	9.12476063	9.28246916	9.542726907	9.908681248	9.093103842	9.375530602
Acbd5	7.917909375	7.880654596	7.848992503	7.830001106	7.922324211	7.765943606
Acbd6	9.165612982	9.3544569	9.32046673	9.275363357	9.190345857	9.305806223
Acbd7	7.690759045	7.695539493	7.74638303	7.735132488	7.646744389	7.682471405
Accs	9.206287121	9.082504083	9.187550473	9.153016999	9.141500075	9.083246697
Acd	10.16854241	10.14439365	10.46913062	10.31440475	10.16479417	10.14160801
Ace	8.308031366	8.490712805	8.607858685	9.096312111	8.16111818	8.454528721
Ace2	7.77433504	7.738557176	7.761749995	7.806527278	7.711348887	7.743322573
Ache	7.742948694	7.714775631	7.757906871	7.756316419	7.615246538	7.688681848
Acin1	8.192081259	8.20879362	8.222623827	8.410636664	8.304345906	8.456286678
Acly	12.51002252	12.39070829	12.38926322	11.87801392	12.48683678	12.41787518
Acmsd	7.861577534	7.785956052	7.757321591	7.788518205	7.862472675	7.803026777
Acn9	9.268285885	9.257616746	9.225872856	9.335398308	9.263725467	9.189121618
Acnat2	7.748721468	7.784254977	7.820690184	7.801572602	7.840589616	7.815580166
Aco1	8.17073268	8.23180764	8.250150263	8.417624284	8.243575843	8.159078803
Aco2	11.00048015	11.07240875	11.00405804	11.69816277	10.89270282	11.04215093
Acot1	11.85283254	11.44763866	11.53100784	10.47634856	11.83649042	11.29146189
Acot10	10.32361932	10.43260553	10.43818227	10.58031739	10.41417419	10.44605977
Acot11	8.612841847	8.734514145	8.657765666	8.375319418	8.720920629	8.744685709
Acot12	7.816729599	7.763675967	7.74638303	7.796224874	7.708204292	7.72793074
Acot2	8.117339004	8.110896508	8.111636777	8.054845167	8.100485625	7.98338157
Acot3	7.800303494	7.860911779	7.868027455	7.871041296	7.786104796	7.825911687
Acot4	7.800953543	7.783025314	7.74580082	7.833663062	7.714477578	7.827700025
Acot5	7.882607451	7.811305521	7.866558192	7.864469139	7.797213535	7.789120455
Acot6	7.897399271	7.858158805	7.790624324	7.711831995	7.822365779	7.836992883
Acot7	10.23754383	10.33958715	10.25679311	10.68557833	10.143648	10.20208488
Acot8	9.185321286	9.229213799	9.331291376	9.270805143	9.206030683	9.17322387
Acot9	8.132381778	8.021793484	8.045837283	8.110501647	8.082612608	8.047291991
Acox1	7.789685881	7.684311036	7.683486013	7.751828638	7.702576296	7.769664591
Acox2	7.823975594	7.805631509	7.772524973	7.791854172	7.691967347	7.774996843
Acox3	8.598414489	8.556559884	8.518318997	8.475481916	8.606172369	8.462229865
Acoxl	7.789685881	7.709405055	7.725571297	7.795720342	7.765853605	7.793930353
Acp1	10.28039725	10.06148563	9.92532761	10.11977716	10.22717856	9.877898649
Acp2	9.713653688	9.588046106	9.54548797	9.413066967	9.809552882	9.612036868
Acp5	7.835672046	7.893443166	7.808564719	7.832897469	7.799513049	7.837588864
Acp6	8.675915184	8.782553264	8.746153265	9.036865547	8.784761662	8.822045419
Acpl2	9.731119784	9.790417684	9.652073907	9.747269525	9.704258907	9.66692717
Acpp	7.781085759	7.804917667	7.816865596	7.862528181	7.770083076	7.818115393
Acpt	7.711473007	7.713579537	7.658781297	7.698905391	7.701468858	7.667380437
Acr	7.92729389	7.877744697	7.997835883	8.000634033	7.971832694	7.918979232
Acrbp	7.949826529	7.991123982	8.020766557	7.94131869	7.992188354	7.970910914
Acrv1	7.610085005	7.658107771	7.667673962	7.712341469	7.637888773	7.693090924
Acsbg1	7.775477015	7.90944041	7.947974714	7.755798292	7.88092494	7.835032935
Acsbg2	7.716394767	7.69905224	7.734616421	7.759493805	7.706208446	7.70522844
Acsf3	7.99878972	8.080768794	8.143383408	8.246769891	7.911266861	8.098166773
Acsl1	8.94828834	8.957991333	9.137521948	10.01550458	8.881695765	8.93064387
Acsl3	10.36520716	10.5596287	10.14699879	9.348761795	10.40494623	10.50903548
Acsl4	8.069843608	8.15611156	7.985242083	8.05637296	8.036263131	8.003073171
Acsl5	10.66615512	10.8071355	10.66315526	10.84181781	10.59040613	10.71545526
Acsl6	7.839634613	7.771135267	7.778043615	8.302961134	7.716329117	7.800842398
Acsm1	7.954533429	7.900211875	7.882968457	7.845093074	7.86490362	7.822539294
Acsm2	7.754869288	7.744440815	7.738059003	7.729496449	7.680626409	7.757422427
Acsm3	7.845454087	7.795952035	7.86041109	7.828165038	7.883670696	7.817425921
Acsm4	7.958750191	7.917713293	7.881650968	7.934638046	7.928312207	7.955712234
Acsm5	7.702576296	7.741677531	7.800820129	7.719075054	7.799513049	7.738260965
Acss1	10.52392568	10.33020995	10.22009101	10.01975073	10.54586372	10.30850361
Acss2	10.72802861	10.66055024	10.62786279	9.507530197	10.69103321	10.65603087
Acss3	7.616817391	7.732338665	7.707313012	7.689171484	7.728269487	7.661919972
Acta1	11.36441829	13.20488889	12.31027708	14.98934418	11.44570858	13.24555556
Acta2	9.778651917	9.53730149	9.828340664	11.19860393	9.819898216	9.547814519
Actb	13.9074373	13.81777355	13.7880958	13.75831046	13.84466147	13.93254778
Actbl2	7.765787972	7.781753619	7.786253586	7.741677531	7.724382029	7.818669863
Actc1	8.053326671	9.277169736	8.882457368	11.66082632	8.111025319	9.24595036
Actg2	8.730498937	8.778670434	9.373862322	9.969751528	8.750879068	8.65102359
Actl6a	9.28699866	9.103458302	9.300303617	9.307707113	9.431694428	9.280239888
Actl6b	7.978227183	8.090877686	7.941354894	8.059995794	8.048589038	7.980593585
Actl7a	7.779908438	7.815661922	7.837674877	7.85334565	7.832562756	7.831100982
Actl7b	7.776733237	7.808564719	7.766362372	7.760110775	7.7790994	7.764877896
Actn1	9.441592797	9.466710327	10.01478942	10.37546854	9.388300471	9.612401876
Actn2	9.04637908	10.62627279	9.467146233	12.77989808	9.029522321	10.74781763
Actn3	8.340090857	9.725530567	9.331291376	11.63578044	8.41708616	9.781152787
Actn4	9.169853935	9.259440707	9.15572912	9.323195707	9.107755671	9.099632842
Actr10	11.65909421	11.54647161	11.76445121	11.46375372	11.57964381	11.651109
Actr1a	11.42567472	11.24712806	11.26525104	11.15862217	11.49687986	11.13930552
Actr1b	10.01737794	10.21564015	10.28010335	10.01219843	9.929064562	10.06882716
Actr2	7.793930353	7.74502356	7.732977743	7.73420142	7.780066366	7.827101854
Actr3	11.03502687	10.93869751	11.24003169	11.13636405	11.28504228	11.14921359
Actr3b	7.967114034	7.856635237	7.923195362	7.790875178	7.890631852	7.893264539
Actr5	8.242390428	8.234877253	8.302454199	8.212009396	8.179884382	8.163210809
Actr6	7.915559371	7.848811917	7.915599752	7.788518205	7.772474107	7.839087929
Actr8	7.698905391	7.765067892	7.74693068	7.685121839	7.723791103	7.788120254
Actrt1	7.77433504	7.706064571	7.766362372	7.709698201	7.80063076	7.72616151
Actrt2	7.847742087	7.919687868	7.885514768	7.916196507	7.86490362	7.85049806
Acvr1	8.985455933	9.041061457	9.158134845	9.44477214	8.984970137	9.201612044
Acvr1b	7.820521653	7.880139558	7.850365897	7.774374832	7.824672188	7.817425921
Acvr1c	7.813364846	8.001770059	8.024885262	8.371453441	7.901170323	7.944931991
Acvr2a	8.06285409	7.904957185	8.08527874	8.033637462	8.006929179	7.9163728
Acvr2b	9.616006418	9.393655854	9.383994309	9.522158334	9.447653056	9.330422727
Acvrl1	7.75558571	7.754093885	7.803444379	7.841135747	7.758865152	7.72683931
Acy1	9.678463435	9.546652636	9.76498984	9.756670759	9.69302217	9.572082128
Acy3	8.30600566	8.242729759	8.318305458	8.315302603	8.192001114	8.263180204
Acyp1	7.89846214	7.927013907	7.914651156	7.956770377	7.92417266	7.966485149
Acyp2	8.208009349	8.153238775	8.096476871	8.087325605	8.209894612	8.210733593
Ada	7.868675767	7.904957185	7.874320864	7.973729299	7.822365779	7.800258939
Adad1	7.810787474	7.815106324	7.767408482	7.747062275	7.790783383	7.802421935
Adal	8.954431834	8.903535117	8.978465819	8.913997227	8.995362375	8.884037301
Adam10	7.904525488	7.784254977	7.858430539	7.803153353	7.883670696	7.833929824
Adam11	7.703822355	7.800798621	7.850365897	7.772275679	7.743761382	7.836487406
Adam12	8.354082038	8.387037421	8.517723665	8.701064204	8.306318327	8.353987269
Adam15	9.422760499	9.580446493	9.802762434	9.864833189	9.343120488	9.498433452
Adam17	10.47360667	10.49020377	10.27104051	9.835071203	10.48716652	10.37110672
Adam18	7.830091061	7.857172217	7.827063271	7.828165038	7.900211875	7.765297882
Adam1b	7.762664334	7.797689165	7.889055649	7.801572602	7.855870102	7.812376619
Adam2	7.752259178	7.754825171	7.779193533	7.714725133	7.79515722	7.751828638
Adam21	7.741677531	7.669842195	7.689734861	7.676799925	7.718588628	7.6818443
Adam22	8.122390622	8.05766519	8.052141774	8.045675935	8.200868937	8.021570788
Adam23	11.02765066	10.72548531	10.45064172	9.540803142	10.91923126	10.79625669
Adam24	7.891815703	7.906048888	7.885514768	7.897207787	7.977369998	7.883937413
Adam25	7.790261648	7.820647647	7.805309987	7.745073772	7.818669863	7.765297882
Adam26a	7.717062581	7.707313012	7.793887175	7.736305093	7.81923003	7.823845267
Adam26b	7.778613285	7.717848789	7.724569587	7.656243192	7.749839118	7.702576296
Adam28	7.727388117	7.747558666	7.777532936	7.811679504	7.809730183	7.82199113
Adam29	7.798716391	7.817474975	7.87517871	7.86045808	7.831143733	7.799654491
Adam3	7.748185082	7.765067892	7.788985721	7.857576046	7.849991911	7.800842398
Adam30	7.760110775	7.75674367	7.760070653	7.854566069	7.844205909	7.816729599
Adam32	7.892786106	7.940743915	7.869556153	7.957950421	7.946647006	7.882520839
Adam33	8.274264056	8.472603963	8.514858808	8.867212037	8.216166334	8.518982157
Adam34	7.683329935	7.75674367	7.770083076	7.736891047	7.778573473	7.701522707
Adam39	7.724031759	7.683303637	7.742586846	7.67355112	7.735764114	7.695539493
Adam4	7.863412654	7.957928803	7.88092494	7.940514127	7.861038888	7.950686206
Adam5	7.912738728	7.95386088	8.003604712	7.919814938	8.003550182	7.948767274
Adam7	7.822365779	7.828227405	7.823931729	7.909925334	7.836445225	7.848353308
Adam8	7.858069301	7.80917236	7.726751488	7.776087427	7.818115393	7.84355095
Adam9	8.919668707	8.740240869	8.972216926	8.725307856	8.907004383	8.941841414
Adamdec1	7.806527278	7.842323824	7.771658114	7.780992551	7.773803527	7.80140839
Adamts1	7.984292964	7.866780481	7.868610293	7.948117159	7.918045904	7.999773319
Adamts10	8.188078379	8.22783406	8.33522894	8.477730872	8.101085416	8.186708549
Adamts12	10.86948859	11.11585829	11.16702738	11.85283254	10.90213537	11.16153646
Adamts13	7.514071337	7.538109194	7.537677516	7.490528232	7.483475542	7.52705688
Adamts14	7.887991952	7.83384403	7.862425757	7.830956565	7.880448022	7.820093913
Adamts15	8.390432425	8.305075212	8.514398708	8.416740471	8.426423039	8.375988849
Adamts16	7.93172651	7.993462184	7.972281566	8.221139691	7.991596293	8.020412043
Adamts17	7.94641261	7.91830037	7.806420985	7.872856244	7.903283799	7.880721145
Adamts18	7.84253792	8.012330974	8.06878574	8.352666266	7.874240558	7.914651156
Adamts19	9.14242174	9.31406513	9.158714111	10.05930964	9.10231491	9.278085952
Adamts2	11.62307916	11.8812141	12.04704291	12.09974541	11.59520553	11.90154071
Adamts20	10.95939726	10.62258234	10.20138293	8.360072898	10.82259361	10.59907112
Adamts3	7.835071341	7.877744697	7.802397114	7.797689165	7.750758021	7.847261486
Adamts4	8.377203041	8.397366364	8.439314917	8.416740471	8.260767385	8.365092318
Adamts6	8.222606231	8.108881269	8.137565681	8.051721747	8.270404568	8.156644768
Adamts7	8.257889034	8.195979054	8.328847808	8.237348512	8.254509339	8.140948501
Adamts8	7.791348169	7.781085759	7.877378969	7.756316419	7.806527278	7.887679817
Adamts9	10.28425198	10.33427263	10.48654663	10.94204781	10.26706266	10.2995781
Adamtsl1	9.123297988	9.188443518	9.089733174	9.450527516	9.118438515	9.282716291
Adamtsl2	8.004016411	8.036119431	8.089798545	8.015100214	8.114587543	8.036896867
Adamtsl3	9.044033031	9.371256984	9.189251182	9.295926303	9.064546783	9.282120101
Adamtsl4	9.175197923	9.612401876	9.48585835	10.27608473	9.15179432	9.600851079
Adamtsl5	8.198988172	8.210494177	8.215278264	8.064096841	8.134719704	8.097599025
Adap1	7.847742087	7.8445694	7.858430539	7.876149614	7.871139081	7.851000864
Adap2	8.046305073	8.039795513	8.063357642	7.995428278	7.972194977	7.994436293
Adar	8.103678847	8.122356357	7.987565776	7.991635003	8.125729581	8.086287329
Adarb1	8.534356756	8.746737295	8.759926062	9.080379863	8.55051696	8.648539274
Adarb2	7.774906137	7.737426973	7.727869276	7.733081117	7.753565475	7.780139998
Adat1	7.909353993	7.97986123	7.92194954	7.86045808	7.957319083	7.991575164
Adc	7.980142911	7.947153976	7.891815703	7.822365779	7.900690788	7.919622637
Adck1	8.415396123	8.49842568	8.562279574	8.543760531	8.417437623	8.438734882
Adck2	7.803635006	7.778529921	7.787854123	7.777189752	7.750758021	7.760070653
Adck4	8.253431961	8.263485455	8.207759901	8.238486677	8.312565154	8.310089947
Adck5	8.720152791	8.745055456	8.822093678	8.748782505	8.656268642	8.732041384
Adcy1	8.32198552	8.291331619	8.315691455	7.869556153	8.310789254	8.347208191
Adcy10	7.846125611	7.771801802	7.790624324	7.770142627	7.811819791	7.806979847
Adcy2	9.923869446	9.779200623	9.733296373	9.602000278	9.918570665	9.669697783
Adcy3	8.014389369	8.09141828	8.096476871	8.135784526	8.05094234	8.07406876
Adcy4	8.205005906	8.4743688	8.362070514	8.947957747	8.22981627	8.375709027
Adcy5	7.765213349	7.769799639	7.706715222	7.730673523	7.722698817	7.64221461
Adcy6	8.966755588	9.219050465	9.237214832	9.244273582	9.022462763	9.117037068
Adcy7	8.153414884	8.245909974	8.219582497	8.273286108	8.202244133	8.150354043
Adcy8	8.094888756	8.05766519	8.023510214	7.88169311	8.059048592	7.985242083
Adcy9	8.214202122	8.039293303	8.134289461	8.115606946	8.022314902	8.08393113
Adcyap1	7.760687386	7.772423076	7.748095894	7.781933183	7.773379336	7.783984063
Adcyap1r1	7.844320248	7.734981841	7.796935281	7.722204748	7.770512595	7.755445335
Add1	10.8499082	10.84238516	10.93015425	10.61670139	10.81497475	10.79345648
Add2	7.789685881	7.792228525	7.788985721	7.789623834	7.818669863	7.72895232
