Genes	HN_1	DCIS_1	HN_2	DCIS_2	HN_3	DCIS_3	HN_4	DCIS_4	HN_5	DCIS_5	HN_6	DCIS_6
2151	6.705614213	6.7028122	6.707915226	6.705939566	6.710954962	6.713350306	6.705475439	6.709061441	6.707726032	6.70829776	6.708356119	6.707067777
2152	9.676396178	9.385613049	7.285595051	7.998224235	7.863776664	8.708840241	8.521783466	7.432522211	7.621174437	7.335779227	7.428138529	8.154642107
2153	7.264598271	6.978209952	6.876500788	6.873434898	7.123855611	7.105859061	7.363648526	7.33033527	6.930829084	7.038250748	7.100261899	7.060882171
2155	6.691764272	9.031540024	6.570339206	6.599326412	7.022058912	6.526064097	7.244316317	7.979676062	6.788476806	7.379457576	7.546040226	7.812143315
2157	7.57675467	7.744032124	7.821525627	7.875068322	8.070972615	7.753239284	7.545578366	7.482812458	8.187148113	8.338117118	8.202179649	7.848620226
2158	6.792783297	6.691792112	6.750459322	6.6947611	6.858041601	6.871913327	6.774334194	6.790965421	6.878461446	6.913420353	6.966325384	6.926802322
2159	7.279268909	6.880090072	6.740115588	6.616308102	6.681657356	6.74422747	7.522415313	7.314361346	6.707316224	6.440622873	6.641287296	6.594301842
215	7.23955229	7.217748507	7.347795003	7.343126885	7.16413235	7.205753939	7.232779474	7.261836907	7.18187721	7.185728494	7.186299949	7.186702118
2160	7.343213839	7.335090679	7.05584113	7.152184654	7.011857406	7.117488545	7.56607294	7.424794181	6.988106758	6.976942857	6.938116149	7.022707251
2161	8.067005063	7.582649945	7.137271929	7.432082092	7.43348297	7.424603286	8.449510722	8.521850382	7.227570225	7.205396131	7.285807982	7.327935006
2162	7.716314003	7.810920175	8.084891973	7.567446848	7.79393021	7.474486454	7.58991551	7.510579606	8.089043665	8.05503065	7.871954608	7.93019806
2165	6.570771876	6.554838424	6.598203479	6.589167553	6.618829761	6.605956499	6.585870002	6.60472887	6.623411921	6.595303719	6.631583696	6.654412536
2166	7.826035553	7.622968242	7.104161398	7.202955572	7.240820186	7.348362417	8.393351831	8.177280244	7.203987376	7.291025901	7.244809605	7.363718119
2167	9.372390986	8.16055761	10.05896545	6.307165714	10.70033642	6.408472641	7.493196257	6.210792039	7.322485246	6.492621024	6.805061166	6.39113485
2168	6.89982143	6.76589619	6.73271917	6.686694066	6.554575895	6.53735843	7.086429897	6.96965013	6.463035205	6.427743516	6.454173396	6.563382275
2169	7.072191865	6.903715001	6.941905147	6.820767572	6.813808269	6.831316225	7.297695244	7.152305761	6.714415483	6.63158248	6.813352231	6.772397619
216	6.72899619	6.685779479	6.827210779	6.501068845	6.804823256	7.195452526	6.549882229	6.570207521	6.72807793	6.777616019	6.772036884	6.802620276
2170	7.197250066	6.834839351	6.831466038	6.759719763	7.00619261	7.133400943	7.178488872	7.332141133	6.787955059	6.844738589	6.81952097	6.783825087
2172	6.989511176	6.693001318	6.75211783	6.74796041	6.697847404	6.806930998	6.893512657	7.393379385	6.72587074	6.609711119	6.743719452	6.625059057
2173	7.765438081	6.02645509	7.543676078	6.656086804	6.673450551	9.03685613	6.36334816	6.161166258	8.113096348	7.901332326	7.555608544	6.829292467
2175	7.272763053	7.174050726	7.208875915	7.134291353	7.096492868	7.191255775	7.354237845	7.902559158	7.063472099	7.090557809	7.148909354	7.082823343
2176	7.219361244	7.02651113	8.241942441	8.098070955	7.525778589	7.442318806	7.140206548	7.173373867	7.631861786	7.481885093	7.618127097	7.569585675
2178	8.091681726	7.594803268	7.668939524	7.302001786	7.559613502	7.34633127	8.830963631	8.376176185	6.783595834	6.762713555	6.893730214	6.826409141
217	9.246644135	8.283687825	10.27915286	7.581697556	9.547609173	9.307268671	9.324028166	8.707205399	10.06154633	10.10780959	9.892933163	10.47740165
2180	7.850069068	8.005494551	7.578786382	8.585048988	8.198419905	8.277198286	7.272484626	7.827296003	8.267169643	8.63660178	7.945972167	8.70861293
2181	7.377425494	8.531747877	9.16611806	9.027656566	9.280891578	8.243198629	7.411683181	7.344913104	10.11408631	10.48995579	9.529896932	10.12962068
2184	7.40371909	7.876305831	7.306781974	7.777386753	7.319824417	7.280199105	7.529338264	8.225420738	7.306152037	7.684460912	7.59390212	7.620863471
2185	7.594654898	7.495123943	7.291686576	7.237615613	7.275873503	7.331808162	7.834860068	7.727877795	7.125078041	7.081929288	7.154024538	7.236785401
2186	7.293831338	7.865317825	9.018851542	8.454598288	9.197301441	9.993755453	7.004772739	7.087813005	8.991696193	9.552966395	9.309976621	9.184384027
2188	6.962183251	7.544903724	8.13610536	8.047221805	8.104026578	7.766967906	6.894962887	6.998216606	8.543544884	8.898329198	8.155659739	8.229365127
2189	8.180966755	7.820663153	8.249472018	7.80431824	8.197153211	8.081798208	8.736347344	8.603815465	7.783917702	7.709641869	7.866254883	7.727265197
218	7.311336941	7.311815288	6.818397558	6.765736671	6.993676903	6.883473608	7.665340647	7.428485079	6.616690842	6.506193349	6.646776837	6.636761664
2191	7.241260421	7.309313373	7.242775449	7.229358613	7.220476128	7.195282152	7.257199798	7.291484655	7.17587791	7.250448045	7.248299075	7.252073042
2192	8.836506688	8.12393183	8.014382822	7.105233049	7.546488035	6.84873782	8.034566171	8.1676009	7.240469428	6.873879836	7.224823503	6.86894771
2193	8.427256738	8.140492879	7.328003282	7.680666755	7.593835345	7.892411465	8.49561751	8.560687505	7.321088177	7.296508642	7.326035366	7.46574567
2194	7.227248695	7.251521807	7.137552926	7.178265904	7.12130497	7.157435042	7.368926976	7.344598632	7.023664869	7.00906351	7.069264348	6.986140468
2195	9.699680676	8.933031297	9.41397335	9.274037892	9.957719591	9.656712696	9.086908317	9.149580452	10.54899207	9.901229371	10.34096704	9.890616271
219654	8.710556947	8.525524188	9.652975123	7.923910327	8.581255187	7.656149549	8.932427664	8.047553831	8.510496933	7.239973226	8.791911909	7.953138692
2196	7.089943487	7.022391274	7.406625184	7.133085268	7.165370513	7.08313458	7.24401671	7.058631629	7.104610069	7.051216043	7.084891567	7.017036445
2197	12.96212135	12.17462821	12.27749472	12.34311304	11.36793369	10.96648547	12.82667165	12.50605896	10.23491061	9.832484491	10.12100192	9.84685205
2199	8.207286893	8.272322001	7.266594624	7.038888353	7.286085777	6.995504247	7.995303093	8.142541067	6.989948146	6.796569664	7.103066737	7.19218881
219	7.210701481	7.10193142	6.901896205	6.981702694	6.932876488	6.980371382	7.3581315	7.296660344	6.871553685	6.902846481	6.824178589	6.869797985
21	8.12001273	8.790524735	7.367860448	7.815834224	7.478975598	7.622445121	8.315968395	7.992706969	7.183649589	7.351558301	7.179026054	7.213460464
220077	6.944876858	6.798236889	6.167646938	6.265119275	6.785314023	6.756637427	7.410444487	7.248184049	6.5020302	6.38172359	6.690347915	6.64735858
2200	7.426651191	8.461451194	8.582386417	7.946542761	8.033461448	6.740343217	7.033919266	7.697062254	7.987324941	7.728885011	8.138844527	7.470602459
220134	6.248328798	6.248917282	6.248943324	6.249233648	6.248920133	6.249196524	6.249280939	6.249273361	6.249129094	6.249095425	6.249075901	6.248994996
2201	6.801751032	6.810898178	7.02688313	6.972531788	6.794676741	6.777949033	6.834462846	6.798906788	6.835644461	7.534285703	6.919656427	6.926739434
2202	8.619140887	9.221257088	9.763352398	8.727636336	9.189799938	7.067503272	7.299061018	7.079626801	9.637869257	9.835978827	9.563460424	7.982482733
2203	8.303031797	8.992855977	8.380697775	8.417757217	8.726367517	8.295293587	8.895217016	8.557331404	9.160291868	9.112399456	8.697758597	8.91299411
2204	6.743783359	6.726064388	6.73035531	6.71843823	6.768608842	6.762552669	6.75026795	6.746291355	6.742971611	6.737461331	6.748250162	6.761918388
2205	7.106092944	7.623911974	7.060251596	6.916250759	6.862629257	7.156246473	6.733824261	6.772685344	7.608478108	7.849804257	7.042083743	7.205899674
2206	7.113463226	7.010991363	6.885909508	6.870133879	7.006517353	7.124493273	7.181455692	7.138533424	6.983099177	7.027594259	7.045282906	7.067703952
2207	7.39490304	7.576324092	7.651817651	7.454188233	7.812653344	9.919850078	7.469373184	7.261347999	8.448986431	9.078479154	7.81936821	7.939109883
2208	7.43321763	7.11404269	6.718859879	6.706956508	6.80187893	6.747352723	7.494821608	7.394843499	6.765051822	6.500024704	6.777291505	6.729482191
220988	8.148089404	8.72071648	9.691356404	9.308470916	8.91773981	9.073428184	8.055389314	8.129284705	9.156724914	9.290961057	9.154128869	9.470138048
220	8.839452505	7.168514639	8.302276807	7.839281536	8.272060588	10.04761206	7.219209099	6.906936468	10.28532135	9.251854558	8.277307331	9.250741972
221037	8.829240301	8.223970461	7.553309212	8.009569818	8.186260566	7.647356615	8.066113579	7.52032328	8.020268273	7.895642321	7.846234234	7.797005084
221061	7.794461482	7.493771228	8.705489874	7.675090705	9.09769266	9.323972235	7.742268724	7.848065754	8.642521813	7.997256926	8.467576304	8.314740454
221092	7.229872362	7.165815333	7.024022021	7.035661691	6.951358052	6.922877773	7.390060102	7.357086976	6.839395105	6.760302102	6.869198674	6.944638592
221154	8.505386617	8.923240698	9.345715492	9.865887762	9.449507535	8.730288499	8.445007221	8.358537449	9.443886614	9.638710902	9.134014995	9.190199399
221395	7.675558608	8.145988091	7.636918598	6.993774817	7.657984225	6.878594928	7.888833799	7.561543158	7.530438408	7.002158121	7.305694805	7.642638596
2213	7.391661076	7.208083142	7.080058403	6.954610356	7.214641054	8.659943676	7.175350285	7.171223438	7.340367583	7.667649791	7.254442483	7.189006269
221443	7.892247468	8.250691181	9.090300223	8.802330768	8.639424113	8.207387503	7.969230611	7.847538646	8.796975453	8.891392542	8.74590455	8.460180555
2215	7.333279626	7.110214138	7.1688859	8.919940339	7.206751934	7.230741892	7.070081222	7.305035013	7.109228629	7.142803262	7.242856511	7.339733704
221692	7.162427785	6.999943024	6.765030394	6.839642052	6.771739576	6.972858745	7.459659024	7.236573002	6.655532558	6.620499698	6.735865041	6.752914638
221749	9.950053719	8.617550688	7.591063338	7.370640733	7.693329793	8.231206348	9.376223885	8.875863746	7.668623458	7.245511751	7.435093701	7.608289936
2217	8.620998887	8.725822058	7.78528175	7.602659769	7.957536886	8.377556338	8.753439972	8.147024582	8.518766574	8.273143538	8.100129749	8.233749166
221823	6.826294581	6.817946969	6.879231895	6.856122674	6.867490402	6.860870433	6.843681972	6.83241351	6.844938739	6.831598208	6.850214433	6.845371913
221830	6.693217407	6.669923344	6.659489459	6.649056758	6.717009161	6.691920233	6.677962545	6.714824691	6.694627944	6.697995859	6.704738761	6.698233582
2218	7.399187728	7.927411631	7.579144318	7.810622848	7.921245918	7.694868275	6.951290398	6.941476962	7.712557137	7.970096978	7.644550237	7.546640576
221981	6.975371112	6.941251868	6.896107858	6.821877261	6.932894538	6.894929217	7.027776149	6.951245769	7.017033821	6.954569148	6.979000922	7.013467411
2219	6.997907183	6.99313983	7.001780554	7.000598254	6.998003766	7.000641845	7.002211805	6.999332064	7.003526168	6.999521345	6.998119262	7.000763186
221	8.051127846	7.684212834	7.056861457	7.016814509	7.41306747	7.461830981	8.790631802	8.323775794	6.861863747	7.010337508	7.246804763	7.239684764
2220	6.805015482	6.817440292	6.50949874	6.558244461	6.60385939	6.655311297	6.826914663	6.816048608	6.550330367	6.639218759	6.650501331	6.506166621
222161	8.945908895	8.89076493	8.602901395	9.089152578	8.68573594	8.572877451	9.824515086	8.912984921	8.794983294	8.719139872	9.258991344	9.366043708
222255	6.514477959	6.521072271	6.477409243	6.496463976	6.499324113	6.523452441	6.535282729	6.551021022	6.511311929	6.491823084	6.500690834	6.483801056
2222	9.796462972	10.11340701	9.565363207	9.438329739	9.233329571	9.269529527	9.733359013	10.0427336	9.041652142	8.989341977	8.930337087	9.277035379
222487	7.37046317	7.34688315	7.353277467	7.348130692	7.361752843	7.357584372	7.405565003	7.407046292	7.341141522	7.336323667	7.348098186	7.321770432
2224	9.393613719	9.633375893	9.455268398	9.487536085	8.745392515	8.839533121	9.501524702	10.19165166	8.243306711	8.201952261	8.097631789	8.230448286
222642	6.641451691	6.554207342	7.419489865	7.387259907	7.087455703	7.32614157	6.434847632	6.685950339	7.313389223	7.228232162	7.234020626	7.425127531
222658	7.60851865	7.555241042	7.688949062	7.670295632	7.68133287	7.78908417	7.657380648	7.687385394	7.641385036	7.714671041	7.778760289	7.807554408
222	7.211551479	8.141102474	8.07859748	9.620536058	6.365118147	7.783918357	7.617041523	7.387278008	7.819153423	8.172680494	8.157422757	8.976521194
2230	7.922303119	8.316569744	7.596068459	8.03528222	8.005009812	8.137102559	6.821501113	7.2543537	8.719405814	8.779949766	8.023235481	8.039810745
223117	6.521136009	6.52098467	6.52117343	6.521116701	6.521279358	6.521268112	6.521290525	6.521336894	6.521324534	6.521059294	6.521490188	6.521347937
2232	7.365193116	7.325122834	6.804661437	8.878543693	7.160345697	7.003777335	8.049295814	8.047418266	6.890445661	7.074309532	6.756655465	6.8202003
2235	7.004227556	7.244764688	7.494144563	7.594558444	7.646652469	7.501614957	7.030284767	6.719957833	8.380892142	8.441381305	8.198134801	8.336552513
2237	7.890749883	8.124024557	7.245381033	7.407081643	7.604727561	8.104698071	7.469318079	7.77542322	7.472658118	7.636271896	7.512358958	7.6671025
2239	6.729274106	8.376711143	6.983565184	6.575666842	6.88193352	6.575694724	6.373288758	7.309167223	6.974984702	6.874750059	7.064988823	7.524344645
223	10.04850391	9.682972603	11.20219165	10.34866959	10.97845454	10.62149682	9.941644398	10.42781125	11.10426788	10.89628162	11.20242261	11.34131741
2241	7.126187839	7.143047997	7.261970769	7.256424967	7.190217499	7.192985753	7.228644607	7.179584285	7.203162996	7.212343589	7.210983963	7.213923074
2242	7.03477232	6.917023948	6.887865617	6.892728839	6.920380041	6.949369404	7.161451029	7.064047838	6.892784899	6.825145209	6.813340034	6.831570821
2243	6.869208364	6.829363988	6.953814868	6.909904614	6.841980499	6.860521451	6.944840812	7.009852414	6.815147983	6.862275461	6.856895419	6.895664942
2244	7.013906041	7.784357469	6.784918047	6.728307733	6.886856256	6.990876796	7.384149754	7.356547456	6.823401364	6.826741844	6.942172975	6.965715817
2245	7.794633808	7.612537011	7.521586679	7.685582489	7.520814486	7.696700929	7.931782018	8.186587593	7.440309443	7.495034769	7.596263614	7.580570513
2246	7.290137724	7.101583323	7.16464433	7.016915415	7.096566543	7.058427509	7.388415459	7.356067752	7.046867337	7.068033801	7.180531384	7.205860893
2247	7.00486561	6.78291093	6.839873578	6.530966784	7.195980526	6.712510312	7.117262584	6.565801393	7.321699604	6.776976764	7.081687867	7.436943194
2248	6.838358613	6.858933844	6.734059909	6.745262649	6.776653851	6.784719344	7.1612612	6.97372676	6.676891978	6.748858041	6.72853211	6.65631713
224	7.973749487	8.46379081	8.713013826	9.265615591	8.520102214	7.838564592	7.68659896	7.016537315	8.979142824	8.834656029	8.688216446	8.686449477
2250	7.432073559	7.068945833	6.827439859	6.75255098	6.819928604	6.854264738	7.80997666	7.552874229	6.744225671	6.737040561	6.88736353	6.88897075
2251	7.487673423	7.483409322	7.48647113	7.484339575	7.484405985	7.485017769	7.494184092	7.493721603	7.480102249	7.480612928	7.482859779	7.484658049
2252	6.6426915	6.642371951	6.642450023	6.642167446	6.642811438	6.642807464	6.642353061	6.642731925	6.642868629	6.642653839	6.642838032	6.642927049
2253	6.3824208	6.379998461	6.370296601	6.373993708	6.37356965	6.388069981	6.390014696	6.392558324	6.371899342	6.368344211	6.369435783	6.37285796
2254	7.357673088	6.994953176	7.356250665	6.993270665	7.772074474	8.812140393	7.692627012	7.124472277	7.69877682	7.106048571	7.225169132	7.103816434
2257	6.599020963	6.534145244	6.816185051	6.769942588	6.622079932	6.65373148	6.593551874	6.651587901	6.704383086	6.633663487	6.609940104	6.650195486
2258	7.103757904	7.417441131	8.018219524	7.220515983	7.908507192	8.183792503	6.973180648	7.491794385	8.453137025	9.059476508	8.376461089	8.642837602
2259	6.62535618	6.625269538	6.625447712	6.62529686	6.625353	6.62539852	6.625582046	6.625573594	6.625430363	6.625416233	6.6255653	6.625604397
225	6.626330893	6.460916438	6.472844139	6.412259177	6.598102081	6.665999931	6.666095535	6.719653262	6.579603906	6.594417157	6.713175828	6.666597336
2260	7.615636033	6.682115283	8.078158553	7.997463802	7.892592131	6.586141723	8.402241393	7.44965852	7.890189219	7.108520122	8.063014076	7.236725178
2261	7.131316522	8.514422244	6.283555002	5.962880257	7.841687405	9.812958709	7.012233869	7.861832452	7.78198238	7.863879808	8.908878025	9.60049635
2262	6.899044595	6.624403278	6.47279495	6.464275225	6.68657623	6.616791962	6.97452713	6.944675779	6.651773572	6.515999111	6.653545952	6.591734358
2263	7.39390613	7.837454457	8.16696017	7.271306785	7.955530412	7.044923008	7.543781785	6.51205179	8.171514078	6.485836092	8.131856388	7.109436005
2264	7.264118351	6.994230475	6.776102375	6.819464625	6.780701173	6.923804064	7.402178511	7.613685249	6.654770663	6.571171319	6.654997159	6.767854456
2266	6.739410249	8.12115882	6.728068381	6.668845851	6.710928813	6.711167075	6.931897048	6.880096653	6.768321549	6.704921117	6.787948602	6.838533578
2267	7.973624475	7.830660304	7.0470207	7.068664243	7.544423841	7.533700154	8.509379322	8.292766699	7.226505447	7.08641137	7.372907724	7.377848863
2268	7.465208094	7.35656004	7.392543243	7.366727751	7.482373382	7.735218578	7.40204754	7.401032185	7.420119712	7.496672979	7.51473605	7.38970772
226	10.26711543	10.43613819	9.67692343	10.56237039	8.666180867	9.326083779	9.537547359	10.43580864	10.51933587	10.81549645	10.52946409	10.86822038
2271	7.153278278	7.356537652	7.811374976	8.009482186	7.344502519	7.509499439	7.035798817	8.09227905	7.579081598	7.541502657	7.383974645	7.698501138
2272	7.966849527	8.141412478	7.503520476	7.704117997	8.160302796	8.815603701	7.17489984	7.083945343	8.124585314	7.32183843	7.893172214	7.693681101
2273	7.249992697	7.113695014	8.537362607	6.401839218	7.928809718	6.048741504	6.528186539	6.261332646	8.039926887	6.547672377	8.126188516	6.652936582
2274	9.243137789	9.51824662	9.14256038	11.40753065	8.736685906	8.415510603	8.016974617	7.748847242	9.963924933	8.801422662	9.14212386	9.323125672
2275	8.026519585	7.649818457	7.858955607	7.677699462	7.583996571	7.681920021	8.333654022	8.318813619	7.438982387	7.204690773	7.559336523	7.285436131
2277	8.163930062	6.811738003	9.773706245	6.568622866	9.984534854	6.81503841	7.001255042	7.444589194	7.938894396	6.591758118	7.90401793	6.721350717
22794	9.652932153	9.589265549	8.706197314	8.420854684	9.87962676	9.946426702	9.935267021	9.198560971	9.537700135	9.666125814	9.619716217	9.748153604
22795	6.938825934	7.639869898	7.4025701	7.497920406	6.963673113	6.668998238	6.804727491	6.911880614	6.868775533	6.927584845	6.759131227	6.739788318
22796	8.32518172	8.231912408	7.930899609	8.283151151	7.993052696	7.995240155	8.437657437	8.772019844	7.904246544	8.049434764	7.813702126	7.93354376
22797	7.001173752	6.988290238	6.934546263	6.955907431	6.942981572	7.024892692	6.950259392	6.955072199	6.910816131	7.290286913	6.932018155	6.855406937
22798	6.436171189	6.433689827	6.433414815	6.43977216	6.440543278	6.438945952	6.446255689	6.443755773	6.440489334	6.442367399	6.447051898	6.448601294
22800	6.611529976	6.248247579	7.760051352	7.833475331	7.712001237	7.256849583	6.753691305	6.161507487	8.087930938	7.935323378	8.041668997	7.973637346
22802	7.01637544	6.544377592	6.790204727	6.728417907	7.07620798	6.835388388	6.775500787	6.666114366	7.147016244	6.852322543	7.144545717	7.039447402
22806	6.879742959	6.78428451	6.895574149	6.899256111	6.929849491	6.990487207	6.899394952	6.878855375	6.98184278	7.029880894	7.118978192	7.080849412
22807	7.161638345	7.122652291	7.103619588	7.10155249	7.171049481	7.167521723	7.20675233	7.244493172	7.166532594	7.157494209	7.181816774	7.209244155
22808	7.155388973	6.759509998	7.292944103	7.070372849	6.963220752	7.133072142	7.094000004	6.998467192	7.083646564	6.957708535	6.970223139	7.022680368
22809	8.300811288	8.135602272	6.934248147	7.433529529	7.646171278	8.059434615	8.509166445	8.489211986	6.759682191	7.000226679	6.878304926	6.845687652
2280	7.449375777	8.343684294	7.040128832	7.723452409	7.308119014	7.948765589	7.263083155	7.221799501	7.520135705	7.821157708	7.06678842	7.22258664
22818	8.502043797	9.033433404	9.326782079	9.490230914	8.880885026	8.981605581	8.374070628	7.948568501	9.094633965	9.451650469	8.915841682	8.752272918
2281	7.135727468	7.157393611	7.889025722	8.15403085	7.798195305	7.397791691	7.405032179	6.507391467	7.870953089	7.571081631	7.756543314	7.565276844
22820	7.984912604	8.442419375	7.180123361	7.5722894	7.301107154	7.469104588	7.841931584	8.457450151	7.214186676	7.247788422	7.398013374	7.374486749
22821	6.758019303	6.716650281	6.694097263	6.704080448	6.709869037	6.684469141	6.803606306	6.771761013	6.683864241	6.693645572	6.665275595	6.654121494
22822	6.967916355	6.820615607	7.674564759	8.48566063	7.772356518	7.283379337	7.215285773	6.761957431	7.520164164	7.519261985	6.913594631	7.243489282
22823	7.002227243	7.106539836	7.566846547	7.435761508	7.456380304	7.26749756	6.987051859	6.995476703	8.082940671	8.144331437	8.154687702	8.10041939
22824	6.68173048	6.642686716	6.858684874	7.33501739	6.977237406	6.896618356	6.573164521	6.664151233	7.085257401	6.869684848	6.753884447	6.904609613
22826	8.111098212	8.040516539	8.219667086	8.164749382	7.698547718	7.32670033	8.22911827	8.351735887	7.769369526	7.830745737	7.530375462	7.735985648
22827	9.044497942	8.890941703	8.845619811	9.553958925	8.463267285	8.652690174	8.816851899	8.86010486	8.867876498	8.629136896	8.777988152	8.744076098
22828	7.636525707	8.204397124	8.844090239	8.437513979	8.51141016	8.006083956	7.736661729	7.263637869	8.633105606	9.092167945	8.701414175	8.986459585
22829	6.948220343	6.950166898	6.938532364	6.922853026	6.996909618	7.028600795	6.971534641	7.012943466	6.968462472	7.014328827	6.988405344	7.004352351
22832	7.018699187	6.973742549	7.291653428	7.116416456	7.462435726	7.274898396	7.090021023	6.970508593	7.556786033	7.751260118	7.554743585	7.493271105
22834	8.027059359	8.135929464	7.137200222	6.978047792	8.351298231	7.459669247	7.776974429	7.898448783	7.090694548	6.926465829	8.116973698	8.140097267
22835	6.847019352	6.857910167	6.71829964	6.736755825	6.954164934	6.801353741	6.528996606	6.826696744	6.88233762	6.985078044	6.696424165	6.990254785
22836	6.839595254	8.484462855	8.315038723	8.013253088	7.414301307	8.903592775	7.096335987	7.104202718	7.405963368	8.172029387	7.674140786	7.38137084
22837	7.548035515	6.868099557	7.190121973	6.545460576	7.786012415	7.312851635	8.16054558	7.919778936	7.625180105	7.144107323	7.388386966	7.009653559
22838	8.531739519	8.498891329	8.963456787	8.992840284	9.308742377	8.989713268	8.122627127	8.231968886	9.206077574	9.304634277	8.930580424	9.268883934
22839	7.543552067	7.355152709	7.083078166	7.271316144	7.171358495	7.193722088	7.843943229	7.908961763	6.995210712	6.923745553	7.114335438	7.138608159
22841	7.545503856	7.600177605	7.982189622	7.530499486	8.439759161	7.823673679	7.263779306	7.10609613	8.57707085	8.318858858	8.503847488	8.49689828
22843	7.199429572	7.042651111	6.992321753	6.980510211	7.037000749	7.095054747	7.260546049	7.281527439	7.003302771	7.069734561	7.096579762	7.033723521
22844	7.187106597	7.028312574	7.162060531	7.004690232	6.593024572	6.846649687	7.413298022	7.505825947	6.70054765	6.614437124	6.563846295	6.707886316
22845	8.215899658	8.239362616	7.573103734	7.990841875	7.38789398	7.358364393	8.319624564	8.883282346	7.350503209	7.448877842	7.464744425	7.642519616
22846	7.239381299	7.210655664	7.070817935	7.083270551	7.408344817	8.05913127	7.507074511	7.000972058	7.200576607	7.445596714	7.108636259	7.159320382
22848	7.89021577	7.402311252	7.085596555	6.967210498	7.443703372	7.296581743	8.304449765	8.265463819	7.084126281	6.996345505	7.113927585	7.122169491
22849	6.732080521	6.831005351	6.414433622	6.268225523	7.976885543	7.439367249	6.757364902	6.194675315	7.018732966	7.122869761	7.192634716	6.847024023
22850	8.341077675	8.65703093	7.754531153	7.974610095	8.414164077	7.819297021	8.122808592	7.520786308	8.168399083	8.495316581	8.236383892	8.298631269
22852	7.233031155	7.155261474	7.10982848	7.030248156	7.212787841	7.15281135	7.238101043	7.296925908	7.164955581	7.176925708	7.270498922	7.27884301
22853	7.089601563	7.082747823	7.080122218	7.083675813	7.084559587	7.098232811	7.121376029	7.096410937	7.092037697	7.083286739	7.090994333	7.081058284
22856	9.182135961	10.49992215	9.313395894	9.356754871	10.33411839	10.49868072	8.937286035	8.461489134	10.13882232	10.68593242	10.14935017	10.47007952
22858	6.255123187	6.874332715	7.008715598	6.927642154	6.557759135	6.414799394	6.303572577	6.129506477	7.194743227	7.133448785	6.933303721	7.005609569
22859	7.313629793	7.430894039	8.075505691	8.814681888	7.706940404	7.528214464	7.265768256	7.029303498	7.837880934	7.980372315	7.695352755	7.850792506
22861	7.152766278	7.11997207	7.082931264	7.04266377	7.077464109	7.131930677	7.164192925	7.145100043	7.042526075	7.013971982	7.010612597	7.000939495
22862	7.365153568	8.060868268	7.674101014	7.865190663	7.497946519	7.247292265	6.739943007	6.415225256	7.746685208	8.023318998	7.344873428	7.396674272
22863	8.223503772	8.554328995	8.868782894	8.592199676	9.257506499	9.060872804	8.180893061	8.100066223	9.163010242	9.247459897	9.107933704	9.238601194
22864	8.266539761	8.266340387	8.266525475	8.266829703	8.266397232	8.266421199	8.266344879	8.266614543	8.266207723	8.266270106	8.266490481	8.266243854
22865	6.901245022	6.782295524	6.792408928	6.812370353	6.870564093	6.817648969	6.896765125	6.929794286	6.854227201	6.834428757	6.808255418	6.896965018
22868	7.092046091	7.420017112	7.870683967	7.834025168	8.103482232	7.968645533	6.987619732	6.976524576	8.737239353	9.089787039	8.766845811	8.995725658
22869	7.545675662	7.46046833	7.38932853	7.348379128	7.422101683	7.416964083	7.671365491	7.550431513	7.345446472	7.36103571	7.375963013	7.383156893
2286	9.233435586	9.625943138	8.534498162	8.872598687	8.484653011	8.539221113	9.458861802	9.029052995	8.312342157	8.291292959	8.289320893	8.487263962
22870	7.730167485	7.636232676	7.330209985	7.344360325	7.289587648	7.261753902	8.06332111	7.879042039	7.234383603	7.171340081	7.157587099	7.220981018
22871	6.51024324	6.293527485	6.310982772	6.238519584	6.39989618	6.453612566	6.538050378	6.524828233	6.447338311	6.487416524	6.561974944	6.586472455
22872	8.433998054	9.313161594	9.157042536	9.64901234	9.330460787	9.220562183	8.021180258	8.473373484	9.74031257	9.939371583	9.727104933	9.706885946
22873	7.22795457	7.042774906	7.623931246	6.964595049	7.209717065	7.027093042	7.234906482	7.058576489	7.219655589	6.847367651	7.359273831	6.961376693
22874	7.443985512	7.332844511	7.218377748	7.332075033	7.133320927	7.072190303	7.408865524	8.635046667	7.076761409	7.111258822	7.166659305	7.136001585
22875	6.756066504	8.153144255	6.848275863	7.232687159	7.078919593	6.91701376	6.774603804	7.060091693	7.42185865	7.908293066	7.221699802	7.485729112
22876	8.23065972	8.531306619	8.36468049	7.7348536	8.503721621	8.015096845	8.578717371	8.292499134	8.744481402	8.250649262	8.604453017	8.605643418
22877	7.803999764	7.757906546	7.727404937	7.746337601	8.115589663	8.226792652	7.770181126	7.404054546	7.875236836	7.776070618	7.772068194	7.939354121
22878	8.169771504	8.886129658	9.335926005	9.151793374	9.340165678	8.708000886	8.162176823	7.967349257	9.511344833	9.537176369	9.325065255	9.652370266
22879	7.68251091	7.307175494	6.909763876	6.984623082	6.988131391	7.108089366	8.063962046	8.461560042	6.896233069	6.857001409	7.011429693	6.897918982
2287	7.880748755	9.042415945	7.971058484	8.281224706	8.187998639	8.1694536	7.647400906	7.696934239	8.493813014	8.87365446	8.19787524	8.503074898
22880	9.23295872	8.586413869	8.033368604	8.179110092	8.063900601	7.577598666	9.333439172	9.834193395	7.108227721	7.047603041	7.246746043	7.114904806
