Compound ID	exp1	exp2
C14695	-0.312543299	0.427239017
C06136	-1.973695778	-0.609848861
C01822	0.623100615	0.932992454
C07642	0.189732191	0.673934005
C02897	1.630382239	-0.771592288
C03153	0.350355534	-0.027338871
C00852	0.771461226	-1.627361689
C12643	-1.088938226	0.143561615
C08068	1.323246644	-0.863104723
C00565	1.093824693	-0.048825327
C04443	-0.223458173	0.416829337
C03864	0.161414256	1.115965371
C13980	0.819696806	-1.024740483
C12623	0.321912999	0.65694649
C12853	-0.533012349	0.476018076
C00380	-0.872472157	1.404334533
C15666	1.028895547	0.291168483
C02046	1.86176625	-1.004251324
C04908	-1.850789563	-1.851350268
C07635	0.472745401	1.297114927
C02421	-0.486886996	1.200681512
C00437	-0.216379392	-1.034597089
C00930	0.679345637	-1.832342801
C03915	0.470537615	-1.143364376
C14356	-0.538888312	-0.054974277
C13422	0.34875906	1.146157921
C04209	0.356428281	-1.007673136
C07467	0.797413797	1.685581536
C07469	0.228005136	0.032777478
C11509	0.433048968	-1.283222819
C01157	-0.017682951	0.278907598
C15673	0.856840872	0.941589386
C19132	1.653444849	1.881200634
C00922	1.499806061	0.544240334
C06391	-0.486885748	-0.288333464
C03028	0.489207161	-0.496505859
C01850	1.406669247	0.915166294
C01272	0.608203489	1.86176625
C07732	-1.31363409	0.61229557
C00103	0.921575716	-0.753705469
C01946	-1.306363255	0.850634279
C08578	0.149366604	0.543727689
C02033	1.802687861	0.901875893
C05359	0.601087978	-2.566534209
C08153	-1.107204928	0.819413251
C12645	-1.843632423	-0.470041223
C11419	-0.209210364	-0.23537159
C15221	0.475763228	0.263465219
C07016	0.23617747	-0.870192863
C09875	-0.258972931	-0.597124872
C06438	1.970317014	-0.758546479
C08322	0.857981386	-0.143187082
C14909	0.656502359	1.086989912
C07035	0.763339186	0.271887704
C04207	0.570793988	-0.090233003
C05942	0.031027815	-1.475701339
C01864	2.975083431	0.945683136
C00222	0.004409094	-0.707973468
C11397	0.854348936	-0.983634527
C01638	-2.73892217	0.574446118
C16171	2.059517921	1.497124433
C01344	-1.301098282	-0.684977466
C03510	-0.6678954	0.583965862
C07531	0.512765036	0.575165923
C04145	0.287307159	1.121346627
C02119	0.39885283	-1.218847595
C03975	1.371968328	-0.884157423
C14514	-1.570538036	1.114812993
C07241	0.201598385	0.50146301
C00150	-0.116695013	1.055370493
C05435	-1.304746519	-0.984676102
C03300	-0.012483207	0.304360333
C09345	-0.470816912	0.481953357
C06229	1.360614051	0.944948184
C00858	1.104614715	0.444865788
C00235	-1.307623987	-0.238597493
C06955	-0.016319391	1.464892495
C04805	-1.096752585	-0.765984109
C07086	1.13847684	-0.173346176
C04062	1.05543342	1.118718108
C05648	-0.623373378	-0.891483659
C15769	0.314391621	-0.697616743
C13734	0.575331251	0.920340665
C06655	-0.555414541	-0.236623267
C01250	-0.908462815	0.610488073
C01449	-0.392876379	-0.185789735
C06189	-0.013747633	-1.085694965
C01501	-1.333528978	1.093824693
C06051	1.050294589	0.123735424
C06953	0.81523111	0.517671046
C08427	2.201741809	-0.456023517
C05836	0.620670839	-0.677378522
C10454	0.941101994	-0.544299675
C06311	-1.088938226	-0.862189516
C04335	0.475763228	-1.389434873
C10319	-1.331104981	1.140415265
C01214	-0.595343236	1.069397817
C00081	0.319725376	-0.245871863
C00063	0.798841538	-1.195418058
C06678	-0.339686254	-1.461147201
C07208	1.894827246	-0.097550642
C02954	0.962264542	0.216056193
C00197	-1.897227482	-0.739340878
C05958	-0.857302048	0.715139859
C01893	-0.695423538	0.53170408
C11284	0.347539199	0.434787654
C04193	-0.258972931	-0.461555455
C14527	0.610488073	-0.470523474
C00709	0.709638115	-1.588091434
C00163	-2.059360671	2.008505763
C03336	1.172325612	1.034244107
C02864	-1.334004253	-0.870192863
C03912	2.690167992	0.932992454
C00408	2.003281574	0.039556529
C07455	1.117216292	-0.948655997
C01652	1.78522605	-0.930382627
C03589	-0.251943524	0.169181638
C07148	-1.843134778	0.231682367
C06429	0.654506918	0.575417014
C00746	-0.727592887	0.957132312
C01530	-1.891184132	-0.278564642
C11951	1.752454139	2.36221089
C00812	1.112201482	0.42461027
C01784	0.893399213	-0.0640979
C08628	-1.935345626	-1.546353542
C11169	-0.873302622	1.454982193
C03231	0.257265352	0.951442662
C06687	-0.036446744	-0.773760201
C13014	1.360614051	-1.058998278
C04660	-0.536015302	0.426793115
C08298	-2.51309002	-1.119941717
C05924	0.074730701	1.055370493
C00626	0.304907912	-0.729348224
C07346	-1.30244165	-3.458232679
C07695	1.199914988	-0.653912542
C04706	0.931777658	0.885554563
C00842	0.882826075	0.884182187
C13392	1.069397817	0.14080719
C08381	-1.230808385	-0.773760201
C11596	-0.827334059	0.340993313
C05422	0.375197843	-0.135552037
C01562	1.051317399	-0.060311043
C03521	-2.023795359	0.297681944
C03793	-0.017134328	-1.2826342
C03782	2.22670026	-2.433771588
C09741	-0.504314834	-0.594169279
C01371	-0.984676102	1.471370295
C05552	0.284889466	-1.220890098
C03684	-0.517667553	-0.512713547
C07965	0.522909798	-0.152456914
C06553	-0.429250343	-0.704146005
C06485	0.658086059	0.160712002
C02837	1.499806061	2.008505763
C01735	1.086710188	0.289350789
C11326	0.231489493	0.833022579
C11894	2.108532597	-0.683247413
C10982	0.489207161	0.606081758
C11916	1.087649685	-0.051613285
C11111	0.912556434	0.496431054
C04199	0.396201554	1.259538863
C05650	1.318554248	-0.949919902
C03794	0.680675402	-0.747253013
C05755	-0.445264216	0.126322448
C03351	0.856840872	-0.412451988
C06801	-0.661399365	1.36213334
C04429	1.544074037	-0.413948745
C06352	-1.889020979	-0.38239129
C16166	2.975083431	-0.670739728
C02628	-1.161555681	0.272100622
C15587	1.036819864	-0.827334059
C18605	0.316988871	-0.376218311
C15777	0.894459449	1.084599019
C05768	0.513796179	1.121346627
C06526	-0.800677494	-2.066348209
C11010	-0.602572114	0.496431054
C02083	-0.59781766	0.921575716
C02485	-0.257175589	0.001319194
C03049	-0.99118919	1.687480905
C16436	-1.216269572	-0.999379756
C01593	0.76350467	0.063185373
C01124	0.647975707	0.069108607
C02801	0.825574667	-1.402938031
C01023	0.172377295	-0.999239564
C07309	-1.025816634	0.123735424
C03986	-0.124694083	-0.752629135
C03579	2.239197344	0.107961558
C12989	-0.067605598	-0.403548589
C00735	0.352939386	-0.577684355
C11542	1.32545897	1.982837304
C06771	-0.367142838	1.206117417
C03747	-0.005193466	0.209182468
C04099	0.142910029	0.435356534
C05898	-0.684977466	-0.044110015
C05868	0.745688536	-0.408560637
C09276	-0.518851517	-0.877510232
C02230	0.113882956	-2.178676604
C06506	-2.462807493	-2.071912136
C04333	-1.181724011	-0.413948745
C06442	-0.08130382	-0.194616112
C01962	0.231207759	-0.317164855
C07042	-0.7535187	-0.578419735
C09762	0.471318376	-0.782988942
C00774	-1.202994115	0.422743929
C05267	-0.552372085	1.380901922
C02088	0.812803518	0.511480348
C04036	-0.317164855	-0.200053416
C01874	-0.284731619	-0.383841938
C02517	0.191209192	-0.517667553
C03885	0.460083825	0.642516726
C11625	-0.791825104	-0.214583747
C14822	0.113109052	-1.536310994
C03499	-0.703548282	1.865462453
C09844	-1.368872004	0.264355436
C12629	-1.11608984	0.039081687
C04744	0.575417014	-1.343743678
C03097	1.646865663	0.510536137
C00216	-0.282859421	1.200681512
C08255	0.214842766	0.001039667
C06902	-1.099987724	-1.161555681
C16695	-0.505468008	0.381491725
C04648	-2.000248072	1.768509614
C11099	-1.042345094	-0.392876379
C14784	0.318563294	-1.15321765
C01602	-0.016319391	1.148387661
C00026	0.062734383	1.697924858
C00139	-0.38602863	0.294765133
C08044	0.073839817	-0.044110015
C12599	0.231489493	-1.891042414
C14175	1.198307286	0.111273734
C02502	0.765553667	2.342185229
C01401	-0.642776518	-2.456869426
C01370	1.012340521	1.339963157
C02884	-0.624703678	0.201598385
C01949	-0.120213146	1.85536358
C07427	0.769910668	-0.546092928
C03599	1.31595303	0.228005136
C03065	0.03617514	-0.685667632
C14515	0.602532775	0.797847955
C06527	1.693798565	-0.275517518
C04628	1.588954697	0.697028981
C00506	-0.278370312	-1.341145366
C02605	0.032777478	-0.220435892
C06623	0.761381927	-0.090233003
C01165	-0.58671069	-0.915578335
C06805	-0.749812842	-0.439012939
C02543	-0.614763968	0.2806803
C01109	-0.373845304	0.02233452
C02530	0.904563411	-0.683186352
C11917	-0.672144585	-1.093992564
C09816	-0.628779412	0.89812331
C00129	0.884718782	0.623706531
C06723	-0.5651947	-2.527815121
C06546	-0.132279892	1.462490382
C10998	-0.564201275	-1.101818568
C01314	-0.35718331	-1.792748688
C09803	-2.150121337	-1.981221487
C05842	-0.210320865	1.937219043
C11306	0.077116204	0.055925215
C03149	0.704059494	-1.298082606
C11581	0.039081687	1.09397855
C14704	-1.05943812	0.759946645
C14573	1.237048512	2.381308176
C06720	1.693798565	-0.706926933
C12317	1.427269022	0.138057197
C00593	0.833525126	-1.283655247
C15740	0.386760471	-0.667989727
C01576	0.165455323	1.001986977
C04303	0.294725723	-0.725936586
C01228	-1.903139731	-0.154607234
C11189	-1.159849037	-0.769356546
C05675	-0.568735253	1.041320745
C00398	0.387270094	0.07553984
C05704	-0.298384582	-0.767393603
C06680	-2.143690288	-2.295046356
C00212	0.142910029	1.154890662
C05782	0.177118003	-0.352252564
C00029	-2.059360671	0.866390182
C06419	0.097313301	-2.000248072
C03228	1.083450531	0.231207759
C12219	-0.445264216	0.48418866
C02133	-3.035598384	-0.49812239
C08229	0.275848811	0.30958105
C14771	1.083992363	0.294765133
C02441	-0.677378522	-0.108191834
C15874	-0.713176884	0.129780933
C08896	-0.516807256	-0.582597341
C03031	1.259976493	0.414682306
C04833	0.70703831	-1.446618127
C15853	-0.425754375	1.02266506
C12831	-2.226802977	0.26962632
C12935	-0.030385685	-0.017134328
C00990	0.606081758	1.039633243
C00108	0.169181638	-0.653912542
C11935	-0.614120751	0.725807487
C07837	0.734381648	-0.602040767
C02336	1.457510633	-0.430666963
C00552	-0.740510176	-0.918872249
C12661	-0.81020187	0.872169159
C07612	1.285753729	-2.067266664
C00184	0.315455608	-0.335192055
C09719	-0.638287615	0.00939061
C11502	-1.49572445	0.114221222
C16149	0.516086747	-0.110580853
C06730	1.511820778	-0.141299319
C03366	-1.283655247	0.703446823
C05568	1.69921437	-1.578906474
C03256	-0.277466534	1.229638721
C00555	0.710292093	0.447110236
C00250	-0.908462815	0.90021078
C11715	-0.602040767	-0.49542491
C01150	0.448868443	-0.011427719
C02356	-1.143364376	0.332576372
C02006	0.466607324	-0.265519066
C00787	1.733114785	0.129780933
C06672	-0.25216317	1.259538863
C01579	1.141456757	-0.846111261
C00540	-0.628923593	0.716443565
C09690	1.405794636	-0.667006794
C00287	0.592357812	-0.284731619
C01910	0.786946458	0.602856326
C03766	-0.702961441	-1.289800934
C03574	0.356428281	-0.850474601
C07871	-0.556214649	0.645030816
C06342	-0.598954933	-0.597572328
C07212	-0.349029406	-1.09850646
C00900	0.143995113	-0.592388004
C07529	0.681553171	-0.162157673
C13110	0.574446118	-1.984552663
C06398	-0.294823504	0.149366604
C02380	-1.007673136	1.239277687
C04216	0.265784584	-0.441511286
C00054	-0.494101831	-1.420462453
C01719	1.768944657	-0.930382627
C14366	0.343440789	0.551589928
C07974	0.705749111	0.156613786
C01040	0.838736564	0.410617452
C08319	0.538140975	2.826697256
C00417	-0.218307914	0.516086747
C09306	0.104358963	-2.598708533
C04300	-1.143263862	0.2806803
C05339	-1.71395475	1.36213334
C11002	1.434604232	-0.590734388
C00258	0.563582209	1.088516402
C04655	-0.666409414	-1.750652406
C09824	0.225602626	-0.725183583
C06616	1.558369691	-0.533012349
C01044	-1.181642888	-0.482607894
C01678	-1.548082885	-0.112048858
C02116	-1.103046397	-0.020823806
C02811	-0.818234364	0.314467969
C13742	-1.191258131	0.361625327
C08278	-0.526479284	-0.607300781
C09767	0.851226518	-0.466119537
C01488	0.189180026	1.477609715
C05774	1.262363674	1.26101832
C00362	0.562110681	0.494129341
C07340	1.87473144	-0.5651947
C02066	1.078329383	-0.254628218
C00573	0.24623962	1.482186434
C06586	-0.607452698	0.615267744
C12294	0.166316954	-0.278564642
C14221	0.272975268	-0.070496068
C07088	-1.214893967	-1.220766983
C00604	-0.903814361	0.313974162
C03738	-0.771592288	0.513796179
C00668	-2.75797299	-0.313848123
C11390	-1.217276628	-0.33151261
C16513	0.957132312	1.147191242
C05615	-1.216269572	-0.219824935
C07319	-0.192122315	-0.284731619
C18413	-0.787858983	-0.684977466
C02946	0.44115507	0.100266914
C07669	-0.620457566	-0.513346089
C07609	0.671933688	-0.725936586
C01988	1.021249443	-0.136255703
C05361	0.645397666	2.920946145
C00969	-0.223458173	-1.732484784
C16168	0.556511663	1.489574522
C00240	-0.156260777	-0.430724093
C01017	-0.31696336	0.669031728
C04702	0.143494957	2.746601585
C03536	0.347410631	-0.258814942
C00265	-3.035598384	-1.644581849
C11721	-1.294973625	1.012063553
C06266	-0.389963393	-1.153235171
C03691	-0.198331785	-1.428049837
C02845	0.707545358	1.132935053
C08216	-0.123834841	-0.25216317
C02846	1.115965371	0.486578747
C00655	0.07205144	0.3764026
C02101	0.35749013	-0.130672743
C00247	-2.345219494	-1.49572445
C07295	-0.143168656	0.105384233
C15520	0.126041445	-0.297716131
C04293	0.282463333	1.244627737
C00023	-1.048286575	0.141191252
C11506	1.149618946	0.230306649
C04485	1.380901922	-1.234566191
C03588	0.939442766	-0.017189465
C11901	-2.023082688	-2.34429691
C12490	-0.021954961	1.206361086
C10329	-0.056124999	0.189732191
C03212	1.557799068	0.530070025
C00840	-1.984552663	2.721365112
C04103	-0.546543225	-0.851219677
C01716	-0.679873971	2.237614951
C04280	0.745688536	-0.083781598
C03360	-1.045493676	-0.081230333
C01917	-0.699677075	-2.430594176
C00318	0.248127558	-0.350776652
C00009	-2.651438265	0.817540989
C00151	-0.598462507	2.211480939
C11164	-1.147964933	-0.999379756
C11136	0.448868443	-1.343743678
C00028	2.422521114	0.209404256
C01849	0.926295027	1.685581536
C02582	-1.318479227	-0.297656572
C12242	-0.668536461	-0.081875589
C01262	0.027293983	-0.268687137
C12631	-0.617105152	1.967727872
C05341	-0.783926622	-0.35519572
C08862	0.710292093	0.156616443
C07275	-0.546543225	0.387255308
C02991	1.768944657	-0.368102926
C02656	0.498823426	1.61316942
C00628	0.216056193	0.050091114
C00086	-0.851219677	-0.94065831
C04037	-0.056291144	-0.60731118
C14365	-1.412365483	0.833525126
C04608	-0.38239129	-1.265822132
C05455	-0.887677625	-0.949919902
C11251	0.735103158	1.226524729
C10390	-1.15912495	-1.255071232
C03996	-0.46039498	-1.084742863
C02261	-1.064609352	1.511820778
C14512	-0.461848464	1.259976493
C02077	-1.312537745	-0.272734163
C00195	-2.51309002	-0.794288904
C00837	-1.692081069	0.409855367
C00898	-0.693711504	0.606081758
C00936	-1.524957401	0.467635993
C04563	-0.194616112	-2.433771588
C11171	0.445752801	-1.126276344
C04861	-0.718342635	-0.216379392
C14328	0.838812955	0.215787943
C02221	-0.864032498	-1.325270582
C01001	-0.988269917	0.025605091
C02106	1.024110469	0.713608246
C00481	1.982837304	-0.533908787
C01761	2.213002775	0.483525217
C06686	-0.56448397	-0.431471199
C09869	-1.048286575	-0.952070047
C09846	0.371728877	0.636996206
C02235	0.166798808	0.551295644
C14309	1.023969231	-0.125870018
C00374	1.262363674	-0.939124277
C05955	-0.976712803	0.289446645
C04286	0.190717432	0.315455608
C11922	-0.607452698	0.378877481
C01097	-0.248641232	-1.475194769
C14811	-0.35439813	-1.455238305
C12630	0.031368301	-0.38648954
C06728	-0.565020557	0.189732191
C01432	0.957575573	-1.015260021
C06353	1.866022642	-0.248776699
C02666	1.280421001	0.871495278
C08721	-0.103578924	1.502829647
C02822	-1.022858573	0.797935726
C04359	-1.817112933	1.572342741
C10700	0.503867318	-1.039013355
C00996	0.616673014	0.496431054
C00036	-0.661399365	-0.574124287
C03752	0.616854427	-0.783926622
C11798	-0.063545605	-0.07089023
C02693	1.609460946	0.907586148
C13622	1.736895153	0.109065701
C14359	-0.518851517	-1.934189758
C11643	-1.547452071	0.195641298
C04719	-1.388672871	-0.881013379
C02762	1.497124433	1.69921437
C00533	0.616673014	0.803073334
C07666	-0.916901402	0.285005315
C01090	-1.123467455	-2.402482011
C08797	0.995682592	-2.073488912
C00992	0.496431054	0.926295027
C03156	-0.370285133	1.083992363
C09286	-0.988819942	0.248127558
C11249	-0.498491143	-0.361649062
C18620	0.16842764	-1.73018397
C04576	-0.565020557	1.540642486
C07052	0.179657094	-0.863104723
C02975	-0.220230612	0.204436645
C16922	0.275848811	0.931777658
C04758	-0.046276032	-0.342496567
C09894	0.400653855	-0.780524115
C07290	1.132630207	0.436279726
C06980	-0.80089421	0.284046707
C02306	-1.263674002	0.752488663
C04844	-0.638287615	2.133550552
C06589	-0.606701892	0.781295325
C06877	-1.307583178	1.894827246
C00783	-0.690517141	-1.294634874
C02347	0.887648822	0.65694649
C06789	0.467912639	1.22484998
C13207	-0.480831727	-0.075801194
C00436	0.037260102	0.02233452
C13719	-0.67877567	1.193339334
C08735	-2.394783484	2.219462292
C13880	1.080665285	-0.181975187
C02992	-2.451482161	0.164266034
C04285	1.217197894	0.608042182
C07063	-1.11608984	-2.527728676
C00890	0.319670095	1.013170788
C10498	0.423882044	0.728351928
C02989	0.404872112	0.532395168
C07443	1.149618946	1.259976493
C02017	-0.469470391	-0.552372085
C01368	0.577705624	-0.251693623
C08877	0.193090595	0.156616443
C02132	3.251422548	-1.424906068
C01421	-0.028137852	1.647867446
C04006	-0.103578924	0.677275239
C11108	-0.184435004	0.848965408
C04631	1.798457074	0.161414256
C04922	0.61981198	-0.454834081
C00521	-0.881735425	-0.933523651
C04351	-0.396439477	0.752275418
C05819	-0.664415629	0.389651672
C15606	-0.243308935	0.211461914
C00293	0.978722569	1.339963157
C05682	-0.267244581	-1.355368975
C06536	0.472745401	0.874165098
C14610	0.838311339	0.230063332
C06407	0.574694045	-1.130288284
C01911	-0.503883754	0.628911684
C03441	-0.194305935	-0.413948745
C05348	1.863170715	0.319670095
C06026	-0.724282439	-0.470041223
C15566	0.319670095	1.207665566
C06978	0.019165752	-1.729539157
C11170	-0.036597074	-0.54345012
C06878	0.128915366	0.191523723
C08573	1.193207665	-0.229732553
C00804	-1.274860665	0.481953357
C04643	0.011433669	-0.922072717
C13728	-0.364923098	-0.470523474
C07307	-0.35519572	0.613694482
C14277	-0.408935019	0.52556902
C01817	0.412227512	0.823647001
C05444	0.07553984	-1.03964163
C01547	0.522140099	0.336658231
C07615	-0.227252467	0.836789103
C07339	0.00939061	-0.687749631
C07024	-1.107204928	-0.132279892
C06557	-0.206377947	-0.173346176
C03958	-0.11893395	1.011167591
C04134	0.932992454	-0.780524115
C06698	0.449578569	2.690167992
C14242	0.728932466	0.07553984
C06305	0.746091565	0.490773103
C00061	0.476018076	0.140583
C01486	-1.322115275	-0.119088244
C03251	-0.598462507	0.467452156
C05668	0.673934005	1.285260691
C09880	0.242194202	-0.856814339
C09421	-0.664138927	-1.312537745
C07921	0.603359481	0.135444821
C02095	-0.158089795	-1.004251324
C11837	-0.108191834	0.81740087
C04399	-1.2826342	1.581101926
C17568	-0.152972835	-0.015185813
C10113	0.73901651	0.471067816
C01495	-0.654014991	0.294725723
C00238	-0.903814361	0.516086747
C02790	-0.727559825	0.501327712
C00004	0.243139013	0.043021894
C11435	-0.010633997	-0.695423538
C06825	-0.97635649	-0.722897046
C01718	-0.22664406	-1.058998278
C00469	0.000375809	-0.598462507
C00411	-0.974622674	-2.599423859
C02364	0.655093416	-2.603834862
C06174	-0.845430207	-0.637996197
C02572	0.602856326	1.719870034
C07252	-1.217331026	0.141191252
C17055	-0.110879284	-0.199691576
C03015	0.375197843	0.522140099
C07459	0.357669228	1.252527919
C09819	-0.30806143	-0.909323401
C05421	-0.94659156	1.923760316
C14502	0.850634279	-1.043622485
C12712	0.436584497	-0.022844384
C03819	0.715139859	-1.005988488
C07888	0.951442662	-0.537790327
C03174	-1.181724011	0.193090595
C00220	0.671933688	1.268580073
C04385	-1.546353542	-1.220952518
C01034	-0.643507355	-0.051111224
C03971	0.564366291	2.194949013
C03840	-0.886587509	0.602532775
C06634	1.041320745	-0.408935019
C00512	0.189732191	-0.973112582
C01897	1.237048512	1.366844857
C05519	0.438315108	-0.154607234
C01835	0.197876164	-0.521017912
C06722	0.556001384	-0.623373378
C00532	-1.222846029	0.409819749
C13721	0.388363835	1.611833928
C12685	-0.56448397	0.275095212
C04489	-0.469672857	0.333086997
C02395	0.419230081	-0.966584821
C01857	0.67056317	0.235731158
C00745	0.946177501	0.514889764
C04277	-1.242953059	-0.771563057
C06963	-0.87449956	-0.638287615
C03427	-0.32446604	2.059517921
C00590	-0.056662887	0.409819749
C05933	-0.232994176	-0.172648882
C07541	0.575862256	-0.578747736
C10983	-2.73892217	0.871495278
C01866	0.148930253	0.857981386
C01443	-1.589190865	-0.308443686
C09793	-0.376218311	1.297114927
C09545	-0.022844384	1.720676959
C05299	-0.582309783	-0.236623267
C00157	0.815969258	1.259538863
C13749	-0.650559274	-0.988819942
C01312	0.995682592	0.235509105
C10773	1.973319908	-0.654026403
C01080	-0.017950099	0.978722569
C04089	-0.43172268	0.353737903
C05638	-1.269772533	-0.289243101
C02633	-1.388672871	-1.255956584
C03216	-0.877510232	-1.039013355
C01772	1.78522605	-0.769163002
C07598	-1.102041537	-0.722897046
C01709	-0.674280987	-1.455238305
C14029	0.289350789	0.804569223
C02613	-0.480831727	0.489069507
C02947	0.962264542	1.071944471
C06886	0.928878437	-0.798832566
C00508	-0.590776502	-0.758546479
C08247	-1.355368975	-0.273560488
C00986	-0.282859421	-1.044979639
C01848	-0.152778602	-1.024740483
C04778	-0.692522377	1.347979255
C03914	0.922858685	-0.727592887
C03972	0.25392075	1.448385615
C14201	1.852862516	0.009650645
C00213	-2.176370116	-0.143168656
C05271	-0.361649062	0.012777671
C00014	-0.017134328	-0.831990822
C13629	-0.447112095	-0.650559274
C00692	-0.689325791	-1.107204928
C03237	-0.445721249	-0.707973468
C07606	1.973319908	0.476272405
C03494	-2.197232263	0.156613786
C14209	0.130643169	-2.073488912
C01171	-0.220789069	-1.126276344
C04845	2.211773565	0.632367542
C11073	-0.553314045	-0.864056736
C07267	0.872169159	0.416752494
C09617	0.343140381	0.642516726
C02455	-0.599747131	0.347539199
C06893	-0.142797202	-0.130640111
C06866	2.212057413	0.632367542
C06570	-0.260256643	1.471370295
C05141	1.671372573	0.574694045
C15531	-0.598527824	0.316988871
C01004	0.180084353	0.679428403
C03734	-1.334004253	-1.389434873
C04610	0.149366604	-1.034597089
C00249	0.072882553	0.352939386
C06585	0.698299578	-0.051111224
C15599	0.383254499	-0.469470391
C14329	0.001319194	0.100580193
C03918	-1.402938031	-0.252197466
C08639	0.602532775	-0.570745361
C12093	-0.105518884	-0.881735425
C12115	-0.729274432	-1.891042414
C06947	0.272900366	0.347410631
C05259	-0.220435892	1.402867614
C02614	-0.582309783	0.734083247
C03568	1.937436116	-0.496507489
C15557	-0.554286088	-0.268494009
C05313	1.339963157	0.132488561
C00330	-0.407414976	0.919775595
C03197	-0.445264216	1.768509614
C00707	0.049762502	0.07205144
C00795	-0.79910071	0.552940598
C06810	-0.767393603	2.003281574
C03107	0.69341061	0.039556529
C12642	-2.691403571	-0.081230333
C03995	-0.540004097	1.350796514
C15584	-0.326627869	-0.230479378
C04731	-0.769024431	-0.226106218
C10682	0.156613786	0.544240334
C14568	0.890437348	-0.5651947
C03243	-1.153235171	-0.482607894
C00830	-0.550654648	-0.526479284
C03548	1.758131177	-0.357041809
C09754	2.278398122	0.482143747
C00493	-1.567838244	0.576178448
C05787	-0.744645621	1.055370493
C01230	-0.152456914	-0.230479378
C02645	-1.216269572	-0.194305935
C00729	0.467452156	-1.555373393
C01251	2.55992472	-1.961170555
C05337	1.74167242	0.211461914
C01646	-1.9965164	-1.204318959
C02355	-1.031422269	2.242741187
C03486	0.444865788	0.476272405
C00627	0.166798808	0.104261849
C04268	1.657200514	-0.173346176
C00944	-0.179863796	1.003271095
C11539	-0.458758476	-0.565020557
C09885	-0.021784883	-0.827334059
C07456	-0.194616112	2.239197344
C09239	-0.709988924	1.499806061
C09625	0.460083825	-1.175664469
C14777	-2.394783484	-0.786286352
C09314	-0.612553021	0.775083384
C10256	-0.642776518	-0.252197466
C01987	0.543727689	-0.68415436
C07255	0.484952396	2.27463904
C02478	1.42122807	-0.686990371
C02938	-0.229732553	1.13936791
C03408	0.455208648	0.319670095
C01838	0.695024075	0.489207161
C04796	-0.740510176	0.409855367
C05437	-0.230804132	-0.358754466
C04677	1.863524907	1.104323548
C07829	0.365019847	-0.286023436
C02376	1.115965371	-1.093992564
C00477	0.21583304	1.489574522
C00066	0.392934879	1.935519891
C06712	-0.540616369	0.388477276
C07600	0.733504244	-1.547452071
C00218	-0.7535187	-1.102041537
C08065	-0.531688681	-1.801430697
C03434	-0.706790228	0.356428281
C01032	1.378131124	-0.054974277
C08837	-2.599423859	0.703446823
C13889	1.519078377	0.647975707
C03626	0.143494957	0.656390604
C11830	-0.155436554	-0.251943524
C01311	-1.144296475	1.852862516
C12128	-0.017682951	-0.550654648
C05892	1.391333692	0.21583304
C05726	1.935519891	-0.229732553
C13665	0.516086747	0.948173327
C07228	0.188467393	0.921575716
C03852	-0.13296078	-0.954162212
C00738	-2.069055601	1.018094005
C00464	-0.540568259	0.039081687
C15801	0.715139859	-0.602572114
C06996	-0.594169279	0.575165923
C11033	1.254367689	1.053285879
C02555	-1.09772533	0.435995227
C02928	-0.249733657	1.360614051
C00750	-0.209210364	-0.336842467
C04451	-0.758740808	2.263532697
C06415	0.642357644	0.939442766
C04743	-0.845050115	2.721365112
C02183	-0.794562222	1.98014244
C18409	-0.973199265	1.657200514
C11148	-0.97635649	0.451896809
C04851	2.133550552	1.280998306
C07832	-0.630173055	-0.263166953
C06693	-0.851219677	2.975083431
C00422	-1.108842439	-0.606701892
C11750	-1.680323666	-0.667989727
C06625	-0.35519572	0.188467393
C04914	-0.185789735	1.04797641
C13736	-0.108433586	1.344605943
C09842	-1.283655247	-1.103046397
C01512	-0.278370312	-0.097514456
C05350	0.963580379	0.44115507
C03647	0.418336807	2.280705802
C10922	0.994008729	0.107625517
C11409	-1.737312441	0.278907598
C07101	0.608042182	-1.252531339
C04462	-0.539454231	0.752488663
C11527	-1.548082885	0.419230081
C06921	1.10767322	-0.486886996
C06019	1.041320745	1.012340521
C11013	0.501710006	0.269199578
C03623	-0.643701629	-1.191960383
C07166	0.104358963	1.471070728
C05557	0.029796972	0.470435838
C12766	-1.732484784	1.346867455
C16699	0.340993313	-0.696046916
C00430	-0.56448397	-0.32080936
C08411	-1.125630052	-1.242953059
C07568	1.285260691	1.504438623
C01995	-1.486378811	-0.49542491
C06630	0.34686491	-1.504813359
C07182	0.141191252	-0.509939474
C00433	-2.071912136	0.607698486
C01402	-1.448206326	0.882826075
C02135	0.583277254	-0.999379756
C07662	0.556001384	-1.837176119
C02924	-0.230479378	0.368574821
C00619	0.467635993	-0.236104014
C03325	0.803073334	2.023978128
C11429	-0.229641657	0.17034539
C03505	0.392182022	0.799946547
C08980	-1.875256079	0.377473607
C07501	-0.197478638	0.854645069
C10629	-0.725936586	-1.461147201
C02781	1.172421657	0.391598412
C09883	-0.974622674	0.414534051
C11036	-0.986409428	-0.119783538
C02335	1.65545338	-1.515921254
C00297	1.227282904	-2.462807493
C11190	-0.948655997	0.339181726
C00771	-0.32080936	1.671372573
C03939	-1.78523497	-0.612553021
C00124	-0.56448397	1.653753825
C07266	-0.934434956	-1.143364376
C03502	-2.027867938	0.169181638
C01460	1.279018981	0.074730701
C14199	1.787787171	1.078329383
