gene.ens	data
ENSMUSG00000094120	-0.550452282
ENSMUSG00000074240	0.353271401
	-0.507223837
ENSMUSG00000038708	2.082397414
ENSMUSG00000073616	-0.013599875
ENSMUSG00000052105	0.731616307
	-0.264743026
	-0.772702318
	0.061085417
ENSMUSG00000036437	1.858081728
ENSMUSG00000030744	0.380660285
ENSMUSG00000057315	0.6177788
ENSMUSG00000085415	0.926335816
ENSMUSG00000076309	1.358833534
ENSMUSG00000023927	-0.316319953
ENSMUSG00000062075	-0.530838034
	-0.4515742
ENSMUSG00000038295	0.442651495
	0.318698329
ENSMUSG00000048919	-0.910737792
ENSMUSG00000022865	0.289823839
ENSMUSG00000058317	1.567807344
ENSMUSG00000038010	0.358280399
	0.117848245
ENSMUSG00000022383	0.568099467
ENSMUSG00000059668	0.488766601
ENSMUSG00000040433	0.589318331
ENSMUSG00000053211	-1.207031363
ENSMUSG00000072235	-1.720373427
ENSMUSG00000059887	-1.212588425
ENSMUSG00000005686	1.540759188
	0.839680417
ENSMUSG00000019837	-0.280218099
ENSMUSG00000091733	0.833597351
ENSMUSG00000060204	-0.167980788
	0.585577627
	0.106794325
ENSMUSG00000020566	0.259114195
ENSMUSG00000043060	-0.423734106
	-0.615037565
ENSMUSG00000034640	0.395344249
ENSMUSG00000049168	-0.597847139
	-1.484211842
ENSMUSG00000029729	1.121461093
	1.054993375
ENSMUSG00000058755	-0.788875448
ENSMUSG00000033126	-0.17753187
	-1.606340532
	-0.771610435
ENSMUSG00000039166	0.789710502
ENSMUSG00000075033	-0.562090313
ENSMUSG00000042757	0.251515155
	-0.379501725
ENSMUSG00000021371	-1.247596677
ENSMUSG00000051817	0.41268489
ENSMUSG00000024854; ENSMUSG00000097508	0.365719681
ENSMUSG00000022756	-2.125256028
ENSMUSG00000002343	-0.490206106
ENSMUSG00000029569	0.470374957
ENSMUSG00000055900	-2.273824899
	1.618539328
ENSMUSG00000075181	-0.372574874
ENSMUSG00000028331	-0.300393901
ENSMUSG00000096768	0.321820361
ENSMUSG00000042118	0.546571104
	-1.292586032
ENSMUSG00000025963	-0.402289571
ENSMUSG00000059355	0.647256642
ENSMUSG00000020235	0.5807659
ENSMUSG00000058881	1.509106826
ENSMUSG00000024683	-1.170081451
ENSMUSG00000025754	1.063983652
ENSMUSG00000057278; ENSMUSG00000049124	-0.665866098
ENSMUSG00000085022	-1.352624498
ENSMUSG00000031928	-0.973181479
ENSMUSG00000096532; ENSMUSG00000094064; ENSMUSG00000096711; ENSMUSG00000096272; ENSMUSG00000095968; ENSMUSG00000096777; ENSMUSG00000095626; ENSMUSG00000094444; ENSMUSG00000094232; ENSMUSG00000095192	-0.344553706
	-2.314007779
ENSMUSG00000029730	-1.287293047
	-0.534652353
	-0.973991473
ENSMUSG00000071562	-0.810014815
ENSMUSG00000083674	1.501239234
	0.733822116
ENSMUSG00000032334	0.673321177
	2.02009023
	0.978724566
ENSMUSG00000019834	1.58309453
ENSMUSG00000053742	-0.782459314
ENSMUSG00000025647	-0.980814036
ENSMUSG00000031876	-0.14210171
ENSMUSG00000025418	-0.112655034
ENSMUSG00000039193	-0.610715107
ENSMUSG00000069372	-0.245152148
ENSMUSG00000021636	1.337199959
ENSMUSG00000079619	0.0393777
ENSMUSG00000034121	-0.655453281
ENSMUSG00000037280	-1.414936914
ENSMUSG00000052681	1.027995636
	0.451579973
	-1.19790357
ENSMUSG00000004070	0.050485988
	0.921132745
ENSMUSG00000032436	2.141668837
ENSMUSG00000027870	-0.992621174
ENSMUSG00000044544	-0.424914763
	0.120833336
	0.213714026
	-1.180082934
ENSMUSG00000074182	1.142553907
ENSMUSG00000001833	0.190487288
ENSMUSG00000098905; ENSMUSG00000099122	1.716968021
ENSMUSG00000028967	-0.048301871
	-0.840595794
ENSMUSG00000052396	-1.729242801
ENSMUSG00000043164	-0.165137923
	1.274559136
ENSMUSG00000039782	0.985234319
	-0.016994512
ENSMUSG00000026274	0.292833894
ENSMUSG00000090272	0.267754085
	-1.039810394
ENSMUSG00000028443	0.214324384
ENSMUSG00000062101	-0.858456361
ENSMUSG00000054958	0.668164485
ENSMUSG00000029552	0.390600131
	-0.556426825
ENSMUSG00000033450	1.121036063
ENSMUSG00000043019	-2.425473271
	1.555711824
ENSMUSG00000048772	0.43257383
ENSMUSG00000023911	0.907116446
ENSMUSG00000027387	-1.826333051
ENSMUSG00000034687	-0.504360475
ENSMUSG00000004540	0.581683309
ENSMUSG00000042625	-0.528792442
	-0.798723092
	1.101424217
	0.436482936
	-0.600766014
	0.417256924
ENSMUSG00000019763	0.683132783
ENSMUSG00000048686	0.983076132
ENSMUSG00000044121	-0.029494047
ENSMUSG00000032595	0.363967319
ENSMUSG00000006191	-0.336007948
ENSMUSG00000073141	1.169880919
ENSMUSG00000085852	-1.355768657
	1.258760274
ENSMUSG00000061032	-0.626654449
	1.013801443
	-0.77042058
	0.711030923
ENSMUSG00000043415	-0.578011404
	-0.151693607
	-1.162564674
ENSMUSG00000039765	-0.557151957
	-0.264136957
ENSMUSG00000028799	0.651213879
	0.731024671
	-0.224455828
ENSMUSG00000045148	-0.012090489
	-0.602945094
	0.091532152
	-1.583007979
ENSMUSG00000004085	0.279337995
ENSMUSG00000040006	-0.177295214
ENSMUSG00000097072	0.609185372
ENSMUSG00000031167	1.034490238
ENSMUSG00000002129	0.61370283
	-1.170186313
ENSMUSG00000086992	0.791394967
	1.137041845
ENSMUSG00000015709	-0.541264705
	1.616246729
ENSMUSG00000050473	0.117702047
ENSMUSG00000056629	0.588748613
ENSMUSG00000052818	-0.344735596
ENSMUSG00000059486	-1.029998377
ENSMUSG00000086109	0.87773433
	0.724301335
ENSMUSG00000032285	0.833921456
	-0.237423259
	0.038767701
	1.308176971
	-1.159769931
ENSMUSG00000019966	1.584808944
	0.965841863
	-0.256791321
	-0.4474898
ENSMUSG00000093806	-0.454516721
ENSMUSG00000035929	-1.050057407
ENSMUSG00000049018	-1.939466827
	0.526594806
ENSMUSG00000026718	-1.218455415
ENSMUSG00000071138	-0.404541577
ENSMUSG00000025961	0.009926794
	-0.31644395
	0.542787595
	-0.184286972
ENSMUSG00000031842	0.23266497
	-1.220202684
	0.484778321
	-1.060514382
	-0.951915537
	0.965420416
	0.866694785
ENSMUSG00000029062	-0.267427578
ENSMUSG00000050530	0.117179897
ENSMUSG00000025510	0.179087824
ENSMUSG00000033182	-1.093583107
ENSMUSG00000015653	0.443960326
ENSMUSG00000094724; ENSMUSG00000095687	-0.546646295
ENSMUSG00000010841	-1.304965949
ENSMUSG00000017144	-0.695994703
ENSMUSG00000059540	1.34945872
	-0.218669634
	-2.263530433
ENSMUSG00000038518	0.514194407
	-1.573699498
ENSMUSG00000026942	-0.041090057
	0.018013493
ENSMUSG00000025870	0.841445914
ENSMUSG00000004591	-0.72193576
	0.213953653
	-0.806621852
	0.319129356
ENSMUSG00000036167	-2.389476308
ENSMUSG00000033060	0.442712906
ENSMUSG00000071495	0.665585242
ENSMUSG00000032532	0.489536172
ENSMUSG00000014767	-0.803938965
	1.469609774
	0.011884299
ENSMUSG00000047356	0.594670697
ENSMUSG00000045498	2.537697203
	0.436954915
ENSMUSG00000002797	0.978918666
ENSMUSG00000053054	0.929398642
ENSMUSG00000062014	-1.317410407
ENSMUSG00000001622	-1.00061627
	0.509807573
	0.87266056
ENSMUSG00000039997	0.332107348
ENSMUSG00000097711	-0.244115005
ENSMUSG00000074196	1.222008233
ENSMUSG00000061798	1.982841752
ENSMUSG00000074678	-0.454009323
	-0.082306756
ENSMUSG00000059408	-0.076934163
ENSMUSG00000049882	-0.331160188
	0.511915524
ENSMUSG00000026584	0.836152855
ENSMUSG00000059460	-0.156824367
	-2.189393148
ENSMUSG00000094985	1.559739321
ENSMUSG00000040811	-0.36547461
ENSMUSG00000057770	0.333175716
ENSMUSG00000028452	-1.090979285
	-0.629862284
	0.237666134
ENSMUSG00000085657	-0.885223979
ENSMUSG00000042854	0.058429238
ENSMUSG00000066438	-0.437372456
	0.580856825
ENSMUSG00000037358	-0.870031809
ENSMUSG00000087594	0.04535129
	0.198093665
	-0.062778468
ENSMUSG00000001558	0.09793234
ENSMUSG00000026807	0.523689241
ENSMUSG00000083616	1.371773032
ENSMUSG00000061816	0.64912118
ENSMUSG00000048827	1.133443506
ENSMUSG00000090129	-1.184194666
ENSMUSG00000026768	1.529602445
	0.326728198
ENSMUSG00000038486	-1.13365379
	-0.560812876
ENSMUSG00000042632	-0.263940958
	1.477288152
ENSMUSG00000041907	0.507670381
ENSMUSG00000034285	-0.61265518
	-1.043086448
	-0.44751428
	-0.786987112
ENSMUSG00000020846	-0.534324501
ENSMUSG00000038845	0.842546027
	0.42026348
ENSMUSG00000052182	-0.781221659
ENSMUSG00000027201	1.096180607
	0.328537332
ENSMUSG00000026573	-0.977956202
ENSMUSG00000055137	-1.122204717
	-0.233930086
ENSMUSG00000031293	0.511632228
ENSMUSG00000078002	-0.109782182
ENSMUSG00000025262	-1.473893335
ENSMUSG00000045027	-0.208366607
ENSMUSG00000023967	-0.913167504
ENSMUSG00000031661	-0.099142819
ENSMUSG00000050345	-0.938290196
ENSMUSG00000024853	-0.7468603
ENSMUSG00000024128	0.841599513
	-0.991525313
	0.932854259
	0.348658644
ENSMUSG00000036639	-2.627419445
ENSMUSG00000035596	1.578889316
	0.137342403
ENSMUSG00000088108	-0.136752494
	0.176982451
ENSMUSG00000049504	-1.675359098
	-0.019138029
ENSMUSG00000068606	1.712484769
ENSMUSG00000034557	-0.048545108
ENSMUSG00000020493	-0.93501039
ENSMUSG00000051316	0.586019838
	1.503740527
	-0.898852645
ENSMUSG00000045126	-0.589490637
	0.937472468
	0.240689233
	-0.478355785
ENSMUSG00000099156	0.077420245
ENSMUSG00000048388	1.056921717
	1.800602584
ENSMUSG00000031163	-1.722886842
ENSMUSG00000034714	1.286374227
ENSMUSG00000020848	0.390433636
ENSMUSG00000045915	-1.065723438
ENSMUSG00000015127	0.237466255
	-0.242314942
ENSMUSG00000024619	0.783475894
	-1.360836042
ENSMUSG00000039329	0.059461452
	2.604961607
	0.328258672
ENSMUSG00000094500	0.206223911
ENSMUSG00000095190; ENSMUSG00000095363; ENSMUSG00000094682	-0.086436512
ENSMUSG00000019927	1.279256544
ENSMUSG00000015120	-0.315771603
ENSMUSG00000045962	-1.001275401
ENSMUSG00000031548	-0.68241418
ENSMUSG00000051046	1.523418069
ENSMUSG00000051528	0.271924114
	-0.723015634
ENSMUSG00000028280	-2.318792739
ENSMUSG00000095662; ENSMUSG00000095208; ENSMUSG00000096097; ENSMUSG00000094904; ENSMUSG00000095655; ENSMUSG00000095810; ENSMUSG00000095445	-2.938117024
ENSMUSG00000034402	0.870623943
ENSMUSG00000018378; ENSMUSG00000098571	0.573680439
	-1.4357905
ENSMUSG00000065619	0.58565171
ENSMUSG00000036022	1.373934663
ENSMUSG00000097427; ENSMUSG00000094144; ENSMUSG00000095022	-0.579876373
ENSMUSG00000079092	0.921799698
ENSMUSG00000056508	-1.020603405
	0.858974517
ENSMUSG00000096532; ENSMUSG00000094064; ENSMUSG00000096711; ENSMUSG00000096272; ENSMUSG00000095968; ENSMUSG00000096777; ENSMUSG00000095626; ENSMUSG00000094444; ENSMUSG00000094232; ENSMUSG00000095192	-1.553370866
ENSMUSG00000040565	1.276300638
	0.766082669
ENSMUSG00000031669	0.049837628
	-1.164241621
	-0.912065987
ENSMUSG00000073177	-0.336799566
	-0.255072144
	2.710497403
ENSMUSG00000074829; ENSMUSG00000098810	0.561257479
	1.757269531
ENSMUSG00000001999	-0.089830029
ENSMUSG00000033705	-0.388149707
ENSMUSG00000037509	-0.476783946
ENSMUSG00000096467	2.413773328
ENSMUSG00000042549	0.140975458
ENSMUSG00000000782	0.041940886
ENSMUSG00000024317	-1.281648905
ENSMUSG00000029829	0.809246778
ENSMUSG00000038766	-0.202025347
ENSMUSG00000038094	0.831805569
ENSMUSG00000017453	0.016611106
ENSMUSG00000038733	-1.176004789
	0.143539917
	2.348238758
ENSMUSG00000000724	-0.490966268
ENSMUSG00000087022	0.723781106
ENSMUSG00000025575	0.174827476
	0.233063417
	-0.085340313
ENSMUSG00000095291	0.128546616
ENSMUSG00000026692	-0.795571669
ENSMUSG00000094273	-0.918866422
ENSMUSG00000086781	-1.955446193
	-0.046147149
	1.551913203
ENSMUSG00000026880	0.491552846
	-1.128529646
	-0.874733238
ENSMUSG00000086578	0.955401852
	1.06850013
ENSMUSG00000059708	0.371715499
ENSMUSG00000061322	-0.004645002
	0.756692239
ENSMUSG00000036160	-0.095889867
ENSMUSG00000052382	-0.767690469
ENSMUSG00000029076	1.393392832
	-0.304601321
ENSMUSG00000095910	2.479571925
ENSMUSG00000064105	1.125384126
	0.918169602
ENSMUSG00000073460	0.334210475
	-0.921049424
ENSMUSG00000024201	-0.269166638
ENSMUSG00000036435	0.986187425
ENSMUSG00000023868	-0.854621404
ENSMUSG00000073953	2.164900511
ENSMUSG00000030852	0.513752308
ENSMUSG00000096097; ENSMUSG00000095208; ENSMUSG00000094904; ENSMUSG00000095655; ENSMUSG00000095662; ENSMUSG00000095810; ENSMUSG00000095445	0.537158681
ENSMUSG00000004654	-0.726180515
ENSMUSG00000024912	1.470978194
	0.075645547
ENSMUSG00000074671	-0.387721683
ENSMUSG00000041949	-0.778479283
ENSMUSG00000045038	-2.18920464
	1.191511714
	-0.819830209
	-1.284586024
	-1.39240431
ENSMUSG00000017400	1.607044212
ENSMUSG00000036550	0.196188123
	0.01446314
ENSMUSG00000030304	0.246092159
ENSMUSG00000022890	0.226477662
	0.937703856
ENSMUSG00000078570	0.270413257
ENSMUSG00000002326	-0.663358331
ENSMUSG00000028066	0.858774291
ENSMUSG00000054662	0.824826058
	-0.860772728
	-0.236258076
	-0.089625495
ENSMUSG00000085681	-1.255079834
	-1.270859931
	-0.941005162
ENSMUSG00000026650	0.619297881
ENSMUSG00000039345	-1.007768475
	0.128840477
	1.125716273
	0.753115959
ENSMUSG00000095806; ENSMUSG00000093917	-1.043647186
ENSMUSG00000000538	0.320387678
	1.429634334
ENSMUSG00000079451	-2.356756145
ENSMUSG00000029228	-1.439369481
	0.889800005
ENSMUSG00000022550	0.35684772
ENSMUSG00000029231	0.415230565
ENSMUSG00000025133	0.503811455
ENSMUSG00000014294	-0.920762993
	1.560581024
ENSMUSG00000091631	0.708230773
ENSMUSG00000043795	-0.28296031
ENSMUSG00000071494	-0.312233186
	0.341162251
ENSMUSG00000060081	0.009283502
	0.071661753
ENSMUSG00000078173	-0.354715254
	0.275548881
	-1.694453981
	0.741707682
	-1.059375367
ENSMUSG00000052684	0.178340674
ENSMUSG00000025261	-0.627482032
ENSMUSG00000024771	1.042473886
	-0.765836464
ENSMUSG00000095543; ENSMUSG00000096386	-1.387470805
ENSMUSG00000041453	0.139118307
ENSMUSG00000069565	-0.075086388
ENSMUSG00000060988	-1.408393589
ENSMUSG00000095976; ENSMUSG00000095683	0.678317388
	-0.748442014
ENSMUSG00000092486	-0.825115488
	-1.61749066
	1.188432745
ENSMUSG00000048425	-0.416981274
ENSMUSG00000073972	-1.021097922
ENSMUSG00000036882	-0.839983128
	-0.653829462
ENSMUSG00000029310	1.103396249
ENSMUSG00000032313	-1.295768116
ENSMUSG00000020077	-1.570455617
	-0.493173467
	0.251073467
	-1.013523225
	-0.578783454
ENSMUSG00000078942	-0.077311697
ENSMUSG00000020176	0.767017583
	-0.41211807
ENSMUSG00000030470	1.021650975
ENSMUSG00000025287	-2.402672743
ENSMUSG00000052395	-0.152278414
	0.445214941
ENSMUSG00000094722; ENSMUSG00000079423; ENSMUSG00000095996; ENSMUSG00000095954; ENSMUSG00000094337; ENSMUSG00000095523; ENSMUSG00000094474	-0.260604021
	-0.097825283
	-0.164040765
	-0.619571813
	1.112949014
	0.115887461
ENSMUSG00000062270	-1.421191909
	-0.555628815
ENSMUSG00000019853	0.938694995
	1.146722353
	1.453822243
	-0.161318778
ENSMUSG00000028345	0.896867794
ENSMUSG00000079442	0.433657559
	0.05031756
ENSMUSG00000071064	0.288202137
ENSMUSG00000026532	1.313060675
	-0.564198776
ENSMUSG00000037921	1.039982955
ENSMUSG00000002210	-0.546514735
ENSMUSG00000022106	-0.157813258
ENSMUSG00000030557	0.311568759
	-0.481185731
	1.236720139
ENSMUSG00000074345	-1.458707464
ENSMUSG00000031194	0.926875176
ENSMUSG00000029063	-0.965874625
ENSMUSG00000037210	-0.401939882
	-1.208021145
ENSMUSG00000010608	0.027926467
ENSMUSG00000034064	-0.073163291
ENSMUSG00000003299	1.367429463
	1.055144438
ENSMUSG00000023460	0.490527017
	-0.428843467
ENSMUSG00000044807	-0.262665976
ENSMUSG00000049323	-1.371329521
	-0.614714793
ENSMUSG00000052942	-0.505340232
	1.808238354
ENSMUSG00000079532	0.922695549
ENSMUSG00000021087	0.14994106
	0.45892332
ENSMUSG00000031833	1.884550509
ENSMUSG00000071281	0.265966305
	-0.310641689
ENSMUSG00000083628	-1.1156091
ENSMUSG00000062629	0.298810807
ENSMUSG00000021961	-1.428610405
ENSMUSG00000019873	-0.144172822
ENSMUSG00000002240	1.250774529
ENSMUSG00000036887	-0.116056449
ENSMUSG00000031090	2.18797818
ENSMUSG00000020444	-0.90259531
ENSMUSG00000049902	-0.915787423
ENSMUSG00000022941	0.841889061
ENSMUSG00000070366	-0.690104882
ENSMUSG00000085831	-0.341688323
ENSMUSG00000055748	-0.524496464
ENSMUSG00000024505	0.203848422
ENSMUSG00000024965	0.644888311
ENSMUSG00000022390	-0.70620406
	-0.901488402
ENSMUSG00000030911	0.631945204
ENSMUSG00000029482	-0.677752433
ENSMUSG00000039092	1.522176741
	-0.573583984
ENSMUSG00000098417	-1.021218786
	-0.91541654
ENSMUSG00000084995	0.792989534
	-0.574264631
ENSMUSG00000086544	1.090311851
ENSMUSG00000057766	1.303418877
ENSMUSG00000021868	-0.02625436
	1.335961317
	-0.897546059
ENSMUSG00000042269	-1.790894913
ENSMUSG00000045657	0.226647335
ENSMUSG00000014232	0.658854331
ENSMUSG00000022191	-1.03720946
	1.528871239
ENSMUSG00000074943	0.860925016
ENSMUSG00000094761; ENSMUSG00000095838; ENSMUSG00000094857; ENSMUSG00000094629; ENSMUSG00000096032; ENSMUSG00000096203; ENSMUSG00000096266; ENSMUSG00000096040; ENSMUSG00000093882; ENSMUSG00000095598; ENSMUSG00000095535; ENSMUSG00000096419; ENSMUSG00000095227; ENSMUSG00000096511; ENSMUSG00000095439; ENSMUSG00000094223; ENSMUSG00000096657; ENSMUSG00000093868; ENSMUSG00000095237	-0.624863162
	-1.493144033
	0.116885039
	0.195864087
	0.717093192
	-1.748105661
ENSMUSG00000028601	0.926000355
ENSMUSG00000040331	0.062760367
ENSMUSG00000096039	-0.553416425
ENSMUSG00000028293	0.934998054
	0.257830777
ENSMUSG00000096685	-1.140477527
ENSMUSG00000000058	0.504772704
	0.579787459
ENSMUSG00000086632	0.083649123
ENSMUSG00000093930	-1.272374172
ENSMUSG00000021852	0.090547053
	-0.466311039
	0.254983333
	0.661298357
ENSMUSG00000097662	-0.317874995
	-1.43833094
ENSMUSG00000044903	-1.818648774
	-0.915986358
ENSMUSG00000038648	0.557243523
	0.077044182
ENSMUSG00000039682	-0.479110192
ENSMUSG00000012777	-1.241222871
ENSMUSG00000096909	1.105172483
	-0.727111743
	-0.549570495
ENSMUSG00000034757	-0.027599376
	-0.159001104
	1.274335429
	-0.256628423
ENSMUSG00000030960	-0.637951415
ENSMUSG00000029878	-0.38091013
ENSMUSG00000096856; ENSMUSG00000094076	1.495343113
ENSMUSG00000026637	-0.562885783
	1.796599406
ENSMUSG00000037572	0.195223253
ENSMUSG00000092094	0.216088872
	0.181797341
ENSMUSG00000030762	0.311291948
	-0.900005806
ENSMUSG00000033323	0.727932744
ENSMUSG00000036615	1.361446101
ENSMUSG00000047295	-1.719799391
	0.053377659
ENSMUSG00000046811	-0.103015714
	-0.120484149
ENSMUSG00000032940	-0.105369277
	-1.133415133
	-0.593539562
ENSMUSG00000037583	0.527253873
ENSMUSG00000045508	-0.055343455
	-0.09646156
	1.396562831
ENSMUSG00000022403	0.395086432
	-1.53994393
	-0.710325249
	0.251921788
ENSMUSG00000010277	-0.982419006
ENSMUSG00000074768; ENSMUSG00000069324	-0.55618904
	-0.758716213
ENSMUSG00000056883	-0.500105331
ENSMUSG00000059149	-0.279214421
	0.22367492
ENSMUSG00000022523	0.292803181
	0.86020782
ENSMUSG00000049960	-0.589501283
	-1.660189409
ENSMUSG00000041014	0.820007458
ENSMUSG00000051682	0.203830033
ENSMUSG00000060427	2.715089519
	1.018347944
	0.106962631
ENSMUSG00000043789	1.459693082
ENSMUSG00000030208	-0.223523175
ENSMUSG00000009378	-2.426165739
	0.022560762
ENSMUSG00000031738	1.845569635
	-1.209488929
ENSMUSG00000021930	-0.139215965
ENSMUSG00000035575	-1.419209507
ENSMUSG00000023030	-0.553662247
ENSMUSG00000029166	-0.381397813
ENSMUSG00000071054	-0.178662837
ENSMUSG00000085139	-1.191360235
ENSMUSG00000022620	-0.591431312
ENSMUSG00000029534	2.017536388
	-0.49549246
	-0.289555874
ENSMUSG00000020808	1.687493556
	-0.327896915
ENSMUSG00000042219	0.486801538
ENSMUSG00000071074	-0.702788887
ENSMUSG00000048661	3.888042558
ENSMUSG00000020099	-1.628537419
	-0.014131325
ENSMUSG00000031997	-0.27536297
ENSMUSG00000022788	-0.934716388
ENSMUSG00000062624	-0.438773503
ENSMUSG00000092036	0.856516434
ENSMUSG00000062372	-1.546382985
ENSMUSG00000092113	0.727812387
ENSMUSG00000027712	-1.104110207
	0.790377808
	0.189191841
	-0.124934851
ENSMUSG00000070291	-0.081656386
ENSMUSG00000031807	0.338903535
	-1.001647356
ENSMUSG00000049028	0.671011882
ENSMUSG00000046556	0.950231423
	-0.61899913
	-1.184654901
ENSMUSG00000035681	-0.767553405
	-1.0749998
ENSMUSG00000011263	0.290618363
	-1.22903011
	-0.017212623
	0.779982197
ENSMUSG00000067586	0.19691562
ENSMUSG00000059851	0.616132468
	-0.623885406
ENSMUSG00000027326	0.421518491
ENSMUSG00000084516	-0.46116967
	-1.243579259
	-0.102812152
ENSMUSG00000060475	-1.170393211
ENSMUSG00000033237	1.789050335
ENSMUSG00000036529	-0.725085086
ENSMUSG00000095576	-0.303017128
ENSMUSG00000056947	0.265074744
ENSMUSG00000064080	-1.664959709
ENSMUSG00000055197	0.757055859
ENSMUSG00000031629	-0.212019282
ENSMUSG00000094595	-0.300152516
ENSMUSG00000035164	-0.313821898
	-1.519039871
	0.802784997
	0.278233443
ENSMUSG00000035828	0.776225723
ENSMUSG00000022911	0.829666756
	1.768202078
	-0.962702637
	-1.65783077
ENSMUSG00000078780	1.882391213
	1.265306498
	0.486364974
	0.429929593
ENSMUSG00000037336	0.140724891
ENSMUSG00000078208	-1.199991601
ENSMUSG00000029161	1.102459837
ENSMUSG00000070374	-0.610411144
	1.171478322
ENSMUSG00000017493	-0.640433531
ENSMUSG00000061393	0.065691362
ENSMUSG00000075133	0.850553421
	-0.502311864
ENSMUSG00000046150	-1.537223994
ENSMUSG00000099264	-0.265303084
	-0.988509897
	0.380715263
ENSMUSG00000064043	-0.710163425
ENSMUSG00000004113	-1.060114975
	-0.216700931
ENSMUSG00000027887	-0.703390927
ENSMUSG00000018377; ENSMUSG00000098546	1.333766632
ENSMUSG00000075148	-1.184493988
ENSMUSG00000022265	0.761587679
ENSMUSG00000036466	0.40265333
ENSMUSG00000004937	-0.725575981
ENSMUSG00000034066	0.485709014
ENSMUSG00000026975	-0.500700717
ENSMUSG00000043962	-0.379124798
ENSMUSG00000096625; ENSMUSG00000093832; ENSMUSG00000094279; ENSMUSG00000094739; ENSMUSG00000096491; ENSMUSG00000095378; ENSMUSG00000096754; ENSMUSG00000093837; ENSMUSG00000096836; ENSMUSG00000095496; ENSMUSG00000094490; ENSMUSG00000094216; ENSMUSG00000095515; ENSMUSG00000095014; ENSMUSG00000095568; ENSMUSG00000095823; ENSMUSG00000095397; ENSMUSG00000095055; ENSMUSG00000094853; ENSMUSG00000096752; ENSMUSG00000094633; ENSMUSG00000096101; ENSMUSG00000096004; ENSMUSG00000096989	0.737638236
ENSMUSG00000022614	-0.808398189
	-0.576315937
ENSMUSG00000055976	0.5321075
	0.616998183
ENSMUSG00000030536	2.336148462
ENSMUSG00000058222	0.238377264
	-0.6230983
	0.437676272
ENSMUSG00000046637	0.816095704
	-1.232428117
	-1.791389609
	0.893016432
	-1.156119413
ENSMUSG00000036218	-0.42874825
	-0.974022542
ENSMUSG00000087138	-1.029372406
ENSMUSG00000023039	-2.161414863
ENSMUSG00000095183	-1.229447054
ENSMUSG00000030770	-2.752301629
	-0.50383863
ENSMUSG00000028451	-0.874540911
ENSMUSG00000073664	-1.408426828
	-0.108268478
ENSMUSG00000031362	-1.28907854
ENSMUSG00000031910	1.127447458
ENSMUSG00000016319	1.239064218
	-0.383760988
ENSMUSG00000042414	0.454426565
ENSMUSG00000031015	0.617786984
ENSMUSG00000034881	0.457058024
ENSMUSG00000075551; ENSMUSG00000075552	1.195324322
	-0.272632914
ENSMUSG00000026307	0.490156194
ENSMUSG00000062826	1.606031669
ENSMUSG00000022704	1.164517195
	-0.52243791
ENSMUSG00000053044	-0.095743629
	-1.463504398
	-0.61877502
ENSMUSG00000026080	2.71594819
ENSMUSG00000057715	0.282823358
	0.44109024
ENSMUSG00000042570	-1.324248209
	0.459299793
	-0.276249937
ENSMUSG00000028885	-1.230018991
	0.434265762
	-0.401551862
	-0.444705051
ENSMUSG00000032373	0.751641743
ENSMUSG00000029822	1.338330405
	-0.193156296
	-0.573965051
ENSMUSG00000030203	0.957929015
ENSMUSG00000078566	-0.067101662
	1.2213536
	0.60482271
ENSMUSG00000094253	-0.318686832
ENSMUSG00000022270	1.280756348
ENSMUSG00000020659	-0.08330142
ENSMUSG00000025337	-1.76680299
ENSMUSG00000042608	0.298892714
	-1.363177259
ENSMUSG00000062543	-0.869815832
	0.392302311
ENSMUSG00000072813; ENSMUSG00000079423; ENSMUSG00000094337	0.965630342
ENSMUSG00000045331	0.32368049
ENSMUSG00000033326	0.061875495
ENSMUSG00000041805; ENSMUSG00000097880	2.05404319
ENSMUSG00000095525	1.186832027
ENSMUSG00000061306	-0.987133612
ENSMUSG00000043943	0.0963501
ENSMUSG00000051037	0.916819106
ENSMUSG00000051811	0.626089474
ENSMUSG00000068742	-0.320973013
	0.870737982
ENSMUSG00000062012	0.196989011
ENSMUSG00000015112	-0.195181398
ENSMUSG00000074627	-2.519293917
ENSMUSG00000043089	0.348745245
ENSMUSG00000079019	-0.004088024
ENSMUSG00000027710	0.734248098
ENSMUSG00000030168	-1.051309709
	0.514655715
ENSMUSG00000046822	-1.189970689
ENSMUSG00000086938	0.755261309
ENSMUSG00000078713	-0.309089426
	0.291652973
ENSMUSG00000006269	-0.974574792
	-0.143407506
	-0.170464215
ENSMUSG00000092080	-0.834858153
ENSMUSG00000090362	-0.295066216
ENSMUSG00000066705	-0.826189334
ENSMUSG00000036975	-1.475112424
ENSMUSG00000027221	-1.684856759
ENSMUSG00000027776	0.092183807
ENSMUSG00000051456	0.209657863
	0.138196774
ENSMUSG00000032199	-1.073786678
	1.779334814
	0.672460809
ENSMUSG00000051062	1.531000612
ENSMUSG00000031504	-1.20515776
ENSMUSG00000096109	-0.487057972
ENSMUSG00000011096	0.515937704
ENSMUSG00000097171	-0.025523352
ENSMUSG00000095098	-1.081888724
ENSMUSG00000043668	-0.316412712
	0.966967362
ENSMUSG00000043939	0.919921317
ENSMUSG00000069421	-0.752876184
ENSMUSG00000027618	0.500013376
	1.145732094
	0.447167356
	0.305716285
ENSMUSG00000017754	1.513307418
ENSMUSG00000021279	-0.831269851
